probe_type,dim_a_id,dim_a_name,dim_a_category,dim_b_id,dim_b_name,dim_b_category,mean_diff,ci95_lo,ci95_hi,p_greater,p_less,p_two_sided,p_fdr,significant_fdr,stars
metacognitive,0,Baseline,Control,1,Phenomenology,Mental,-0.0001880391789850743,-0.00047987130089977465,0.00018490859018261655,0.867,0.133,0.266,0.500048780487805,False,n.s.
metacognitive,0,Baseline,Control,2,Emotions,Mental,-0.00038704747930581217,-0.0006808582057911526,4.780260629975265e-06,0.973,0.027,0.054,0.2232972972972973,False,n.s.
metacognitive,0,Baseline,Control,3,Agency,Mental,-0.00026689794123549844,-0.0005813267439825328,8.077616790583301e-05,0.94,0.06,0.12,0.36719999999999997,False,n.s.
metacognitive,0,Baseline,Control,4,Intentions,Mental,-0.0003470169826875373,-0.0006712318550131695,3.506836303354707e-05,0.966,0.034,0.068,0.2537560975609756,False,n.s.
metacognitive,0,Baseline,Control,5,Prediction,Mental,-0.00024378837792059794,-0.0006476008615308966,0.00012518853934473024,0.885,0.115,0.23,0.4755405405405406,False,n.s.
metacognitive,0,Baseline,Control,6,Cognitive,Mental,-0.0001400542864650403,-0.0004606487528455702,0.00017913933465707729,0.805,0.195,0.39,0.59976,False,n.s.
metacognitive,0,Baseline,Control,7,Social,Mental,-0.0005089046947937434,-0.0009104479600196188,-7.383312125978122e-05,0.989,0.011,0.022,0.13463999999999998,False,n.s.
metacognitive,0,Baseline,Control,8,Embodiment,Physical,-1.1345829014027316e-05,-0.00022008501630940035,0.00031283247948690583,0.605,0.395,0.79,0.8758695652173913,False,n.s.
metacognitive,0,Baseline,Control,9,Roles,Physical,-0.0003594678717459753,-0.0008488927768775448,8.319230493054773e-05,0.943,0.057,0.114,0.3559591836734694,False,n.s.
metacognitive,0,Baseline,Control,10,Animacy,Physical,2.4897775387946595e-05,-0.00020038397048730805,0.00036597685924626865,0.463,0.537,0.926,0.94452,False,n.s.
metacognitive,0,Baseline,Control,11,Formality,Pragmatic,-0.00017692215184235194,-0.0004598288046225228,0.00017131457992777217,0.877,0.123,0.246,0.4888051948051948,False,n.s.
metacognitive,0,Baseline,Control,12,Expertise,Pragmatic,-0.0002642544455138883,-0.00048328819604763544,4.2689381363991395e-05,0.956,0.044,0.088,0.292695652173913,False,n.s.
metacognitive,0,Baseline,Control,13,Helpfulness,Pragmatic,-4.372044314622632e-05,-0.0003509458993179774,0.00028893591938078525,0.63,0.37,0.74,0.8650827067669172,False,n.s.
metacognitive,0,Baseline,Control,14,Biological,Control,0.00011996742539169519,-5.7875193413760245e-05,0.00041617022666163455,0.134,0.866,0.268,0.500048780487805,False,n.s.
metacognitive,0,Baseline,Control,15,Shapes,Control,-0.00015490254693799444,-0.0004409625278261201,0.00018256611143295572,0.859,0.141,0.282,0.5136428571428571,False,n.s.
metacognitive,0,Baseline,Control,17,Attention,Mental,-0.00039841600281806546,-0.000710576324357617,-3.2788608656304135e-05,0.983,0.017,0.034,0.1793793103448276,False,n.s.
metacognitive,0,Baseline,Control,18,SysPrompt (labeled),SysPrompt,-0.00031968630957556957,-0.0006299128555901377,1.9353899701396218e-05,0.97,0.03,0.06,0.24157894736842103,False,n.s.
metacognitive,1,Phenomenology,Mental,2,Emotions,Mental,-0.00019900830032073787,-0.0005044275307255812,6.149128199090418e-05,0.924,0.076,0.152,0.374,False,n.s.
metacognitive,1,Phenomenology,Mental,3,Agency,Mental,-7.885876225042411e-05,-0.00037473170884475064,0.00022012478633614332,0.69,0.31,0.62,0.7890247933884297,False,n.s.
metacognitive,1,Phenomenology,Mental,4,Intentions,Mental,-0.00015897780370246304,-0.0004572619773006174,0.000153284341071183,0.842,0.158,0.316,0.5494090909090908,False,n.s.
metacognitive,1,Phenomenology,Mental,5,Prediction,Mental,-5.574919893552362e-05,-0.0004435193399482797,0.0002590099565109537,0.598,0.402,0.804,0.877056338028169,False,n.s.
metacognitive,1,Phenomenology,Mental,6,Cognitive,Mental,4.798489252003399e-05,-0.0002541382409373503,0.00033161742756055216,0.376,0.624,0.752,0.8650827067669172,False,n.s.
metacognitive,1,Phenomenology,Mental,7,Social,Mental,-0.00032086551580866904,-0.000737481290931341,5.422394398401237e-05,0.96,0.04,0.08,0.2846511627906977,False,n.s.
metacognitive,1,Phenomenology,Mental,8,Embodiment,Physical,0.000176693349971047,-5.32998423964999e-05,0.00044193371720979544,0.075,0.925,0.15,0.374,False,n.s.
metacognitive,1,Phenomenology,Mental,9,Roles,Physical,-0.00017142869276090094,-0.0006650923997255006,0.00020284683210127817,0.752,0.248,0.496,0.6898909090909091,False,n.s.
