probe_type,dim_a_id,dim_a_name,dim_a_category,dim_b_id,dim_b_name,dim_b_category,mean_diff,ci95_lo,ci95_hi,p_greater,p_less,p_two_sided,p_fdr,significant_fdr,stars
metacognitive,1,Phenomenology,Mental,2,Emotions,Mental,-9.975912932218958e-06,-1.4998821799286358e-05,-5.004720638519085e-06,1.0,0.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,3,Agency,Mental,-7.324898172475164e-06,-1.3890642216526035e-05,-1.4994932358923685e-07,0.977,0.023,0.046,0.06401204819277108,False,n.s.
metacognitive,1,Phenomenology,Mental,4,Intentions,Mental,-4.7431053916479354e-06,-1.1342025148082585e-05,2.1768863462768456e-06,0.919,0.081,0.162,0.19389637305699484,False,n.s.
metacognitive,1,Phenomenology,Mental,5,Prediction,Mental,-3.7939381963866003e-07,-5.118960817766494e-06,4.689683477419666e-06,0.565,0.435,0.87,0.9032825112107623,False,n.s.
metacognitive,1,Phenomenology,Mental,6,Cognitive,Mental,3.0445463615274107e-06,-1.6781041705697118e-06,8.375806857519622e-06,0.12,0.88,0.24,0.27582089552238803,False,n.s.
metacognitive,1,Phenomenology,Mental,7,Social,Mental,5.915891612668877e-06,-8.822439259120594e-07,1.2246177244071965e-05,0.045,0.955,0.09,0.11549999999999999,False,n.s.
metacognitive,1,Phenomenology,Mental,8,Embodiment,Physical,-1.2549315130480153e-05,-1.764412162537792e-05,-7.749807923951817e-06,1.0,0.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,9,Roles,Physical,5.5392993502104e-06,-2.836048093254358e-07,1.1218047630878977e-05,0.03,0.97,0.06,0.0796551724137931,False,n.s.
metacognitive,1,Phenomenology,Mental,10,Animacy,Physical,-6.8893625397223635e-06,-1.2450518350352263e-05,-8.575142803629123e-07,0.987,0.013,0.026,0.03849999999999999,True,*
metacognitive,1,Phenomenology,Mental,11,Formality,Pragmatic,1.6690359941086245e-05,1.0866111546036033e-05,2.2974864929358072e-05,0.0,1.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,12,Expertise,Pragmatic,1.7111718817986283e-05,1.112184923977662e-05,2.288030173287274e-05,0.0,1.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,13,Helpfulness,Pragmatic,1.599331185708515e-05,1.0347241078328505e-05,2.155083248958716e-05,0.0,1.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,14,Biological,Control,-6.437766412377667e-06,-1.2011591448684969e-05,-1.062595989731818e-06,0.992,0.008,0.016,0.02431578947368421,True,*
