metric,turn,human_mean,ai_mean,t,p
sub_ttr,1,0.7267080931475179,0.7336714938137809,-1.9198491602705685,0.05501920004599632
sub_ttr,5,0.5763331650792543,0.5835065341233503,-1.733461007353225,0.08316803398296069
sub_trigram_rep,1,0.010048060601218215,0.0077860546371807705,3.604241603484337,0.0003207307324528139
sub_trigram_rep,5,0.06761896774073647,0.0642868159866653,0.9711731814737244,0.3315795988988183
sub_allcaps_ratio,1,0.0009481098955532267,0.0021633724975282024,-5.579089791192327,2.7468967516588178e-08
sub_allcaps_ratio,5,0.06386698852095478,0.0737490897055663,-1.0363528075260637,0.3001629874491539
sub_exclamation_rate,1,0.019282552211273982,0.01791101309778653,2.2224422044582166,0.026365006579352493
sub_exclamation_rate,5,0.0703045934940045,0.06160558069505633,0.1374543729951939,0.8906855051649512
