dim_name,dim_id,probe_type,layer,cosine,abs_cosine,r_squared
22_sysprompt_bare_human,22,reading,6,0.02883181720972061,0.02883181720972061,0.0008312736836147416
22_sysprompt_bare_human,22,reading,7,-0.018055910244584084,0.018055910244584084,0.00032601589476047646
22_sysprompt_bare_human,22,reading,8,-0.014159133657813072,0.014159133657813072,0.000200481065939815
22_sysprompt_bare_human,22,reading,9,0.012385234236717224,0.012385234236717224,0.00015339402709835248
22_sysprompt_bare_human,22,reading,10,-0.031022464856505394,0.031022464856505394,0.0009623933257731122
22_sysprompt_bare_human,22,reading,11,-0.00017771894636098295,0.00017771894636098295,3.1584023895657937e-08
22_sysprompt_bare_human,22,reading,12,-0.026101313531398773,0.026101313531398773,0.0006812785680643807
22_sysprompt_bare_human,22,reading,13,0.001821952871978283,0.001821952871978283,3.3195122677099134e-06
22_sysprompt_bare_human,22,reading,14,-0.014935321174561977,0.014935321174561977,0.00022306381858731936
22_sysprompt_bare_human,22,reading,15,-0.005922363605350256,0.005922363605350256,3.507439067397728e-05
22_sysprompt_bare_human,22,reading,16,-0.016194967553019524,0.016194967553019524,0.0002622769740433552
22_sysprompt_bare_human,22,reading,17,-0.0026005601976066828,0.0026005601976066828,6.762913341376109e-06
22_sysprompt_bare_human,22,reading,18,-0.0070800455287098885,0.0070800455287098885,5.0127044688604884e-05
22_sysprompt_bare_human,22,reading,19,-0.008271966129541397,0.008271966129541397,6.842542364828008e-05
22_sysprompt_bare_human,22,reading,20,-0.002460748190060258,0.002460748190060258,6.055281654884835e-06
22_sysprompt_bare_human,22,reading,21,0.008127766661345959,0.008127766661345959,6.606059090128683e-05
22_sysprompt_bare_human,22,reading,22,0.00931896548718214,0.00931896548718214,8.684311775129187e-05
22_sysprompt_bare_human,22,reading,23,0.016655292361974716,0.016655292361974716,0.0002773987636628533
22_sysprompt_bare_human,22,reading,24,0.011744244024157524,0.011744244024157524,0.00013792726769895972
22_sysprompt_bare_human,22,reading,25,0.0034848249051719904,0.0034848249051719904,1.2144004619706972e-05
22_sysprompt_bare_human,22,reading,26,0.014329909346997738,0.014329909346997738,0.00020534630189317313
22_sysprompt_bare_human,22,reading,27,0.014248088002204895,0.014248088002204895,0.00020300801171857508
22_sysprompt_bare_human,22,reading,28,0.007638614159077406,0.007638614159077406,5.8348426271257825e-05
22_sysprompt_bare_human,22,reading,29,0.00013187646982260048,0.00013187646982260048,1.7391403292871256e-08
22_sysprompt_bare_human,22,reading,30,-0.009618529118597507,0.009618529118597507,9.251610240530814e-05
22_sysprompt_bare_human,22,reading,31,0.024383479729294777,0.024383479729294777,0.0005945540837089293
22_sysprompt_bare_human,22,reading,32,0.011306565254926682,0.011306565254926682,0.00012783841786391525
22_sysprompt_bare_human,22,reading,33,-0.010298351757228374,0.010298351757228374,0.00010605604891560875
22_sysprompt_bare_human,22,reading,34,0.002999110845848918,0.002999110845848918,8.994665865688612e-06
22_sysprompt_bare_human,22,reading,35,-0.007141035050153732,0.007141035050153732,5.099438158752412e-05
22_sysprompt_bare_human,22,reading,36,-0.016574865207076073,0.016574865207076073,0.00027472615663274094
22_sysprompt_bare_human,22,reading,37,-0.0028319344855844975,0.0028319344855844975,8.019852930642732e-06
22_sysprompt_bare_human,22,reading,38,-0.024143317714333534,0.024143317714333534,0.0005828997902552514
22_sysprompt_bare_human,22,reading,39,0.017237571999430656,0.017237571999430656,0.0002971338884355558
22_sysprompt_bare_human,22,reading,40,-0.012951922602951527,0.012951922602951527,0.00016775229911284665
22_sysprompt_bare_human,22,control,6,-0.016196386888623238,0.016196386888623238,0.0002623229482459667
