probe_type,dim_a_id,dim_a_name,dim_a_category,dim_b_id,dim_b_name,dim_b_category,mean_diff,ci95_lo,ci95_hi,p_greater,p_less,p_two_sided,p_fdr,significant_fdr,stars
metacognitive,0,Baseline,Control,1,Phenomenology,Mental,4.143483786141664e-05,-1.1235145785255516e-05,9.807944050742418e-05,0.075,0.925,0.15,0.3762295081967213,False,n.s.
metacognitive,0,Baseline,Control,2,Emotions,Mental,8.510573711509895e-05,4.057867980501671e-05,0.0001345010370780338,0.0,1.0,0.0,0.0,True,***
metacognitive,0,Baseline,Control,3,Agency,Mental,5.877304071804587e-05,6.71805232966873e-06,0.00011258714698812489,0.018,0.982,0.036,0.162,False,n.s.
metacognitive,0,Baseline,Control,4,Intentions,Mental,4.3829871220514605e-05,-5.727234689422865e-06,9.682880342984322e-05,0.049,0.951,0.098,0.28834615384615386,False,n.s.
metacognitive,0,Baseline,Control,5,Prediction,Mental,1.3459474622475972e-05,-4.076792051817845e-05,7.133054207539806e-05,0.322,0.678,0.644,0.8210999999999999,False,n.s.
metacognitive,0,Baseline,Control,6,Cognitive,Mental,1.876641878982171e-05,-4.4844048234132135e-05,8.359598857926031e-05,0.283,0.717,0.566,0.7769739130434782,False,n.s.
metacognitive,0,Baseline,Control,7,Social,Mental,2.6155062003053583e-05,-2.8152148005875704e-05,8.542877675292071e-05,0.201,0.799,0.402,0.6758901098901099,False,n.s.
metacognitive,0,Baseline,Control,8,Embodiment,Physical,2.673741352937297e-06,-4.7647743194665944e-05,5.9955864980656794e-05,0.482,0.518,0.964,0.9743684210526314,False,n.s.
metacognitive,0,Baseline,Control,9,Roles,Physical,4.466474865111873e-05,-9.802439277878807e-06,0.00010200316757582007,0.051,0.949,0.102,0.29445283018867924,False,n.s.
metacognitive,0,Baseline,Control,10,Animacy,Physical,-2.316541648863428e-06,-5.558076934520439e-05,6.090555772587445e-05,0.549,0.451,0.902,0.9517655172413794,False,n.s.
metacognitive,0,Baseline,Control,11,Formality,Pragmatic,-1.837484059027138e-05,-9.894722862160144e-05,6.215343071334032e-05,0.664,0.336,0.672,0.827424,False,n.s.
metacognitive,0,Baseline,Control,12,Expertise,Pragmatic,2.8513489952758794e-05,-2.5850455419331463e-05,8.617810327800959e-05,0.159,0.841,0.318,0.5933414634146342,False,n.s.
metacognitive,0,Baseline,Control,13,Helpfulness,Pragmatic,-2.7599349374864104e-06,-7.284812564471687e-05,6.69058049090432e-05,0.519,0.481,0.962,0.9743684210526314,False,n.s.
metacognitive,0,Baseline,Control,14,Biological,Control,-1.1372437089549197e-05,-6.0487581404541406e-05,4.335996875936025e-05,0.681,0.319,0.638,0.8210999999999999,False,n.s.
metacognitive,0,Baseline,Control,15,Shapes,Control,1.1543071637172825e-05,-6.911487598369231e-05,9.025568345767099e-05,0.371,0.629,0.742,0.8693181818181818,False,n.s.
