Subject,bot,hum
s001,0.9042999999999999,0.914751
s002,0.955534,0.878803
s003,0.946507,0.870872
s004,0.909755,0.9032129999999999
s005,0.923493,0.91327
s006,0.905989,0.908245
s007,0.9371160000000001,0.898263
s008,0.9386190000000001,0.9113890000000001
s009,0.9382280000000001,0.8641460000000001
s010,0.918871,0.907547
s011,0.9131090000000001,0.902891
s012,0.911751,0.918051
s013,0.924589,0.874176
s014,0.938409,0.911934
s015,0.8868739999999999,0.924385
s016,0.923717,0.9060819999999999
s017,0.910173,0.85791
s018,0.929486,0.87982
s019,0.942467,0.879532
s020,0.93131,0.9120950000000001
s021,0.9137479999999999,0.92196
s022,0.894019,0.918404
s023,0.917347,0.894678
s024,0.92246,0.835446
s025,0.93537,0.899357
s026,0.923985,0.895718
s027,0.920226,0.9087179999999999
s028,0.9107559999999999,0.904402
s029,0.939948,0.852317
s030,0.927501,0.892658
s031,0.9194249999999999,0.9068729999999999
s032,0.935106,0.8948999999999999
s033,0.9166500000000001,0.8860720000000001
s034,0.95772,0.876654
s035,0.9461320000000001,0.891238
s036,0.9118569999999999,0.9167489999999999
s037,0.896834,0.912144
s038,0.8980750000000001,0.9094199999999999
s039,0.918879,0.8757429999999999
s040,0.9229259999999999,0.875664
s041,0.914183,0.9052479999999999
s042,0.915655,0.9066209999999999
s043,0.9429519999999999,0.890153
s044,0.925244,0.873976
s045,0.950652,0.874363
s046,0.943983,0.9033969999999999
s047,0.919331,0.9157500000000001
s048,0.9312229999999999,0.878039
s049,0.881953,0.912
s050,0.940222,0.845285
