Subject,bot_nonsocial,bot_social,hum_nonsocial,hum_social
s001,1.16,1.32,1.4814814814814814,1.04
s002,1.3,1.16,1.16,1.32
s003,1.08,1.44,1.68,0.98
s004,1.0,1.1,1.18,1.24
s005,1.08,1.12,1.32,1.32
s006,1.02,1.06,1.58,1.48
s007,1.28,1.8,1.12,0.76
s008,1.18,1.6,1.14,1.44
s009,1.34,1.16,0.94,1.66
s010,1.44,1.38,1.14,1.28
s011,1.3,1.36,1.24,1.92
s012,1.22,1.22,1.52,1.94
s013,1.68,1.34,0.98,1.04
s014,1.08,0.98,1.42,1.44
s015,1.56,0.96,1.2,1.56
s016,1.1,1.42,1.36,1.32
s017,1.5,1.6,1.58,1.5
s018,0.96,1.02,1.46,1.34
s019,1.16,1.02,1.32,1.4
s020,1.74,0.98,1.42,1.26
s021,1.24,1.34,1.22,1.6
s022,1.5,1.14,1.44,1.52
s023,1.08,1.0,1.3,1.4
s024,1.24,1.06,1.5,1.72
s025,1.16,1.04,1.54,1.46
s026,1.7,1.36,1.44,1.18
s027,1.34,1.12,1.24,1.4
s028,1.36,1.04,1.5,1.54
s029,1.26,1.08,1.58,1.5
s030,1.52,1.02,1.1,1.4
s031,1.16,0.84,1.02,1.5
s032,1.08,1.62,1.44,1.44
s033,1.1,1.26,1.32,1.3
s034,1.5,1.98,1.38,1.38
s035,1.2,1.38,1.6,0.94
s036,1.06,1.52,1.12,1.36
s037,1.2,1.1,1.4,1.8
s038,1.02,1.32,1.3,1.48
s039,1.08,1.22,1.42,1.16
s040,1.16,1.54,1.84,1.02
s041,1.26,0.92,1.36,1.58
s042,1.18,0.98,1.64,1.66
s043,1.06,1.54,1.78,1.36
s044,1.18,1.34,1.3,1.3
s045,1.4,1.42,1.26,1.22
s046,1.62,1.62,1.32,1.02
s047,1.5,1.16,1.52,0.82
s048,1.22,1.16,1.42,1.66
s049,1.36,0.82,1.58,1.46
s050,1.66,1.2,1.32,1.38
