probe_type,layer_range,dim_a,dim_b,name_a,name_b,diff,p_value,p_adjusted,ci_lo,ci_hi,sig_raw,sig_fdr
reading_probe,all_layers,17,23,17_ai,23_sysprompt_bare_ai,-0.200726,0.000000,0.000000,-0.241354,-0.161376,***,***
reading_probe,all_layers,18,20,18_attention,20_sysprompt_talkto_human,-0.380754,0.000000,0.000000,-0.406694,-0.354714,***,***
reading_probe,all_layers,18,21,18_attention,21_sysprompt_talkto_ai,-0.228041,0.000000,0.000000,-0.259492,-0.195884,***,***
reading_probe,all_layers,18,22,18_attention,22_sysprompt_bare_human,-0.377684,0.000000,0.000000,-0.403406,-0.353122,***,***
reading_probe,all_layers,18,23,18_attention,23_sysprompt_bare_ai,-0.194997,0.000000,0.000000,-0.238545,-0.152891,***,***
reading_probe,all_layers,20,21,20_sysprompt_talkto_human,21_sysprompt_talkto_ai,0.152713,0.000000,0.000000,0.125781,0.179493,***,***
reading_probe,all_layers,20,22,20_sysprompt_talkto_human,22_sysprompt_bare_human,0.003070,0.731200,0.754050,-0.015391,0.021069,n.s.,n.s.
reading_probe,all_layers,20,23,20_sysprompt_talkto_human,23_sysprompt_bare_ai,0.185756,0.000000,0.000000,0.146235,0.223733,***,***
reading_probe,all_layers,21,22,21_sysprompt_talkto_ai,22_sysprompt_bare_human,-0.149643,0.000000,0.000000,-0.175731,-0.122931,***,***
reading_probe,all_layers,21,23,21_sysprompt_talkto_ai,23_sysprompt_bare_ai,0.033043,0.152200,0.172344,-0.012170,0.076382,n.s.,n.s.
reading_probe,all_layers,22,23,22_sysprompt_bare_human,23_sysprompt_bare_ai,0.182686,0.000000,0.000000,0.143811,0.220973,***,***
reading_probe,layers_6plus,1,2,1_phenomenology,2_emotions,-0.113780,0.000000,0.000000,-0.162514,-0.065371,***,***
reading_probe,layers_6plus,1,3,1_phenomenology,3_agency,-0.116676,0.000000,0.000000,-0.166027,-0.068634,***,***
reading_probe,layers_6plus,1,4,1_phenomenology,4_intentions,-0.192711,0.000000,0.000000,-0.242707,-0.143604,***,***
reading_probe,layers_6plus,1,5,1_phenomenology,5_prediction,-0.123751,0.000000,0.000000,-0.165289,-0.081427,***,***
reading_probe,layers_6plus,1,6,1_phenomenology,6_cognitive,-0.151863,0.000000,0.000000,-0.197729,-0.104486,***,***
reading_probe,layers_6plus,1,7,1_phenomenology,7_social,-0.239268,0.000000,0.000000,-0.284908,-0.190987,***,***
reading_probe,layers_6plus,1,8,1_phenomenology,8_embodiment,0.002860,0.890800,0.898580,-0.036984,0.043266,n.s.,n.s.
reading_probe,layers_6plus,1,9,1_phenomenology,9_roles,-0.132312,0.000000,0.000000,-0.174703,-0.089451,***,***
reading_probe,layers_6plus,1,10,1_phenomenology,10_animacy,0.032212,0.130400,0.149121,-0.009338,0.073622,n.s.,n.s.
reading_probe,layers_6plus,1,11,1_phenomenology,11_formality,-0.089498,0.000000,0.000000,-0.134720,-0.044645,***,***
reading_probe,layers_6plus,1,12,1_phenomenology,12_expertise,-0.130886,0.000000,0.000000,-0.179519,-0.083710,***,***
reading_probe,layers_6plus,1,13,1_phenomenology,13_helpfulness,-0.156165,0.000000,0.000000,-0.196659,-0.114172,***,***
reading_probe,layers_6plus,1,14,1_phenomenology,14_biological,0.047507,0.018400,0.023100,0.008944,0.087802,*,*
reading_probe,layers_6plus,1,15,1_phenomenology,15_shapes,0.134246,0.000000,0.000000,0.095147,0.173332,***,***
reading_probe,layers_6plus,1,16,1_phenomenology,16_human,-0.084934,0.000000,0.000000,-0.124864,-0.044319,***,***
reading_probe,layers_6plus,1,17,1_phenomenology,17_ai,-0.034940,0.057600,0.069663,-0.070758,0.001300,n.s.,n.s.
reading_probe,layers_6plus,1,18,1_phenomenology,18_attention,-0.043192,0.038600,0.047178,-0.083816,-0.002384,*,*
reading_probe,layers_6plus,1,20,1_phenomenology,20_sysprompt_talkto_human,-0.485780,0.000000,0.000000,-0.520624,-0.449729,***,***
reading_probe,layers_6plus,1,21,1_phenomenology,21_sysprompt_talkto_ai,-0.307701,0.000000,0.000000,-0.349252,-0.265667,***,***
reading_probe,layers_6plus,1,22,1_phenomenology,22_sysprompt_bare_human,-0.481075,0.000000,0.000000,-0.515015,-0.445511,***,***
reading_probe,layers_6plus,1,23,1_phenomenology,23_sysprompt_bare_ai,-0.267644,0.000000,0.000000,-0.321956,-0.213631,***,***
reading_probe,layers_6plus,2,3,2_emotions,3_agency,-0.002896,0.912800,0.916769,-0.055901,0.050401,n.s.,n.s.
reading_probe,layers_6plus,2,4,2_emotions,4_intentions,-0.078931,0.004600,0.006072,-0.132171,-0.025963,**,**
reading_probe,layers_6plus,2,5,2_emotions,5_prediction,-0.009971,0.674600,0.698801,-0.056476,0.035854,n.s.,n.s.
reading_probe,layers_6plus,2,6,2_emotions,6_cognitive,-0.038083,0.143800,0.162832,-0.088344,0.012462,n.s.,n.s.
reading_probe,layers_6plus,2,7,2_emotions,7_social,-0.125488,0.000000,0.000000,-0.176373,-0.074658,***,***
reading_probe,layers_6plus,2,8,2_emotions,8_embodiment,0.116639,0.000000,0.000000,0.071517,0.163122,***,***
reading_probe,layers_6plus,2,9,2_emotions,9_roles,-0.018533,0.446600,0.475413,-0.066022,0.029663,n.s.,n.s.
reading_probe,layers_6plus,2,10,2_emotions,10_animacy,0.145992,0.000000,0.000000,0.100254,0.190842,***,***
reading_probe,layers_6plus,2,11,2_emotions,11_formality,0.024282,0.333800,0.362008,-0.025434,0.073745,n.s.,n.s.
reading_probe,layers_6plus,2,12,2_emotions,12_expertise,-0.017106,0.523600,0.552290,-0.068843,0.033945,n.s.,n.s.
reading_probe,layers_6plus,2,13,2_emotions,13_helpfulness,-0.042386,0.073200,0.087612,-0.088159,0.004470,n.s.,n.s.
reading_probe,layers_6plus,2,14,2_emotions,14_biological,0.161286,0.000000,0.000000,0.117697,0.204011,***,***
reading_probe,layers_6plus,2,15,2_emotions,15_shapes,0.248026,0.000000,0.000000,0.204074,0.291876,***,***
reading_probe,layers_6plus,2,16,2_emotions,16_human,0.028846,0.210000,0.234348,-0.016133,0.073058,n.s.,n.s.
reading_probe,layers_6plus,2,17,2_emotions,17_ai,0.078840,0.000000,0.000000,0.037806,0.119854,***,***
reading_probe,layers_6plus,2,18,2_emotions,18_attention,0.070588,0.004000,0.005310,0.025216,0.116001,**,**
reading_probe,layers_6plus,2,20,2_emotions,20_sysprompt_talkto_human,-0.372000,0.000000,0.000000,-0.411633,-0.330851,***,***
reading_probe,layers_6plus,2,21,2_emotions,21_sysprompt_talkto_ai,-0.193921,0.000000,0.000000,-0.239712,-0.147693,***,***
reading_probe,layers_6plus,2,22,2_emotions,22_sysprompt_bare_human,-0.367295,0.000000,0.000000,-0.406494,-0.326751,***,***
reading_probe,layers_6plus,2,23,2_emotions,23_sysprompt_bare_ai,-0.153864,0.000000,0.000000,-0.211473,-0.095815,***,***
reading_probe,layers_6plus,3,4,3_agency,4_intentions,-0.076035,0.005000,0.006562,-0.130217,-0.021759,**,**
reading_probe,layers_6plus,3,5,3_agency,5_prediction,-0.007075,0.752600,0.772669,-0.053074,0.041391,n.s.,n.s.
reading_probe,layers_6plus,3,6,3_agency,6_cognitive,-0.035187,0.178800,0.200499,-0.085883,0.017121,n.s.,n.s.
reading_probe,layers_6plus,3,7,3_agency,7_social,-0.122591,0.000000,0.000000,-0.172195,-0.071556,***,***
reading_probe,layers_6plus,3,8,3_agency,8_embodiment,0.119536,0.000000,0.000000,0.075112,0.165559,***,***
reading_probe,layers_6plus,3,9,3_agency,9_roles,-0.015636,0.522000,0.552290,-0.062180,0.032309,n.s.,n.s.
reading_probe,layers_6plus,3,10,3_agency,10_animacy,0.148889,0.000000,0.000000,0.104573,0.195327,***,***
reading_probe,layers_6plus,3,11,3_agency,11_formality,0.027179,0.285200,0.312233,-0.021105,0.077516,n.s.,n.s.
reading_probe,layers_6plus,3,12,3_agency,12_expertise,-0.014209,0.591800,0.621390,-0.066654,0.039056,n.s.,n.s.
reading_probe,layers_6plus,3,13,3_agency,13_helpfulness,-0.039489,0.095200,0.112200,-0.084843,0.006829,n.s.,n.s.
reading_probe,layers_6plus,3,14,3_agency,14_biological,0.164183,0.000000,0.000000,0.120868,0.209167,***,***
reading_probe,layers_6plus,3,15,3_agency,15_shapes,0.250923,0.000000,0.000000,0.207510,0.295989,***,***
reading_probe,layers_6plus,3,16,3_agency,16_human,0.031743,0.166400,0.187504,-0.012210,0.077991,n.s.,n.s.
reading_probe,layers_6plus,3,17,3_agency,17_ai,0.081737,0.000400,0.000560,0.040763,0.124767,***,***
reading_probe,layers_6plus,3,18,3_agency,18_attention,0.073484,0.001000,0.001375,0.028705,0.120214,**,**
reading_probe,layers_6plus,3,20,3_agency,20_sysprompt_talkto_human,-0.369104,0.000000,0.000000,-0.407980,-0.327396,***,***
reading_probe,layers_6plus,3,21,3_agency,21_sysprompt_talkto_ai,-0.191024,0.000000,0.000000,-0.236406,-0.143184,***,***
reading_probe,layers_6plus,3,22,3_agency,22_sysprompt_bare_human,-0.364399,0.000000,0.000000,-0.403349,-0.323306,***,***
reading_probe,layers_6plus,3,23,3_agency,23_sysprompt_bare_ai,-0.150967,0.000200,0.000283,-0.208497,-0.092615,***,***
reading_probe,layers_6plus,4,5,4_intentions,5_prediction,0.068960,0.003600,0.004807,0.023043,0.116191,**,**
reading_probe,layers_6plus,4,6,4_intentions,6_cognitive,0.040848,0.114000,0.133000,-0.009052,0.092570,n.s.,n.s.
reading_probe,layers_6plus,4,7,4_intentions,7_social,-0.046556,0.079000,0.094067,-0.096307,0.005170,n.s.,n.s.
reading_probe,layers_6plus,4,8,4_intentions,8_embodiment,0.195571,0.000000,0.000000,0.149258,0.242040,***,***
reading_probe,layers_6plus,4,9,4_intentions,9_roles,0.060399,0.010800,0.013937,0.012906,0.109216,*,*
reading_probe,layers_6plus,4,10,4_intentions,10_animacy,0.224924,0.000000,0.000000,0.177976,0.271498,***,***
reading_probe,layers_6plus,4,11,4_intentions,11_formality,0.103214,0.000000,0.000000,0.054042,0.153229,***,***
reading_probe,layers_6plus,4,12,4_intentions,12_expertise,0.061826,0.022200,0.027571,0.008538,0.113441,*,*
reading_probe,layers_6plus,4,13,4_intentions,13_helpfulness,0.036546,0.116000,0.134653,-0.009623,0.082682,n.s.,n.s.
reading_probe,layers_6plus,4,14,4_intentions,14_biological,0.240218,0.000000,0.000000,0.196871,0.285790,***,***
reading_probe,layers_6plus,4,15,4_intentions,15_shapes,0.326958,0.000000,0.000000,0.282743,0.371652,***,***
reading_probe,layers_6plus,4,16,4_intentions,16_human,0.107778,0.000000,0.000000,0.063811,0.152788,***,***
reading_probe,layers_6plus,4,17,4_intentions,17_ai,0.157772,0.000000,0.000000,0.115962,0.201003,***,***
reading_probe,layers_6plus,4,18,4_intentions,18_attention,0.149519,0.000000,0.000000,0.103413,0.195587,***,***
reading_probe,layers_6plus,4,20,4_intentions,20_sysprompt_talkto_human,-0.293069,0.000000,0.000000,-0.332880,-0.251738,***,***
reading_probe,layers_6plus,4,21,4_intentions,21_sysprompt_talkto_ai,-0.114989,0.000000,0.000000,-0.161309,-0.067351,***,***
reading_probe,layers_6plus,4,22,4_intentions,22_sysprompt_bare_human,-0.288364,0.000000,0.000000,-0.328385,-0.247451,***,***
reading_probe,layers_6plus,4,23,4_intentions,23_sysprompt_bare_ai,-0.074932,0.011800,0.015060,-0.132547,-0.017839,*,*
reading_probe,layers_6plus,5,6,5_prediction,6_cognitive,-0.028112,0.223200,0.247881,-0.072606,0.017626,n.s.,n.s.
reading_probe,layers_6plus,5,7,5_prediction,7_social,-0.115517,0.000000,0.000000,-0.159157,-0.069967,***,***
reading_probe,layers_6plus,5,8,5_prediction,8_embodiment,0.126611,0.000000,0.000000,0.088347,0.163941,***,***
reading_probe,layers_6plus,5,9,5_prediction,9_roles,-0.008562,0.682400,0.703725,-0.049261,0.031791,n.s.,n.s.
reading_probe,layers_6plus,5,10,5_prediction,10_animacy,0.155963,0.000000,0.000000,0.117451,0.194336,***,***
reading_probe,layers_6plus,5,11,5_prediction,11_formality,0.034253,0.120000,0.138140,-0.008958,0.076580,n.s.,n.s.
reading_probe,layers_6plus,5,12,5_prediction,12_expertise,-0.007135,0.777200,0.794395,-0.053933,0.037907,n.s.,n.s.
reading_probe,layers_6plus,5,13,5_prediction,13_helpfulness,-0.032415,0.100400,0.117728,-0.071041,0.006562,n.s.,n.s.
reading_probe,layers_6plus,5,14,5_prediction,14_biological,0.171258,0.000000,0.000000,0.135630,0.206798,***,***
reading_probe,layers_6plus,5,15,5_prediction,15_shapes,0.257997,0.000000,0.000000,0.221534,0.293641,***,***
reading_probe,layers_6plus,5,16,5_prediction,16_human,0.038817,0.044800,0.054467,0.001100,0.075830,*,n.s.
reading_probe,layers_6plus,5,17,5_prediction,17_ai,0.088811,0.000000,0.000000,0.055597,0.122354,***,***
reading_probe,layers_6plus,5,18,5_prediction,18_attention,0.080559,0.000000,0.000000,0.042861,0.118031,***,***
reading_probe,layers_6plus,5,20,5_prediction,20_sysprompt_talkto_human,-0.362029,0.000000,0.000000,-0.394277,-0.329642,***,***
reading_probe,layers_6plus,5,21,5_prediction,21_sysprompt_talkto_ai,-0.183950,0.000000,0.000000,-0.222710,-0.145136,***,***
reading_probe,layers_6plus,5,22,5_prediction,22_sysprompt_bare_human,-0.357324,0.000000,0.000000,-0.389107,-0.326209,***,***
reading_probe,layers_6plus,5,23,5_prediction,23_sysprompt_bare_ai,-0.143893,0.000000,0.000000,-0.195198,-0.092545,***,***
reading_probe,layers_6plus,6,7,6_cognitive,7_social,-0.087405,0.000800,0.001107,-0.136149,-0.038458,***,**
reading_probe,layers_6plus,6,8,6_cognitive,8_embodiment,0.154723,0.000000,0.000000,0.110952,0.196794,***,***
reading_probe,layers_6plus,6,9,6_cognitive,9_roles,0.019551,0.397000,0.426544,-0.027251,0.064465,n.s.,n.s.
reading_probe,layers_6plus,6,10,6_cognitive,10_animacy,0.184075,0.000000,0.000000,0.139453,0.227642,***,***
reading_probe,layers_6plus,6,11,6_cognitive,11_formality,0.062365,0.010000,0.012978,0.014474,0.109066,*,*
reading_probe,layers_6plus,6,12,6_cognitive,12_expertise,0.020977,0.412600,0.441253,-0.029550,0.070437,n.s.,n.s.
reading_probe,layers_6plus,6,13,6_cognitive,13_helpfulness,-0.004303,0.859000,0.870303,-0.049461,0.039261,n.s.,n.s.
reading_probe,layers_6plus,6,14,6_cognitive,14_biological,0.199370,0.000000,0.000000,0.156729,0.240582,***,***
reading_probe,layers_6plus,6,15,6_cognitive,15_shapes,0.286109,0.000000,0.000000,0.243484,0.327089,***,***
reading_probe,layers_6plus,6,16,6_cognitive,16_human,0.066929,0.003000,0.004029,0.023747,0.108840,**,**
reading_probe,layers_6plus,6,17,6_cognitive,17_ai,0.116923,0.000000,0.000000,0.077414,0.156118,***,***
reading_probe,layers_6plus,6,18,6_cognitive,18_attention,0.108671,0.000000,0.000000,0.065401,0.151403,***,***
reading_probe,layers_6plus,6,20,6_cognitive,20_sysprompt_talkto_human,-0.333917,0.000000,0.000000,-0.372474,-0.295854,***,***
reading_probe,layers_6plus,6,21,6_cognitive,21_sysprompt_talkto_ai,-0.155838,0.000000,0.000000,-0.201227,-0.112238,***,***
reading_probe,layers_6plus,6,22,6_cognitive,22_sysprompt_bare_human,-0.329212,0.000000,0.000000,-0.367551,-0.292028,***,***
reading_probe,layers_6plus,6,23,6_cognitive,23_sysprompt_bare_ai,-0.115781,0.000000,0.000000,-0.171702,-0.060167,***,***
reading_probe,layers_6plus,7,8,7_social,8_embodiment,0.242127,0.000000,0.000000,0.199450,0.283736,***,***
reading_probe,layers_6plus,7,9,7_social,9_roles,0.106955,0.000000,0.000000,0.060275,0.151883,***,***
reading_probe,layers_6plus,7,10,7_social,10_animacy,0.271480,0.000000,0.000000,0.227553,0.314056,***,***
reading_probe,layers_6plus,7,11,7_social,11_formality,0.149770,0.000000,0.000000,0.100982,0.196805,***,***
reading_probe,layers_6plus,7,12,7_social,12_expertise,0.108382,0.000000,0.000000,0.057711,0.156545,***,***
reading_probe,layers_6plus,7,13,7_social,13_helpfulness,0.083102,0.000200,0.000283,0.038657,0.125498,***,***
reading_probe,layers_6plus,7,14,7_social,14_biological,0.286774,0.000000,0.000000,0.244419,0.326401,***,***
reading_probe,layers_6plus,7,15,7_social,15_shapes,0.373514,0.000000,0.000000,0.331365,0.413547,***,***
reading_probe,layers_6plus,7,16,7_social,16_human,0.154334,0.000000,0.000000,0.111487,0.195511,***,***
reading_probe,layers_6plus,7,17,7_social,17_ai,0.204328,0.000000,0.000000,0.164949,0.242213,***,***
reading_probe,layers_6plus,7,18,7_social,18_attention,0.196075,0.000000,0.000000,0.151625,0.238666,***,***
reading_probe,layers_6plus,7,20,7_social,20_sysprompt_talkto_human,-0.246512,0.000000,0.000000,-0.285269,-0.209753,***,***
reading_probe,layers_6plus,7,21,7_social,21_sysprompt_talkto_ai,-0.068433,0.002000,0.002734,-0.114463,-0.024587,**,**
reading_probe,layers_6plus,7,22,7_social,22_sysprompt_bare_human,-0.241808,0.000000,0.000000,-0.280129,-0.205882,***,***
reading_probe,layers_6plus,7,23,7_social,23_sysprompt_bare_ai,-0.028376,0.318800,0.347372,-0.084458,0.027582,n.s.,n.s.
reading_probe,layers_6plus,8,9,8_embodiment,9_roles,-0.135172,0.000000,0.000000,-0.173609,-0.096834,***,***
reading_probe,layers_6plus,8,10,8_embodiment,10_animacy,0.029353,0.120200,0.138140,-0.007924,0.066843,n.s.,n.s.
reading_probe,layers_6plus,8,11,8_embodiment,11_formality,-0.092357,0.000000,0.000000,-0.133351,-0.051836,***,***
reading_probe,layers_6plus,8,12,8_embodiment,12_expertise,-0.133745,0.000000,0.000000,-0.177989,-0.090036,***,***
reading_probe,layers_6plus,8,13,8_embodiment,13_helpfulness,-0.159025,0.000000,0.000000,-0.194832,-0.121297,***,***
reading_probe,layers_6plus,8,14,8_embodiment,14_biological,0.044647,0.008000,0.010441,0.010419,0.079349,**,*
reading_probe,layers_6plus,8,15,8_embodiment,15_shapes,0.131387,0.000000,0.000000,0.097361,0.165540,***,***
reading_probe,layers_6plus,8,16,8_embodiment,16_human,-0.087793,0.000000,0.000000,-0.123444,-0.052532,***,***
reading_probe,layers_6plus,8,17,8_embodiment,17_ai,-0.037799,0.016800,0.021207,-0.068436,-0.006447,*,*
reading_probe,layers_6plus,8,18,8_embodiment,18_attention,-0.046052,0.011600,0.014887,-0.082200,-0.010438,*,*
reading_probe,layers_6plus,8,20,8_embodiment,20_sysprompt_talkto_human,-0.488640,0.000000,0.000000,-0.517119,-0.457872,***,***
reading_probe,layers_6plus,8,21,8_embodiment,21_sysprompt_talkto_ai,-0.310560,0.000000,0.000000,-0.348323,-0.272717,***,***
reading_probe,layers_6plus,8,22,8_embodiment,22_sysprompt_bare_human,-0.483935,0.000000,0.000000,-0.512361,-0.454699,***,***
reading_probe,layers_6plus,8,23,8_embodiment,23_sysprompt_bare_ai,-0.270503,0.000000,0.000000,-0.322082,-0.220341,***,***
reading_probe,layers_6plus,9,10,9_roles,10_animacy,0.164525,0.000000,0.000000,0.124043,0.203634,***,***
reading_probe,layers_6plus,9,11,9_roles,11_formality,0.042815,0.059600,0.071706,-0.001517,0.085966,n.s.,n.s.
reading_probe,layers_6plus,9,12,9_roles,12_expertise,0.001427,0.947200,0.947200,-0.045579,0.047137,n.s.,n.s.
reading_probe,layers_6plus,9,13,9_roles,13_helpfulness,-0.023853,0.229000,0.253105,-0.062885,0.015014,n.s.,n.s.
reading_probe,layers_6plus,9,14,9_roles,14_biological,0.179819,0.000000,0.000000,0.143411,0.216487,***,***
reading_probe,layers_6plus,9,15,9_roles,15_shapes,0.266559,0.000000,0.000000,0.229810,0.302780,***,***
reading_probe,layers_6plus,9,16,9_roles,16_human,0.047379,0.015200,0.019292,0.009163,0.085430,*,*
reading_probe,layers_6plus,9,17,9_roles,17_ai,0.097373,0.000000,0.000000,0.062936,0.131321,***,***
reading_probe,layers_6plus,9,18,9_roles,18_attention,0.089120,0.000000,0.000000,0.050492,0.128193,***,***
reading_probe,layers_6plus,9,20,9_roles,20_sysprompt_talkto_human,-0.353468,0.000000,0.000000,-0.386145,-0.320615,***,***
reading_probe,layers_6plus,9,21,9_roles,21_sysprompt_talkto_ai,-0.175388,0.000000,0.000000,-0.215281,-0.134822,***,***
reading_probe,layers_6plus,9,22,9_roles,22_sysprompt_bare_human,-0.348763,0.000000,0.000000,-0.380900,-0.316504,***,***
reading_probe,layers_6plus,9,23,9_roles,23_sysprompt_bare_ai,-0.135331,0.000000,0.000000,-0.188158,-0.083566,***,***
reading_probe,layers_6plus,10,11,10_animacy,11_formality,-0.121710,0.000000,0.000000,-0.164129,-0.080131,***,***
reading_probe,layers_6plus,10,12,10_animacy,12_expertise,-0.163098,0.000000,0.000000,-0.208058,-0.119013,***,***
reading_probe,layers_6plus,10,13,10_animacy,13_helpfulness,-0.188378,0.000000,0.000000,-0.226230,-0.150303,***,***
reading_probe,layers_6plus,10,14,10_animacy,14_biological,0.015294,0.389000,0.419902,-0.019636,0.051091,n.s.,n.s.
reading_probe,layers_6plus,10,15,10_animacy,15_shapes,0.102034,0.000000,0.000000,0.066383,0.136902,***,***
reading_probe,layers_6plus,10,16,10_animacy,16_human,-0.117146,0.000000,0.000000,-0.153615,-0.080554,***,***
reading_probe,layers_6plus,10,17,10_animacy,17_ai,-0.067152,0.000200,0.000283,-0.099163,-0.034617,***,***
reading_probe,layers_6plus,10,18,10_animacy,18_attention,-0.075405,0.000000,0.000000,-0.112199,-0.038476,***,***
reading_probe,layers_6plus,10,20,10_animacy,20_sysprompt_talkto_human,-0.517992,0.000000,0.000000,-0.549070,-0.486968,***,***
reading_probe,layers_6plus,10,21,10_animacy,21_sysprompt_talkto_ai,-0.339913,0.000000,0.000000,-0.378475,-0.301312,***,***
reading_probe,layers_6plus,10,22,10_animacy,22_sysprompt_bare_human,-0.513288,0.000000,0.000000,-0.543003,-0.482831,***,***
reading_probe,layers_6plus,10,23,10_animacy,23_sysprompt_bare_ai,-0.299856,0.000000,0.000000,-0.350921,-0.248011,***,***
reading_probe,layers_6plus,11,12,11_formality,12_expertise,-0.041388,0.093600,0.110880,-0.090761,0.006414,n.s.,n.s.
reading_probe,layers_6plus,11,13,11_formality,13_helpfulness,-0.066668,0.002400,0.003261,-0.109413,-0.024613,**,**
reading_probe,layers_6plus,11,14,11_formality,14_biological,0.137004,0.000000,0.000000,0.097567,0.176076,***,***
reading_probe,layers_6plus,11,15,11_formality,15_shapes,0.223744,0.000000,0.000000,0.183858,0.262429,***,***
reading_probe,layers_6plus,11,16,11_formality,16_human,0.004564,0.812600,0.826919,-0.036258,0.045227,n.s.,n.s.
reading_probe,layers_6plus,11,17,11_formality,17_ai,0.054558,0.002800,0.003782,0.017962,0.091200,**,**
reading_probe,layers_6plus,11,18,11_formality,18_attention,0.046305,0.027000,0.033353,0.005045,0.086945,*,*
reading_probe,layers_6plus,11,20,11_formality,20_sysprompt_talkto_human,-0.396282,0.000000,0.000000,-0.432184,-0.359817,***,***
reading_probe,layers_6plus,11,21,11_formality,21_sysprompt_talkto_ai,-0.218203,0.000000,0.000000,-0.260532,-0.175206,***,***
reading_probe,layers_6plus,11,22,11_formality,22_sysprompt_bare_human,-0.391578,0.000000,0.000000,-0.426511,-0.356571,***,***
reading_probe,layers_6plus,11,23,11_formality,23_sysprompt_bare_ai,-0.178146,0.000000,0.000000,-0.234234,-0.123415,***,***
reading_probe,layers_6plus,12,13,12_expertise,13_helpfulness,-0.025280,0.267800,0.294580,-0.069330,0.020552,n.s.,n.s.
reading_probe,layers_6plus,12,14,12_expertise,14_biological,0.178392,0.000000,0.000000,0.136321,0.221607,***,***
reading_probe,layers_6plus,12,15,12_expertise,15_shapes,0.265132,0.000000,0.000000,0.223685,0.307898,***,***
reading_probe,layers_6plus,12,16,12_expertise,16_human,0.045952,0.036000,0.044234,0.002941,0.089783,*,*
reading_probe,layers_6plus,12,17,12_expertise,17_ai,0.095946,0.000000,0.000000,0.056963,0.136625,***,***
reading_probe,layers_6plus,12,18,12_expertise,18_attention,0.087693,0.000200,0.000283,0.043875,0.132889,***,***
reading_probe,layers_6plus,12,20,12_expertise,20_sysprompt_talkto_human,-0.354894,0.000000,0.000000,-0.393223,-0.315040,***,***
reading_probe,layers_6plus,12,21,12_expertise,21_sysprompt_talkto_ai,-0.176815,0.000000,0.000000,-0.221949,-0.130507,***,***
reading_probe,layers_6plus,12,22,12_expertise,22_sysprompt_bare_human,-0.350190,0.000000,0.000000,-0.387207,-0.310579,***,***
reading_probe,layers_6plus,12,23,12_expertise,23_sysprompt_bare_ai,-0.136758,0.000000,0.000000,-0.193558,-0.079657,***,***
reading_probe,layers_6plus,13,14,13_helpfulness,14_biological,0.203672,0.000000,0.000000,0.168356,0.239070,***,***
reading_probe,layers_6plus,13,15,13_helpfulness,15_shapes,0.290412,0.000000,0.000000,0.254347,0.325418,***,***
reading_probe,layers_6plus,13,16,13_helpfulness,16_human,0.071232,0.000400,0.000560,0.034986,0.107352,***,***
reading_probe,layers_6plus,13,17,13_helpfulness,17_ai,0.121226,0.000000,0.000000,0.089198,0.153812,***,***
reading_probe,layers_6plus,13,18,13_helpfulness,18_attention,0.112973,0.000000,0.000000,0.076156,0.149875,***,***
reading_probe,layers_6plus,13,20,13_helpfulness,20_sysprompt_talkto_human,-0.329614,0.000000,0.000000,-0.360356,-0.298244,***,***
reading_probe,layers_6plus,13,21,13_helpfulness,21_sysprompt_talkto_ai,-0.151535,0.000000,0.000000,-0.189571,-0.113116,***,***
reading_probe,layers_6plus,13,22,13_helpfulness,22_sysprompt_bare_human,-0.324910,0.000000,0.000000,-0.355022,-0.294692,***,***
reading_probe,layers_6plus,13,23,13_helpfulness,23_sysprompt_bare_ai,-0.111478,0.000000,0.000000,-0.163201,-0.060960,***,***
reading_probe,layers_6plus,14,15,14_biological,15_shapes,0.086740,0.000000,0.000000,0.054079,0.118636,***,***
reading_probe,layers_6plus,14,16,14_biological,16_human,-0.132440,0.000000,0.000000,-0.165912,-0.098301,***,***
reading_probe,layers_6plus,14,17,14_biological,17_ai,-0.082446,0.000000,0.000000,-0.111622,-0.053145,***,***
reading_probe,layers_6plus,14,18,14_biological,18_attention,-0.090699,0.000000,0.000000,-0.125554,-0.056300,***,***
reading_probe,layers_6plus,14,20,14_biological,20_sysprompt_talkto_human,-0.533287,0.000000,0.000000,-0.560662,-0.504670,***,***
reading_probe,layers_6plus,14,21,14_biological,21_sysprompt_talkto_ai,-0.355207,0.000000,0.000000,-0.391404,-0.318660,***,***
reading_probe,layers_6plus,14,22,14_biological,22_sysprompt_bare_human,-0.528582,0.000000,0.000000,-0.555313,-0.501368,***,***
reading_probe,layers_6plus,14,23,14_biological,23_sysprompt_bare_ai,-0.315150,0.000000,0.000000,-0.363801,-0.265772,***,***
reading_probe,layers_6plus,15,16,15_shapes,16_human,-0.219180,0.000000,0.000000,-0.252237,-0.186111,***,***
reading_probe,layers_6plus,15,17,15_shapes,17_ai,-0.169186,0.000000,0.000000,-0.197944,-0.139464,***,***
reading_probe,layers_6plus,15,18,15_shapes,18_attention,-0.177439,0.000000,0.000000,-0.211094,-0.142601,***,***
reading_probe,layers_6plus,15,20,15_shapes,20_sysprompt_talkto_human,-0.620026,0.000000,0.000000,-0.646569,-0.591229,***,***
reading_probe,layers_6plus,15,21,15_shapes,21_sysprompt_talkto_ai,-0.441947,0.000000,0.000000,-0.477256,-0.405735,***,***
reading_probe,layers_6plus,15,22,15_shapes,22_sysprompt_bare_human,-0.615322,0.000000,0.000000,-0.641553,-0.587703,***,***
