probe_type,layer_range,dim_a,dim_b,name_a,name_b,diff,p_value,p_adjusted,ci_lo,ci_hi,sig_raw,sig_fdr
reading_probe,layers_6plus,15,23,15_shapes,23_sysprompt_bare_ai,-0.401890,0.000000,0.000000,-0.451787,-0.353801,***,***
reading_probe,layers_6plus,16,17,16_human,17_ai,0.049994,0.000800,0.001107,0.019871,0.080512,***,**
reading_probe,layers_6plus,16,18,16_human,18_attention,0.041741,0.019800,0.024723,0.006322,0.076843,*,*
reading_probe,layers_6plus,16,20,16_human,20_sysprompt_talkto_human,-0.400846,0.000000,0.000000,-0.429713,-0.371545,***,***
reading_probe,layers_6plus,16,21,16_human,21_sysprompt_talkto_ai,-0.222767,0.000000,0.000000,-0.259278,-0.185490,***,***
reading_probe,layers_6plus,16,22,16_human,22_sysprompt_bare_human,-0.396142,0.000000,0.000000,-0.424327,-0.367504,***,***
reading_probe,layers_6plus,16,23,16_human,23_sysprompt_bare_ai,-0.182710,0.000000,0.000000,-0.233686,-0.132636,***,***
reading_probe,layers_6plus,17,18,17_ai,18_attention,-0.008253,0.607400,0.634884,-0.039896,0.022790,n.s.,n.s.
reading_probe,layers_6plus,17,20,17_ai,20_sysprompt_talkto_human,-0.450840,0.000000,0.000000,-0.474592,-0.426718,***,***
reading_probe,layers_6plus,17,21,17_ai,21_sysprompt_talkto_ai,-0.272761,0.000000,0.000000,-0.305780,-0.239866,***,***
reading_probe,layers_6plus,17,22,17_ai,22_sysprompt_bare_human,-0.446136,0.000000,0.000000,-0.469120,-0.423420,***,***
reading_probe,layers_6plus,17,23,17_ai,23_sysprompt_bare_ai,-0.232704,0.000000,0.000000,-0.280975,-0.186173,***,***
reading_probe,layers_6plus,18,20,18_attention,20_sysprompt_talkto_human,-0.442588,0.000000,0.000000,-0.472922,-0.411573,***,***
reading_probe,layers_6plus,18,21,18_attention,21_sysprompt_talkto_ai,-0.264508,0.000000,0.000000,-0.302338,-0.226782,***,***
reading_probe,layers_6plus,18,22,18_attention,22_sysprompt_bare_human,-0.437883,0.000000,0.000000,-0.466438,-0.408067,***,***
reading_probe,layers_6plus,18,23,18_attention,23_sysprompt_bare_ai,-0.224451,0.000000,0.000000,-0.275936,-0.173858,***,***
reading_probe,layers_6plus,20,21,20_sysprompt_talkto_human,21_sysprompt_talkto_ai,0.178079,0.000000,0.000000,0.145593,0.210163,***,***
reading_probe,layers_6plus,20,22,20_sysprompt_talkto_human,22_sysprompt_bare_human,0.004705,0.648000,0.674270,-0.016973,0.025249,n.s.,n.s.
reading_probe,layers_6plus,20,23,20_sysprompt_talkto_human,23_sysprompt_bare_ai,0.218136,0.000000,0.000000,0.171593,0.264026,***,***
reading_probe,layers_6plus,21,22,21_sysprompt_talkto_ai,22_sysprompt_bare_human,-0.173374,0.000000,0.000000,-0.204142,-0.142435,***,***
reading_probe,layers_6plus,21,23,21_sysprompt_talkto_ai,23_sysprompt_bare_ai,0.040057,0.132800,0.151117,-0.012909,0.091443,n.s.,n.s.
reading_probe,layers_6plus,22,23,22_sysprompt_bare_human,23_sysprompt_bare_ai,0.213432,0.000000,0.000000,0.166880,0.258360,***,***
