Subject,bot,hum
s001,0.0018261836203012675,0.0015257383666267862
s002,0.0013683295883386627,0.0019391547221606212
s003,0.001690241802444694,0.0010513298216455866
s004,0.0007302688663130194,0.0027008533153923876
s005,0.0001098901098901099,0.0022447369702199706
s006,0.0016784635047925852,0.0013476715565228546
s007,0.0011251337207621361,0.0012050787060046877
s008,0.0002393753200204813,0.0012784071196334406
s009,0.0010311733001531936,0.0015686291956760634
s010,0.0008204290711786963,0.0013352250163807223
s011,0.0005464443842052951,0.0024842411650967764
s012,0.000914637854226365,0.0016899289609693627
s013,0.000519351672923939,0.0012032531983675473
s014,0.000893267455902721,0.0023756379497777034
s015,0.0017938109069696145,0.0008231987511173219
s016,0.00048770816812053925,0.0010886037427248422
s017,0.0012425135172529989,0.0020890845202733805
s018,0.001098085390580162,0.0013922914465014306
s019,0.0008566383612992521,0.0019716390561361854
s020,0.0006742874628431544,0.0016906789179184103
s021,0.00039529914529914527,0.002435334516489124
s022,0.000572427671593842,0.0014033817513507347
s023,0.0015322033770224497,0.0011629504984986712
s024,0.001280020579865316,0.0018778783016331721
s025,0.00026388888888888886,0.0012411475063474444
s026,0.0003204819277108434,0.0009518085679831507
s027,0.0010102436859813265,0.002490022831737544
s028,0.0015683126889776532,0.001676917871487317
s029,0.0012198224020781947,0.001984579652070732
s030,0.00048124098124098123,0.0021205440855811522
s031,0.0009561150216928768,0.002246916747998772
s032,0.0006210450363609341,0.0014543706314382656
s033,0.0008112633071538167,0.0021635923739852406
s034,0.0003427758933391265,0.0013819926481767884
s035,0.0013659651104936269,0.0013032045709530497
s036,0.0005007849293563579,0.0019313748890982222
s037,0.0008503575017818527,0.0019413235266695973
s038,0.001148768752680364,0.0019557371212408155
s039,0.001361497569557905,0.0016771255122095458
s040,0.0006795137524651182,0.0030057071563244215
s041,0.0014977578147683675,0.0015509407282332374
s042,0.0006958487134221367,0.001514053904586514
s043,0.0017880691910084443,0.0012792546989731865
s044,0.0002661064425770308,0.002398516605764919
s045,0.0016553970851560843,0.0016895861830556259
s046,0.0005690131124913734,0.001900908767472502
s047,0.0013851677160134873,0.001700783827217603
s048,0.0006420483399564614,0.002454843647504366
s049,0.0007031322882148568,0.0019844084606789416
s050,0.001463258250409953,0.0009254798096392944
