Subject,bot,hum
s001,0.69207,0.6703846153846154
s002,0.6832,0.68694
s003,0.7044400000000001,0.6907800000000001
s004,0.68584,0.6944899999999999
s005,0.69844,0.69882
s006,0.70587,0.6745699999999999
s007,0.68188,0.6924399999999999
s008,0.69105,0.6875
s009,0.67955,0.68973
s010,0.69066,0.6767400000000001
s011,0.69428,0.6966100000000001
s012,0.68797,0.6867700000000001
s013,0.69364,0.6862
s014,0.68594,0.6887399999999999
s015,0.6792,0.6966500000000001
s016,0.6987300000000001,0.6776300000000001
s017,0.6892699999999999,0.6874800000000001
s018,0.6637000000000001,0.7115900000000001
s019,0.6811799999999999,0.698
s020,0.6864,0.70293
s021,0.7037399999999999,0.67219
s022,0.6814100000000001,0.66863
s023,0.6954300000000001,0.70044
s024,0.6892,0.70985
s025,0.66961,0.70479
s026,0.6795,0.71419
s027,0.69232,0.69065
s028,0.6842,0.6902200000000001
s029,0.6903100000000001,0.67774
s030,0.66976,0.69286
s031,0.6965,0.6875
s032,0.6776000000000001,0.6865399999999999
s033,0.69938,0.67072
s034,0.67285,0.69282
s035,0.66926,0.71308
s036,0.6920000000000001,0.69465
s037,0.70418,0.6648000000000001
s038,0.68746,0.6831
s039,0.69691,0.6684399999999999
s040,0.7169599999999999,0.69723
s041,0.69717,0.6961799999999999
s042,0.7042499999999999,0.68872
s043,0.69134,0.6759000000000001
s044,0.68318,0.6907899999999999
s045,0.6823999999999999,0.71123
s046,0.66714,0.6965699999999999
s047,0.6890999999999999,0.7168800000000001
s048,0.68003,0.68695
s049,0.68246,0.695
s050,0.68038,0.68231
