probe_type,dim_a_id,dim_a_name,dim_a_category,dim_b_id,dim_b_name,dim_b_category,mean_diff,ci95_lo,ci95_hi,p_greater,p_less,p_two_sided,p_fdr,significant_fdr,stars
metacognitive,1,Phenomenology,Mental,2,Emotions,Mental,-5.105020814966695e-06,-1.2828549616230858e-05,2.635384077533532e-06,0.903,0.097,0.194,0.24759116022099448,False,n.s.
metacognitive,1,Phenomenology,Mental,3,Agency,Mental,-4.786148959677448e-06,-1.3111400728058657e-05,4.148629296655653e-06,0.852,0.148,0.296,0.36177777777777775,False,n.s.
metacognitive,1,Phenomenology,Mental,4,Intentions,Mental,6.686996000581144e-06,-1.8205687639671325e-06,1.5663142975826944e-05,0.056,0.944,0.112,0.15492215568862275,False,n.s.
metacognitive,1,Phenomenology,Mental,5,Prediction,Mental,-9.835276828041264e-06,-2.1405234303270825e-05,2.87127516897554e-07,0.968,0.032,0.064,0.09416560509554141,False,n.s.
metacognitive,1,Phenomenology,Mental,6,Cognitive,Mental,4.56130320848768e-06,-3.255778867300004e-06,1.2768885928069097e-05,0.139,0.861,0.278,0.34525806451612906,False,n.s.
metacognitive,1,Phenomenology,Mental,7,Social,Mental,-1.2328744101288612e-07,-8.400357705752863e-06,8.879084036990807e-06,0.517,0.483,0.966,0.9744366812227073,False,n.s.
metacognitive,1,Phenomenology,Mental,8,Embodiment,Physical,-7.968996517318867e-06,-1.542115214069653e-05,-1.130859319887405e-06,0.994,0.006,0.012,0.020233576642335768,True,*
metacognitive,1,Phenomenology,Mental,9,Roles,Physical,1.851310846976088e-05,9.393482454733093e-06,2.7148078155443192e-05,0.0,1.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,10,Animacy,Physical,1.377561912304348e-06,-6.211462341531428e-06,1.0251115330173506e-05,0.383,0.617,0.766,0.807972602739726,False,n.s.
metacognitive,1,Phenomenology,Mental,11,Formality,Pragmatic,2.0241522010955978e-05,1.1519858954716979e-05,2.8623645272033286e-05,0.0,1.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,12,Expertise,Pragmatic,1.4192577432114196e-05,6.726021891199861e-06,2.199308134213041e-05,0.0,1.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,13,Helpfulness,Pragmatic,2.1347138052649767e-05,1.4306148245383852e-05,2.8119123244437154e-05,0.0,1.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,14,Biological,Control,-5.102617288609199e-06,-1.2727801248396684e-05,2.7795071013728055e-06,0.899,0.101,0.202,0.25498360655737706,False,n.s.
metacognitive,1,Phenomenology,Mental,15,Shapes,Control,-7.85590791649926e-06,-1.443692258188802e-05,-8.595722081053426e-07,0.987,0.013,0.026,0.04113698630136986,True,*
metacognitive,1,Phenomenology,Mental,16,Human (concept),Entity,5.930035656696529e-06,-3.0354155345168138e-06,1.4604974108861222e-05,0.098,0.902,0.196,0.2487692307692308,False,n.s.
metacognitive,1,Phenomenology,Mental,17,AI (concept),Entity,1.722395384093587e-05,8.893632940252518e-06,2.5073116606835687e-05,0.0,1.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,18,Attention,Mental,5.316284410496974e-06,-1.3092989336545686e-06,1.202981969644884e-05,0.073,0.927,0.146,0.1949479768786127,False,n.s.
metacognitive,1,Phenomenology,Mental,20,SysPrompt (talkto human),SysPrompt,-4.634367843156985e-05,-5.185151110705425e-05,-4.0730693601926346e-05,1.0,0.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,21,SysPrompt (talkto AI),SysPrompt,-5.1865906152346266e-05,-6.098900851146496e-05,-4.1744984820750576e-05,1.0,0.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,22,SysPrompt (bare human),SysPrompt,-5.08970361325864e-07,-6.139200114175193e-06,4.913790382786098e-06,0.571,0.429,0.858,0.8927837837837839,False,n.s.
metacognitive,1,Phenomenology,Mental,23,SysPrompt (bare AI),SysPrompt,-1.3807092203113485e-05,-2.2223853780195184e-05,-4.80420366308072e-06,1.0,0.0,0.0,0.0,True,***
metacognitive,2,Emotions,Mental,3,Agency,Mental,3.1887185528924783e-07,-8.726116062245248e-06,1.0086725200265077e-05,0.468,0.532,0.936,0.9524933920704847,False,n.s.
metacognitive,2,Emotions,Mental,4,Intentions,Mental,1.1792016815547837e-05,4.0726293091022116e-06,2.1095259473846967e-05,0.0,1.0,0.0,0.0,True,***
metacognitive,2,Emotions,Mental,5,Prediction,Mental,-4.730256013074569e-06,-1.613374000500941e-05,5.51122362505581e-06,0.786,0.214,0.428,0.5018680203045685,False,n.s.
metacognitive,2,Emotions,Mental,6,Cognitive,Mental,9.666324023454373e-06,1.2578585551559457e-06,1.8716646564145944e-05,0.013,0.987,0.026,0.04113698630136986,True,*
metacognitive,2,Emotions,Mental,7,Social,Mental,4.981733373953807e-06,-4.245548752178397e-06,1.4986173404128132e-05,0.153,0.847,0.306,0.3720315789473684,False,n.s.
metacognitive,2,Emotions,Mental,8,Embodiment,Physical,-2.863975702352173e-06,-1.0838218448471579e-05,5.091687720434027e-06,0.741,0.259,0.518,0.5752788461538462,False,n.s.
metacognitive,2,Emotions,Mental,9,Roles,Physical,2.3618129284727577e-05,1.5731734562158542e-05,3.215383358869837e-05,0.0,1.0,0.0,0.0,True,***
metacognitive,2,Emotions,Mental,10,Animacy,Physical,6.482582727271043e-06,-8.421494035082719e-07,1.5049077808483231e-05,0.048,0.952,0.096,0.1368888888888889,False,n.s.
metacognitive,2,Emotions,Mental,11,Formality,Pragmatic,2.5346542825922674e-05,1.7835878532859706e-05,3.378602182453133e-05,0.0,1.0,0.0,0.0,True,***
