Subject,bot,hum
s001,0.67814,0.7112999999999999
s002,0.6659900000000001,0.68934
s003,0.69553,0.68973
s004,0.69389,0.68345
s005,0.6857099999999999,0.6946800000000001
s006,0.7140099999999999,0.69428
s007,0.69054,0.67779
s008,0.69572,0.6763899999999999
s009,0.68268,0.7065600000000001
s010,0.6946800000000001,0.69726
s011,0.68769,0.6895699999999999
s012,0.69254,0.68518
s013,0.6945699999999999,0.69097
s014,0.67203,0.69257
s015,0.69447,0.68196
s016,0.70136,0.6874899999999999
s017,0.6977899999999999,0.70904
s018,0.6920000000000001,0.70403
s019,0.68994,0.69217
s020,0.6870999999999999,0.69309
s021,0.68612,0.66175
s022,0.71152,0.6718500000000001
s023,0.66571,0.70902
s024,0.67661,0.69328
s025,0.68661,0.70858
s026,0.67676,0.69774
s027,0.6942900000000001,0.68451
s028,0.69099,0.69726
s029,0.68625,0.6857099999999999
s030,0.68258,0.70253
s031,0.6893,0.68961
s032,0.6920099999999999,0.69904
s033,0.70044,0.69439
s034,0.66947,0.70162
s035,0.66357,0.7070099999999999
s036,0.7051900000000001,0.6838299999999999
s037,0.71567,0.6592199999999999
s038,0.6960999999999999,0.6850700000000001
s039,0.69054,0.67816
s040,0.70446,0.66667
s041,0.7004,0.6907300000000001
s042,0.7011,0.68746
s043,0.67861,0.69486
s044,0.6941200000000001,0.71173
s045,0.6838200000000001,0.69711
s046,0.6914100000000001,0.6988
s047,0.67845,0.70477
s048,0.6949,0.6879900000000001
s049,0.6913800000000001,0.7142000000000001
s050,0.69399,0.69876
