Subject,bot_nonsocial,bot_social,hum_nonsocial,hum_social
s001,0.013199300676924645,0.01072360280321059,0.023707036399057427,0.023243096448294122
s002,0.011823920788448003,0.007930350967813148,0.022332713149034858,0.022657650466667612
s003,0.0183735877760893,0.010378641648088547,0.025564272172331818,0.018754087236078017
s004,0.01461211582017721,0.013627596583293695,0.02018955799878166,0.028194162436420964
s005,0.019455179733092465,0.018815248043884736,0.019649055121120147,0.01978272400550722
s006,0.011080722457425403,0.014532792047673548,0.024425457977973818,0.015741992090328165
s007,0.014584717526707926,0.00917382271435762,0.02046985933506644,0.02252285075276832
s008,0.012674538290888361,0.012392331762554155,0.024535611823608555,0.016372195268993684
s009,0.0177296696064977,0.01307629594019806,0.01802055451661297,0.023612126169222432
s010,0.023308194429368066,0.010277046199310332,0.03651906435451685,0.03013109007991328
s011,0.012516188706441072,0.012901212096157308,0.01605596402956158,0.01770528840272313
s012,0.010417682212000415,0.01927394994906375,0.018243373053874034,0.01768323462526766
s013,0.013414640996727685,0.013838379913521754,0.020042198295952253,0.014328924341366478
s014,0.010771673065462405,0.013596416281314798,0.017949868125765194,0.025554061809464526
s015,0.011418865029461196,0.014344534811390983,0.01621049104922114,0.02236856822892533
s016,0.009720412758827153,0.01812010499754507,0.029637611204173523,0.019041670159983527
s017,0.014467255574128188,0.02142580443044118,0.018367289413111217,0.0216641061810992
s018,0.01553032492019768,0.01614472501810427,0.01896595673028895,0.023362305727628138
s019,0.01305041246580354,0.01577149165082572,0.017411510007937545,0.029190239577316823
s020,0.013654974993150376,0.01085617410645963,0.021133485988671475,0.018059038572576225
s021,0.009779257898263873,0.016220642474206334,0.021717516144939282,0.014412121258194523
s022,0.01660684550324265,0.015020909711474245,0.027185914444122408,0.025485014644073295
s023,0.015512062446996384,0.011756385972505959,0.015791296802624925,0.02201818286058224
s024,0.01939666065760449,0.011312858828862895,0.02483496161632229,0.016910811618923043
s025,0.021626756229811875,0.023390577771774283,0.02026204293955553,0.0200266296519549
s026,0.014393747431592475,0.012878644575066758,0.020122280976888573,0.01588243380096656
s027,0.011959142642953726,0.010767593095794024,0.030139164260442452,0.025870917686876042
s028,0.009761252711434647,0.02142808817841111,0.02130050777005277,0.018861399779419946
s029,0.012890343831914881,0.02093333348823441,0.02986416713741416,0.024083663768956275
s030,0.012576590166178132,0.01206648940244005,0.021689288634703194,0.02750379837811815
s031,0.012875371141567843,0.014852642183947218,0.027254765202836678,0.015121977723766094
s032,0.014066974989544343,0.00937532581564582,0.015445756019625776,0.02400874991910606
s033,0.014342727140742327,0.015401763124990475,0.020904153111894107,0.023891899621156818
s034,0.015044426407695552,0.008934241683279418,0.02118323081795058,0.024740459917140065
s035,0.01594194508196807,0.01026530362618564,0.018397588843169835,0.02062372016673933
s036,0.01906488140382287,0.010915167539391955,0.01685225332630399,0.018317343287683554
s037,0.012489260318445534,0.01302202742599488,0.02506662689345242,0.01418030131776018
s038,0.014535097593514347,0.020327684664295655,0.017739959895723734,0.020964869402510727
s039,0.01953677454129921,0.011983789254999938,0.019186861875327036,0.02512576391420189
s040,0.012101964333632914,0.008662912660986021,0.018150691339933817,0.019057770010165998
s041,0.016520905340050532,0.013283451925739612,0.019766672153175503,0.023830690467776132
s042,0.010364920547184273,0.012065281286648579,0.02196180383134822,0.02473560432416548
s043,0.013885623742591804,0.008660791854958745,0.02190761215286011,0.023493370040785916
s044,0.00916807024834091,0.012091873315719497,0.030808999046984885,0.020686793307226038
s045,0.0171869106511077,0.0122182775132682,0.024690276132397493,0.021535741593143674
s046,0.010806712204396074,0.013649581929065175,0.014960010476381142,0.01985870730901919
s047,0.013146989285418069,0.015205866442835165,0.013856246039085817,0.02934991527899386
s048,0.016528315574967128,0.01773402798430263,0.020645927636863418,0.024453127415595736
s049,0.01592654425577658,0.01199210812692208,0.014511387088798662,0.0249160154714873
s050,0.01248469094183136,0.01217857016792947,0.020999111789463412,0.026201455609384264
