probe_type,layer_range,dim_a,dim_b,name_a,name_b,diff,p_value,p_adjusted,ci_lo,ci_hi,sig_raw,sig_fdr
reading_probe,layers_6plus,0,1,0_baseline,1_phenomenology,-0.038595,0.095600,0.140642,-0.083230,0.006186,n.s.,n.s.
reading_probe,layers_6plus,0,2,0_baseline,2_emotions,-0.114598,0.000000,0.000000,-0.165549,-0.064532,***,***
reading_probe,layers_6plus,0,3,0_baseline,3_agency,-0.060586,0.010600,0.022216,-0.108513,-0.012405,*,*
reading_probe,layers_6plus,0,4,0_baseline,4_intentions,-0.146764,0.000000,0.000000,-0.193425,-0.099264,***,***
reading_probe,layers_6plus,0,5,0_baseline,5_prediction,-0.099299,0.000000,0.000000,-0.144801,-0.052907,***,***
reading_probe,layers_6plus,0,6,0_baseline,6_cognitive,-0.085623,0.000200,0.000556,-0.132160,-0.038707,***,***
reading_probe,layers_6plus,0,7,0_baseline,7_social,-0.093191,0.001000,0.002508,-0.145197,-0.039299,**,**
reading_probe,layers_6plus,0,8,0_baseline,8_embodiment,-0.063976,0.013000,0.026171,-0.116552,-0.011780,*,*
reading_probe,layers_6plus,0,9,0_baseline,9_roles,-0.103423,0.000000,0.000000,-0.151390,-0.056119,***,***
reading_probe,layers_6plus,0,10,0_baseline,10_animacy,0.043499,0.041400,0.069607,0.001950,0.085822,*,n.s.
reading_probe,layers_6plus,0,11,0_baseline,11_formality,0.067380,0.034000,0.059793,0.004914,0.130136,*,n.s.
reading_probe,layers_6plus,0,12,0_baseline,12_expertise,-0.172206,0.000000,0.000000,-0.219347,-0.123972,***,***
reading_probe,layers_6plus,0,13,0_baseline,13_helpfulness,-0.024845,0.409000,0.492732,-0.084432,0.035200,n.s.,n.s.
reading_probe,layers_6plus,0,14,0_baseline,14_biological,-0.003737,0.854400,0.889273,-0.044148,0.036695,n.s.,n.s.
reading_probe,layers_6plus,0,15,0_baseline,15_shapes,0.035650,0.100200,0.145206,-0.006518,0.078218,n.s.,n.s.
reading_probe,layers_6plus,0,17,0_baseline,17_attention,-0.090127,0.000000,0.000000,-0.136559,-0.043776,***,***
reading_probe,layers_6plus,0,18,0_baseline,18_sysprompt_labeled,-0.102289,0.000000,0.000000,-0.142860,-0.062175,***,***
reading_probe,layers_6plus,1,2,1_phenomenology,2_emotions,-0.076002,0.003400,0.007764,-0.128020,-0.023778,**,**
reading_probe,layers_6plus,1,3,1_phenomenology,3_agency,-0.021991,0.391000,0.474786,-0.072793,0.026802,n.s.,n.s.
reading_probe,layers_6plus,1,4,1_phenomenology,4_intentions,-0.108169,0.000000,0.000000,-0.156617,-0.059996,***,***
reading_probe,layers_6plus,1,5,1_phenomenology,5_prediction,-0.060703,0.013000,0.026171,-0.108928,-0.012678,*,*
reading_probe,layers_6plus,1,6,1_phenomenology,6_cognitive,-0.047027,0.052200,0.084069,-0.095590,0.000399,n.s.,n.s.
reading_probe,layers_6plus,1,7,1_phenomenology,7_social,-0.054595,0.052200,0.084069,-0.109193,0.000546,n.s.,n.s.
reading_probe,layers_6plus,1,8,1_phenomenology,8_embodiment,-0.025381,0.356200,0.439505,-0.079176,0.028843,n.s.,n.s.
reading_probe,layers_6plus,1,9,1_phenomenology,9_roles,-0.064828,0.007800,0.017049,-0.115262,-0.016106,**,*
reading_probe,layers_6plus,1,10,1_phenomenology,10_animacy,0.082094,0.000000,0.000000,0.037713,0.125920,***,***
reading_probe,layers_6plus,1,11,1_phenomenology,11_formality,0.105975,0.001200,0.002961,0.041398,0.170490,**,**
reading_probe,layers_6plus,1,12,1_phenomenology,12_expertise,-0.133610,0.000000,0.000000,-0.182789,-0.084658,***,***
reading_probe,layers_6plus,1,13,1_phenomenology,13_helpfulness,0.013751,0.652600,0.718329,-0.047097,0.073888,n.s.,n.s.
reading_probe,layers_6plus,1,14,1_phenomenology,14_biological,0.034858,0.102800,0.146994,-0.007882,0.076407,n.s.,n.s.
reading_probe,layers_6plus,1,15,1_phenomenology,15_shapes,0.074245,0.000800,0.002110,0.029762,0.118404,***,**
reading_probe,layers_6plus,1,17,1_phenomenology,17_attention,-0.051532,0.038200,0.065670,-0.100576,-0.002776,*,n.s.
reading_probe,layers_6plus,1,18,1_phenomenology,18_sysprompt_labeled,-0.063693,0.003400,0.007764,-0.106362,-0.022198,**,**
reading_probe,layers_6plus,2,3,2_emotions,3_agency,0.054011,0.054200,0.085491,-0.000902,0.109131,n.s.,n.s.
reading_probe,layers_6plus,2,4,2_emotions,4_intentions,-0.032167,0.244600,0.331184,-0.085455,0.022808,n.s.,n.s.
reading_probe,layers_6plus,2,5,2_emotions,5_prediction,0.015299,0.577800,0.658693,-0.038036,0.069884,n.s.,n.s.
reading_probe,layers_6plus,2,6,2_emotions,6_cognitive,0.028975,0.291800,0.378351,-0.024182,0.083457,n.s.,n.s.
reading_probe,layers_6plus,2,7,2_emotions,7_social,0.021407,0.485600,0.562855,-0.037106,0.081325,n.s.,n.s.
reading_probe,layers_6plus,2,8,2_emotions,8_embodiment,0.050622,0.082200,0.122103,-0.007593,0.108773,n.s.,n.s.
reading_probe,layers_6plus,2,9,2_emotions,9_roles,0.011174,0.692000,0.756257,-0.043130,0.066153,n.s.,n.s.
reading_probe,layers_6plus,2,10,2_emotions,10_animacy,0.158096,0.000000,0.000000,0.107913,0.208532,***,***
reading_probe,layers_6plus,2,11,2_emotions,11_formality,0.181977,0.000000,0.000000,0.112777,0.250564,***,***
reading_probe,layers_6plus,2,12,2_emotions,12_expertise,-0.057608,0.040200,0.068340,-0.112825,-0.002548,*,n.s.
reading_probe,layers_6plus,2,13,2_emotions,13_helpfulness,0.089753,0.009000,0.019125,0.023824,0.156359,**,*
reading_probe,layers_6plus,2,14,2_emotions,14_biological,0.110861,0.000000,0.000000,0.062646,0.159362,***,***
reading_probe,layers_6plus,2,15,2_emotions,15_shapes,0.150248,0.000000,0.000000,0.100620,0.201116,***,***
reading_probe,layers_6plus,2,17,2_emotions,17_attention,0.024471,0.381000,0.466344,-0.029672,0.078031,n.s.,n.s.
reading_probe,layers_6plus,2,18,2_emotions,18_sysprompt_labeled,0.012309,0.619800,0.687170,-0.035674,0.060841,n.s.,n.s.
reading_probe,layers_6plus,3,4,3_agency,4_intentions,-0.086178,0.001000,0.002508,-0.137562,-0.036177,**,**
reading_probe,layers_6plus,3,5,3_agency,5_prediction,-0.038712,0.131600,0.183044,-0.088711,0.012277,n.s.,n.s.
reading_probe,layers_6plus,3,6,3_agency,6_cognitive,-0.025036,0.338600,0.428653,-0.076028,0.025288,n.s.,n.s.
reading_probe,layers_6plus,3,7,3_agency,7_social,-0.032604,0.262400,0.346097,-0.090499,0.024198,n.s.,n.s.
reading_probe,layers_6plus,3,8,3_agency,8_embodiment,-0.003390,0.916200,0.928335,-0.060084,0.053149,n.s.,n.s.
reading_probe,layers_6plus,3,9,3_agency,9_roles,-0.042837,0.107200,0.151867,-0.096484,0.008545,n.s.,n.s.
reading_probe,layers_6plus,3,10,3_agency,10_animacy,0.104085,0.000000,0.000000,0.056336,0.151855,***,***
reading_probe,layers_6plus,3,11,3_agency,11_formality,0.127966,0.000000,0.000000,0.061929,0.193344,***,***
reading_probe,layers_6plus,3,12,3_agency,12_expertise,-0.111619,0.000000,0.000000,-0.164454,-0.059288,***,***
reading_probe,layers_6plus,3,13,3_agency,13_helpfulness,0.035742,0.267000,0.349154,-0.027249,0.098819,n.s.,n.s.
reading_probe,layers_6plus,3,14,3_agency,14_biological,0.056849,0.015200,0.029438,0.010910,0.101885,*,*
reading_probe,layers_6plus,3,15,3_agency,15_shapes,0.096237,0.000000,0.000000,0.048596,0.143407,***,***
reading_probe,layers_6plus,3,17,3_agency,17_attention,-0.029541,0.256600,0.341390,-0.079593,0.022323,n.s.,n.s.
reading_probe,layers_6plus,3,18,3_agency,18_sysprompt_labeled,-0.041702,0.072400,0.108600,-0.086596,0.003525,n.s.,n.s.
reading_probe,layers_6plus,4,5,4_intentions,5_prediction,0.047466,0.060800,0.092103,-0.002222,0.096254,n.s.,n.s.
reading_probe,layers_6plus,4,6,4_intentions,6_cognitive,0.061142,0.014600,0.029010,0.011463,0.110040,*,*
reading_probe,layers_6plus,4,7,4_intentions,7_social,0.053574,0.059400,0.090882,-0.002094,0.110261,n.s.,n.s.
reading_probe,layers_6plus,4,8,4_intentions,8_embodiment,0.082788,0.003000,0.007062,0.027568,0.137295,**,**
reading_probe,layers_6plus,4,9,4_intentions,9_roles,0.043341,0.100600,0.145206,-0.009693,0.095102,n.s.,n.s.
reading_probe,layers_6plus,4,10,4_intentions,10_animacy,0.190263,0.000000,0.000000,0.144040,0.236232,***,***
reading_probe,layers_6plus,4,11,4_intentions,11_formality,0.214144,0.000000,0.000000,0.148570,0.277952,***,***
reading_probe,layers_6plus,4,12,4_intentions,12_expertise,-0.025441,0.339000,0.428653,-0.077326,0.024887,n.s.,n.s.
reading_probe,layers_6plus,4,13,4_intentions,13_helpfulness,0.121920,0.000400,0.001093,0.058376,0.184796,***,**
reading_probe,layers_6plus,4,14,4_intentions,14_biological,0.143027,0.000000,0.000000,0.098163,0.186906,***,***
reading_probe,layers_6plus,4,15,4_intentions,15_shapes,0.182414,0.000000,0.000000,0.136205,0.227892,***,***
reading_probe,layers_6plus,4,17,4_intentions,17_attention,0.056637,0.027600,0.049102,0.006614,0.106760,*,*
reading_probe,layers_6plus,4,18,4_intentions,18_sysprompt_labeled,0.044475,0.053600,0.085425,-0.000562,0.088839,n.s.,n.s.
reading_probe,layers_6plus,5,6,5_prediction,6_cognitive,0.013676,0.581200,0.658693,-0.036057,0.063027,n.s.,n.s.
reading_probe,layers_6plus,5,7,5_prediction,7_social,0.006108,0.828000,0.867699,-0.049903,0.062236,n.s.,n.s.
reading_probe,layers_6plus,5,8,5_prediction,8_embodiment,0.035323,0.209600,0.286329,-0.020372,0.090397,n.s.,n.s.
reading_probe,layers_6plus,5,9,5_prediction,9_roles,-0.004125,0.869600,0.892945,-0.056017,0.046686,n.s.,n.s.
reading_probe,layers_6plus,5,10,5_prediction,10_animacy,0.142798,0.000000,0.000000,0.097156,0.187981,***,***
reading_probe,layers_6plus,5,11,5_prediction,11_formality,0.166679,0.000000,0.000000,0.102436,0.231944,***,***
reading_probe,layers_6plus,5,12,5_prediction,12_expertise,-0.072907,0.006000,0.013500,-0.124118,-0.022385,**,*
reading_probe,layers_6plus,5,13,5_prediction,13_helpfulness,0.074454,0.021400,0.038979,0.012436,0.136950,*,*
reading_probe,layers_6plus,5,14,5_prediction,14_biological,0.095562,0.000000,0.000000,0.051641,0.138854,***,***
reading_probe,layers_6plus,5,15,5_prediction,15_shapes,0.134949,0.000000,0.000000,0.088979,0.180718,***,***
reading_probe,layers_6plus,5,17,5_prediction,17_attention,0.009172,0.722800,0.773345,-0.040892,0.058867,n.s.,n.s.
reading_probe,layers_6plus,5,18,5_prediction,18_sysprompt_labeled,-0.002990,0.898000,0.915960,-0.046638,0.040249,n.s.,n.s.
reading_probe,layers_6plus,6,7,6_cognitive,7_social,-0.007568,0.785800,0.829154,-0.062618,0.048636,n.s.,n.s.
reading_probe,layers_6plus,6,8,6_cognitive,8_embodiment,0.021646,0.434600,0.519483,-0.034126,0.076113,n.s.,n.s.
reading_probe,layers_6plus,6,9,6_cognitive,9_roles,-0.017801,0.499000,0.574038,-0.069128,0.033148,n.s.,n.s.
reading_probe,layers_6plus,6,10,6_cognitive,10_animacy,0.129121,0.000000,0.000000,0.083015,0.174199,***,***
reading_probe,layers_6plus,6,11,6_cognitive,11_formality,0.153002,0.000000,0.000000,0.087483,0.217989,***,***
reading_probe,layers_6plus,6,12,6_cognitive,12_expertise,-0.086583,0.000600,0.001611,-0.137086,-0.035800,***,**
reading_probe,layers_6plus,6,13,6_cognitive,13_helpfulness,0.060778,0.057400,0.089327,-0.001647,0.123048,n.s.,n.s.
reading_probe,layers_6plus,6,14,6_cognitive,14_biological,0.081885,0.000200,0.000556,0.037533,0.126173,***,***
reading_probe,layers_6plus,6,15,6_cognitive,15_shapes,0.121273,0.000000,0.000000,0.075389,0.165699,***,***
reading_probe,layers_6plus,6,17,6_cognitive,17_attention,-0.004504,0.865200,0.892945,-0.054537,0.045103,n.s.,n.s.
reading_probe,layers_6plus,6,18,6_cognitive,18_sysprompt_labeled,-0.016666,0.467200,0.549165,-0.060901,0.027155,n.s.,n.s.
reading_probe,layers_6plus,7,8,7_social,8_embodiment,0.029214,0.342400,0.429403,-0.033273,0.089285,n.s.,n.s.
reading_probe,layers_6plus,7,9,7_social,9_roles,-0.010233,0.720000,0.773345,-0.067624,0.045777,n.s.,n.s.
reading_probe,layers_6plus,7,10,7_social,10_animacy,0.136689,0.000000,0.000000,0.084131,0.188347,***,***
reading_probe,layers_6plus,7,11,7_social,11_formality,0.160570,0.000000,0.000000,0.089588,0.229662,***,***
reading_probe,layers_6plus,7,12,7_social,12_expertise,-0.079015,0.007200,0.015965,-0.136975,-0.021982,**,*
reading_probe,layers_6plus,7,13,7_social,13_helpfulness,0.068346,0.048200,0.080159,0.000659,0.136027,*,n.s.
reading_probe,layers_6plus,7,14,7_social,14_biological,0.089453,0.001000,0.002508,0.037577,0.139668,**,**
reading_probe,layers_6plus,7,15,7_social,15_shapes,0.128841,0.000000,0.000000,0.076951,0.180994,***,***
reading_probe,layers_6plus,7,17,7_social,17_attention,0.003064,0.923000,0.929072,-0.052570,0.059568,n.s.,n.s.
reading_probe,layers_6plus,7,18,7_social,18_sysprompt_labeled,-0.009098,0.732200,0.777962,-0.059972,0.040943,n.s.,n.s.
reading_probe,layers_6plus,8,9,8_embodiment,9_roles,-0.039447,0.164000,0.226054,-0.096127,0.016840,n.s.,n.s.
reading_probe,layers_6plus,8,10,8_embodiment,10_animacy,0.107475,0.000000,0.000000,0.056643,0.159185,***,***
reading_probe,layers_6plus,8,11,8_embodiment,11_formality,0.131356,0.000200,0.000556,0.061712,0.201224,***,***
reading_probe,layers_6plus,8,12,8_embodiment,12_expertise,-0.108230,0.000000,0.000000,-0.163699,-0.051030,***,***
reading_probe,layers_6plus,8,13,8_embodiment,13_helpfulness,0.039131,0.253200,0.339821,-0.026688,0.108065,n.s.,n.s.
reading_probe,layers_6plus,8,14,8_embodiment,14_biological,0.060239,0.019800,0.036944,0.010182,0.110860,*,*
reading_probe,layers_6plus,8,15,8_embodiment,15_shapes,0.099626,0.000200,0.000556,0.049029,0.152395,***,***
reading_probe,layers_6plus,8,17,8_embodiment,17_attention,-0.026151,0.355800,0.439505,-0.080900,0.028755,n.s.,n.s.
reading_probe,layers_6plus,8,18,8_embodiment,18_sysprompt_labeled,-0.038313,0.128600,0.180512,-0.088449,0.012034,n.s.,n.s.
reading_probe,layers_6plus,9,10,9_roles,10_animacy,0.146922,0.000000,0.000000,0.099793,0.194632,***,***
reading_probe,layers_6plus,9,11,9_roles,11_formality,0.170803,0.000000,0.000000,0.105336,0.237393,***,***
reading_probe,layers_6plus,9,12,9_roles,12_expertise,-0.068782,0.011200,0.023157,-0.120466,-0.015340,*,*
reading_probe,layers_6plus,9,13,9_roles,13_helpfulness,0.078579,0.015000,0.029423,0.015064,0.142668,*,*
reading_probe,layers_6plus,9,14,9_roles,14_biological,0.099686,0.000000,0.000000,0.053717,0.146347,***,***
reading_probe,layers_6plus,9,15,9_roles,15_shapes,0.139074,0.000000,0.000000,0.092046,0.186927,***,***
reading_probe,layers_6plus,9,17,9_roles,17_attention,0.013296,0.611000,0.682358,-0.038341,0.065211,n.s.,n.s.
reading_probe,layers_6plus,9,18,9_roles,18_sysprompt_labeled,0.001135,0.960200,0.960200,-0.044644,0.046862,n.s.,n.s.
reading_probe,layers_6plus,10,11,10_animacy,11_formality,0.023881,0.460600,0.546293,-0.037438,0.085007,n.s.,n.s.
reading_probe,layers_6plus,10,12,10_animacy,12_expertise,-0.215705,0.000000,0.000000,-0.262019,-0.167601,***,***
reading_probe,layers_6plus,10,13,10_animacy,13_helpfulness,-0.068344,0.027200,0.048960,-0.127862,-0.010209,*,*
reading_probe,layers_6plus,10,14,10_animacy,14_biological,-0.047236,0.019000,0.035889,-0.087081,-0.007532,*,*
reading_probe,layers_6plus,10,15,10_animacy,15_shapes,-0.007849,0.711400,0.771945,-0.049017,0.033889,n.s.,n.s.
reading_probe,layers_6plus,10,17,10_animacy,17_attention,-0.133626,0.000000,0.000000,-0.180042,-0.087283,***,***
reading_probe,layers_6plus,10,18,10_animacy,18_sysprompt_labeled,-0.145788,0.000000,0.000000,-0.185647,-0.106256,***,***
reading_probe,layers_6plus,11,12,11_formality,12_expertise,-0.239586,0.000000,0.000000,-0.305759,-0.173298,***,***
reading_probe,layers_6plus,11,13,11_formality,13_helpfulness,-0.092225,0.019000,0.035889,-0.167390,-0.017702,*,*
reading_probe,layers_6plus,11,14,11_formality,14_biological,-0.071117,0.021200,0.038979,-0.132743,-0.010269,*,*
reading_probe,layers_6plus,11,15,11_formality,15_shapes,-0.031730,0.326000,0.419143,-0.092817,0.030769,n.s.,n.s.
reading_probe,layers_6plus,11,17,11_formality,17_attention,-0.157507,0.000000,0.000000,-0.222033,-0.092124,***,***
reading_probe,layers_6plus,11,18,11_formality,18_sysprompt_labeled,-0.169669,0.000000,0.000000,-0.231359,-0.108730,***,***
reading_probe,layers_6plus,12,13,12_expertise,13_helpfulness,0.147361,0.000000,0.000000,0.084552,0.209977,***,***
reading_probe,layers_6plus,12,14,12_expertise,14_biological,0.168469,0.000000,0.000000,0.122805,0.213997,***,***
reading_probe,layers_6plus,12,15,12_expertise,15_shapes,0.207856,0.000000,0.000000,0.160687,0.256166,***,***
reading_probe,layers_6plus,12,17,12_expertise,17_attention,0.082079,0.002000,0.004857,0.031399,0.132988,**,**
reading_probe,layers_6plus,12,18,12_expertise,18_sysprompt_labeled,0.069917,0.002400,0.005737,0.024595,0.115406,**,**
reading_probe,layers_6plus,13,14,13_helpfulness,14_biological,0.021108,0.470200,0.549165,-0.037260,0.080231,n.s.,n.s.
reading_probe,layers_6plus,13,15,13_helpfulness,15_shapes,0.060495,0.049600,0.081600,0.000114,0.118725,*,n.s.
reading_probe,layers_6plus,13,17,13_helpfulness,17_attention,-0.065282,0.038200,0.065670,-0.128798,-0.003991,*,n.s.
reading_probe,layers_6plus,13,18,13_helpfulness,18_sysprompt_labeled,-0.077444,0.008600,0.018532,-0.135536,-0.020246,**,*
reading_probe,layers_6plus,14,15,14_biological,15_shapes,0.039387,0.057800,0.089327,-0.001384,0.080342,n.s.,n.s.
reading_probe,layers_6plus,14,17,14_biological,17_attention,-0.086390,0.000200,0.000556,-0.130223,-0.041244,***,***
reading_probe,layers_6plus,14,18,14_biological,18_sysprompt_labeled,-0.098552,0.000000,0.000000,-0.136350,-0.060806,***,***
reading_probe,layers_6plus,15,17,15_shapes,17_attention,-0.125777,0.000000,0.000000,-0.172152,-0.079405,***,***
reading_probe,layers_6plus,15,18,15_shapes,18_sysprompt_labeled,-0.137939,0.000000,0.000000,-0.178122,-0.098419,***,***
reading_probe,layers_6plus,17,18,17_attention,18_sysprompt_labeled,-0.012162,0.594000,0.668250,-0.058022,0.032849,n.s.,n.s.
