Subject,bot,hum
s001,0.020259999999999997,0.015700000000000002
s002,0.014650000000000002,0.017570000000000002
s003,0.01127,0.01679
s004,0.01747,0.01687
s005,0.01478,0.01272
s006,0.01846,0.01906
s007,0.011899999999999999,0.019729999999999998
s008,0.02128,0.01989
s009,0.01303,0.01532
s010,0.02069,0.015449999999999998
s011,0.01671,0.021349999999999997
s012,0.01573,0.01546
s013,0.017070000000000002,0.019530000000000002
s014,0.01795,0.016620000000000003
s015,0.02017,0.01313
s016,0.01389,0.01929
s017,0.012809999999999998,0.015190000000000002
s018,0.015220000000000001,0.01714
s019,0.01315,0.01866
s020,0.02085,0.01761
s021,0.017,0.016139999999999998
s022,0.01754,0.022959999999999998
s023,0.0235,0.011770000000000001
s024,0.01895,0.014159999999999999
s025,0.019530000000000002,0.01789
s026,0.021629999999999996,0.01343
s027,0.021310000000000003,0.01806
s028,0.01306,0.02045
s029,0.01807,0.02005
s030,0.02036,0.01466
s031,0.019030000000000002,0.01321
s032,0.01656,0.01998
s033,0.01417,0.016390000000000002
s034,0.01098,0.01905
s035,0.021720000000000003,0.01133
s036,0.01494,0.02036
s037,0.01704,0.01548
s038,0.01883,0.017910000000000002
s039,0.020720000000000002,0.009300000000000001
s040,0.01974,0.02038
s041,0.01811,0.01429
s042,0.015220000000000001,0.01492
s043,0.011470000000000001,0.01796
s044,0.012530000000000001,0.020380000000000002
s045,0.01266,0.01751
s046,0.013460000000000001,0.0181
s047,0.0264,0.011279999999999998
s048,0.02405,0.01599
s049,0.02366,0.010589999999999999
s050,0.014410000000000001,0.02105
