Subject,bot_nonsocial,bot_social,hum_nonsocial,hum_social
s001,79.44,81.02,68.3,75.08
s002,88.82,85.5,69.5,70.96
s003,85.16,79.8,75.34,70.66
s004,85.48,76.38,70.44,79.26
s005,79.3,82.46,68.1,73.5
s006,83.98,73.36,83.2,80.22
s007,79.16,79.42,68.22,83.64
s008,79.34,84.2,78.3,83.6
s009,80.2,81.2,78.98,66.62
s010,78.82,75.78,71.82,73.48
s011,78.84,77.68,70.72,76.76
s012,84.68,77.78,69.38,80.86
s013,81.86,80.56,62.54,75.9
s014,73.32,78.7,79.24,72.64
s015,82.28,75.84,68.16,69.54
s016,85.5,85.78,69.7,69.1
s017,79.22,76.92,72.86,78.04
s018,82.26,82.32,67.38,69.38
s019,79.52,79.26,71.02,81.54
s020,68.6,72.4,75.54,78.36
s021,82.16,76.94,69.84,71.94
s022,86.84,77.82,79.24,79.32
s023,84.18,76.86,59.3,82.82
s024,82.66,75.12,70.06,71.88
s025,81.42,76.94,67.22,66.38
s026,79.62,80.16,73.34,75.38
s027,67.56,73.96,76.94,76.14
s028,82.84,75.9,76.22,75.66
s029,82.9,80.22,80.52,72.2
s030,80.36,72.6,76.16,70.8
s031,83.46,72.8,75.02,76.0
s032,80.28,72.88,69.28,65.28
s033,72.96,81.36,69.38,72.06
s034,79.7,82.52,70.5,77.74
s035,85.68,77.62,72.38,77.32
s036,79.8,83.42,71.82,68.9
s037,76.76,84.26,74.88,71.44
s038,76.96,74.58,73.24,74.94
s039,76.88,78.18,72.58,75.26
s040,79.04,80.96,74.44,68.12
s041,75.02,73.1,76.42,80.32
s042,72.9,78.14,71.48,73.64
s043,73.38,74.86,74.72,78.9
s044,79.36,88.12,63.14,75.02
s045,87.2,79.28,72.06,75.02
s046,68.3,91.9,72.78,74.28
s047,78.44,82.54,85.34,72.92
s048,79.08,78.96,73.66,67.14
s049,75.0,87.22,81.76,76.86
s050,84.96,87.62,66.74,67.62
