human_mean,ai_mean,diff,t,p,cohen_d,ci_lo,ci_hi,n_human,n_ai,dimension,p_fdr
0.19648446,0.16833533,0.028149128,4.06043280018507,5.087142171067132e-05,0.18158807,0.014742321521043777,0.04186070971190929,1000,1000,10_animacy,7.539173434953547e-05
0.18749481,0.15915582,0.028338999,4.023030143216569,5.9593016593441014e-05,0.17991537,0.013564809039235116,0.04129929319024086,1000,1000,11_formality,7.539173434953547e-05
0.18657908,0.15814222,0.028436854,4.033899149049202,5.692243667172757e-05,0.18040146,0.013591159135103226,0.04187006391584873,1000,1000,12_expertise,7.539173434953547e-05
0.1900393,0.16110696,0.028932348,4.076908248175506,4.742678440524113e-05,0.18232487,0.014851581677794457,0.04214542545378208,1000,1000,13_helpfulness,7.539173434953547e-05
0.18861718,0.16083564,0.027781546,4.022809099505873,5.9648540910918496e-05,0.17990549,0.01416880004107952,0.041865382343530655,1000,1000,14_biological,7.539173434953547e-05
0.18932939,0.1610654,0.028263986,4.016126833075778,6.135039929778682e-05,0.17960665,0.014199597015976905,0.04214793406426907,1000,1000,15_shapes,7.539173434953547e-05
0.18833807,0.16080353,0.027534544,3.971572237497553,7.392962691807872e-05,0.17761412,0.013755688443779945,0.04086660668253898,1000,1000,16_human,7.714395852321257e-05
0.19224778,0.16462411,0.027623668,3.9465322822296804,8.203328484946947e-05,0.1764943,0.013704890385270119,0.04210059568285942,1000,1000,17_ai,8.203328484946947e-05
0.18853027,0.16031018,0.028220087,3.99884467297182,6.596776755584354e-05,0.17883377,0.01428528055548668,0.041648462414741516,1000,1000,18_attention,7.539173434953547e-05
0.19463785,0.1660506,0.028587252,4.069509139386184,4.894545726314293e-05,0.18199398,0.015276716277003288,0.042118107527494425,1000,1000,1_phenomenology,7.539173434953547e-05
0.18883312,0.16045123,0.028381884,4.036665071283314,5.62611669719109e-05,0.18052515,0.014837905019521714,0.04104101024568081,1000,1000,25_beliefs,7.539173434953547e-05
0.19366434,0.1651006,0.028563738,4.0535394717104,5.2381957642294875e-05,0.18127981,0.015163694322109223,0.04182696342468261,1000,1000,26_desires,7.539173434953547e-05
0.19617578,0.16716583,0.029009953,4.085088812354164,4.579979278967384e-05,0.18269072,0.015590210631489755,0.04310670755803585,1000,1000,27_goals,7.539173434953547e-05
0.19907588,0.17017382,0.028902054,4.08041447008954,4.672284518401066e-05,0.18248169,0.01530253402888775,0.04188277721405029,1000,1000,2_emotions,7.539173434953547e-05
0.18904556,0.16100375,0.02804181,4.008224606004458,6.342233561170378e-05,0.17925327,0.014181829616427421,0.04188174121081829,1000,1000,30_granite_sandstone,7.539173434953547e-05
0.19005002,0.16187546,0.028174564,4.0361934064483505,5.637341397713682e-05,0.18050405,0.012744525820016861,0.04195700138807296,1000,1000,31_squares_triangles,7.539173434953547e-05
0.19106178,0.16254836,0.028513417,4.032014006289794,5.737734638735553e-05,0.18031716,0.014620429649949074,0.041602778434753414,1000,1000,32_horizontal_vertical,7.539173434953547e-05
0.19333948,0.16443287,0.028906614,4.0483408943480566,5.354915408707702e-05,0.1810473,0.015034714713692665,0.043585150688886645,1000,1000,3_agency,7.539173434953547e-05
0.19899613,0.1699482,0.029047921,4.074815037204193,4.785182035023574e-05,0.18223128,0.014856899902224541,0.04198362901806831,1000,1000,4_intentions,7.539173434953547e-05
0.18959132,0.16100006,0.02859126,4.039551029516053,5.557896603880395e-05,0.18065421,0.014117877557873726,0.04236539714038372,1000,1000,5_prediction,7.539173434953547e-05
0.19131689,0.16252722,0.02878967,4.032733385018806,5.7203345750733803e-05,0.18034932,0.013897290453314781,0.04232552014291287,1000,1000,6_cognitive,7.539173434953547e-05
0.1851143,0.15682898,0.02828531,4.040697236273203,5.5310200450585015e-05,0.18070547,0.014666362851858138,0.04150518961250782,1000,1000,7_social,7.539173434953547e-05
0.1930022,0.16480535,0.028196841,4.032498875438907,5.726001302865736e-05,0.18033884,0.014667398855090141,0.0421442549675703,1000,1000,8_embodiment,7.539173434953547e-05
0.19144653,0.16321835,0.028228179,3.98633384805597,6.951369044003026e-05,0.17827427,0.014500001445412636,0.04325354844331741,1000,1000,9_roles,7.583311684366937e-05
