Subject,bot,hum
s001,0.0111047505520524,0.010772783932686422
s002,0.009916400670634401,0.01209607753691766
s003,0.010525275157302236,0.011429063596315741
s004,0.009584001051621592,0.010677617823548964
s005,0.010700327898597498,0.011798796667475669
s006,0.010213616539246555,0.011706994087971306
s007,0.011564013448218476,0.011249160523113946
s008,0.010983799815834363,0.01175590876104962
s009,0.010774509851578889,0.011653082800674553
s010,0.011793851347329663,0.012668777015534045
s011,0.014465805866864792,0.010739654361081334
s012,0.010853928484604584,0.011349371626844997
s013,0.011208055738781612,0.013281405634220908
s014,0.011580164266976146,0.012247067363139817
s015,0.008887770899388477,0.014510997664204543
s016,0.010033494268694623,0.011375120536604423
s017,0.009364729561946032,0.01585106063915502
s018,0.010049044393538991,0.010754583224842988
s019,0.010585567717161444,0.011195706292045127
s020,0.009332553749962195,0.012863252670512313
s021,0.009482921559536993,0.013761835489227364
s022,0.010578612510198109,0.01526338429440382
s023,0.009255689598199756,0.01408388186385088
s024,0.008493840922288531,0.01336180787892196
s025,0.00793466095055108,0.015425782027278068
s026,0.010988728484902732,0.010573220323186914
s027,0.011368306417297825,0.012509655191099115
s028,0.00930478883114915,0.011517511879513675
s029,0.011543545848241323,0.012593224903171696
s030,0.010002444363740606,0.012482915714326278
s031,0.00827636137743238,0.013176525202352322
s032,0.011336334856715797,0.012837616404133126
s033,0.00950347373912733,0.010595656432446372
s034,0.011535546936323953,0.009858347364541198
s035,0.012388741327591414,0.012775462847282693
s036,0.01236033673949643,0.010572290204491122
s037,0.010041918724255328,0.012296287979194026
s038,0.011407469309582568,0.01537368247695351
s039,0.010006225263341455,0.0118514721526655
s040,0.0076154921081820984,0.01294561781355423
s041,0.00988878461107786,0.014261525704344484
s042,0.011723367145404442,0.014167318086647644
s043,0.009539591706928724,0.009261157733603656
s044,0.011387156220729704,0.012573891762004463
s045,0.010272663588478148,0.012009392488866844
s046,0.011062197113793797,0.01061133658675748
s047,0.01046357273377209,0.012584769757252558
s048,0.01017305343948544,0.011874633290986552
s049,0.010317257610058998,0.009584291799390932
s050,0.010504599953090383,0.01377866219234961
