Subject,bot_nonsocial,bot_social,hum_nonsocial,hum_social
s001,0.2633,0.32214,0.3020185185185185,0.3345
s002,0.27776,0.32948,0.29078,0.31048000000000003
s003,0.23954,0.32038000000000005,0.29475999999999997,0.29352
s004,0.28964,0.31562,0.267,0.32165999999999995
s005,0.23638,0.32165999999999995,0.2706,0.31146
s006,0.25968,0.30898,0.29026,0.3271
s007,0.28687999999999997,0.32338,0.27068000000000003,0.30872
s008,0.26,0.32598,0.28426,0.31134
s009,0.28354,0.33655999999999997,0.26396000000000003,0.3206
s010,0.29128,0.2943,0.28298,0.34043999999999996
s011,0.25724,0.32694,0.2639,0.30786
s012,0.27283999999999997,0.32266,0.28116,0.31782
s013,0.27308,0.31616,0.28512,0.31338
s014,0.27436,0.31392,0.26988,0.32777999999999996
s015,0.2631,0.34558,0.27006,0.30796
s016,0.2459,0.33858,0.3018,0.30834
s017,0.25104,0.34072,0.28568,0.30772
s018,0.3084,0.34068,0.24666,0.29276
s019,0.27118,0.34543999999999997,0.26548,0.29492
s020,0.27508,0.31224,0.27554,0.28772
s021,0.24084,0.31846,0.29713999999999996,0.32508000000000004
s022,0.28878,0.31828,0.28565999999999997,0.3472
s023,0.25968,0.30198,0.25778,0.3211
s024,0.28228,0.30684,0.27140000000000003,0.292
s025,0.30174,0.32798,0.25682,0.30552
s026,0.27214,0.33552,0.25058,0.2958
s027,0.28912,0.302,0.26876,0.32402000000000003
s028,0.28414,0.31886,0.2784,0.30446
s029,0.26344,0.32442,0.295,0.31892
s030,0.30904,0.30696,0.25522,0.33271999999999996
s031,0.26326,0.31416,0.28654,0.30824
s032,0.2937,0.31158,0.27386,0.3248
s033,0.2557,0.314,0.31346,0.31626
s034,0.30463999999999997,0.3276,0.27276,0.30286
s035,0.31162,0.30892,0.23058,0.31662
s036,0.2753,0.30844,0.25432000000000005,0.30760000000000004
s037,0.26834,0.28864,0.30346,0.34552
s038,0.25995999999999997,0.3453,0.27774,0.32276000000000005
s039,0.25472,0.31282,0.28788,0.35034
s040,0.2528,0.28376,0.26038,0.31076
s041,0.24894,0.32134,0.26636,0.31514
s042,0.24072,0.31788,0.28064,0.31226
s043,0.2751,0.30894,0.2777,0.34143999999999997
s044,0.2583,0.35118000000000005,0.28312000000000004,0.30096
s045,0.25604,0.34793999999999997,0.24686,0.3007
s046,0.2949,0.34566,0.2631,0.30978
s047,0.25307999999999997,0.33074,0.23364000000000001,0.3054
s048,0.29128,0.31484,0.26834,0.32839999999999997
s049,0.2818,0.31714,0.25498,0.3417
s050,0.27264,0.34232,0.27276,0.32674
