Subject,bot_nonsocial,bot_social,hum_nonsocial,hum_social
s001,0.2,0.7,0.2,0.2
s002,0.3,0.3,0.9,0.4
s003,0.0,0.8,0.2,0.3
s004,0.2,0.2,0.0,0.4
s005,0.3,0.5,0.4,0.3
s006,0.4,0.3,0.2,1.1
s007,0.1,0.4,0.9,0.3
s008,0.4,0.6,0.6,0.4
s009,0.2,0.7,0.2,0.4
s010,0.4,0.4,0.2,0.4
s011,0.6,0.2,0.2,0.7
s012,0.2,0.1,0.3,0.6
s013,0.3,0.3,0.9,0.4
s014,0.3,0.5,0.4,0.2
s015,0.3,0.7,0.1,0.3
s016,0.6,0.4,0.1,0.0
s017,0.2,0.4,0.5,0.5
s018,0.6,0.3,0.1,0.4
s019,0.1,0.2,0.3,0.7
s020,0.3,0.4,0.8,0.6
s021,0.5,0.4,0.2,0.4
s022,0.1,0.4,0.6,0.7
s023,0.3,0.3,0.3,0.6
s024,0.2,0.2,0.2,0.7
s025,0.4,0.1,0.3,0.6
s026,0.2,0.5,0.7,0.4
s027,0.5,0.2,0.3,0.5
s028,0.2,0.3,0.2,0.3
s029,0.1,0.2,0.3,0.9
s030,0.3,0.5,0.3,0.2
s031,0.5,0.4,0.7,0.6
s032,0.4,0.0,0.4,0.3
s033,0.2,0.5,0.6,0.5
s034,0.3,0.4,0.4,0.4
s035,0.5,0.4,0.8,0.3
s036,0.2,0.2,0.5,1.1
s037,0.5,0.5,0.2,0.8
s038,0.5,0.2,0.6,0.7
s039,0.2,0.4,0.3,0.1
s040,0.3,0.1,0.9,0.3
s041,0.3,0.4,0.2,0.4
s042,0.5,0.7,0.4,0.8
s043,0.2,0.0,0.3,0.5
s044,0.4,0.5,0.6,0.3
s045,0.3,0.1,0.3,0.8
s046,0.0,0.5,0.5,0.3
s047,0.3,0.3,0.1,0.5
s048,0.6,0.1,0.2,0.5
s049,0.1,0.1,0.5,0.4
s050,0.2,0.3,0.1,0.4
