experiment,subject,condition,word_count,question_count,demir_modal_rate,demir_verb_rate,demir_adverb_rate,demir_adjective_rate,demir_quantifier_rate,demir_noun_rate,demir_total_rate,fung_interpersonal_rate,fung_referential_rate,fung_structural_rate,fung_cognitive_rate,fung_total_rate,nonfluency_rate,liwc_filler_rate,disfluency_rate,like_rate,filler_rate,hedge_rate,tom_rate,politeness_rate,sentiment,quality,connectedness
Exp1_Human,sub-001,bot,42.53968253968254,0.14285714285714285,0.011327718883601902,0.022623573798878617,0.013047102062190138,0.0,0.004118590152091014,0.0,0.05111698489676167,0.07507331593053235,0.05160612837970634,0.04031939218336494,0.03422857960882681,0.12385625490477585,0.00023255813953488373,0.004079645179755882,0.004312203319290766,0.014153460045104564,0.026517409074178464,0.01770465946688907,0.003601547675775328,-0.00022999257839074777,0.6539186046511628,2.45,2.05
Exp1_Human,sub-001,hum,46.483870967741936,0.12903225806451613,0.011132372080602044,0.02106791834737391,0.010065230315662695,0.000897252644843803,0.0059007517495001036,0.0002736726874657909,0.04933719782544835,0.06622790185997432,0.05681365379032667,0.03859583977445733,0.028457185167352596,0.11553831235872437,0.00182722749886929,0.007985361161539275,0.009812588660408563,0.009828933384921011,0.023081182097792023,0.015426975182661501,0.004462766508588736,0.002148004029010225,0.66365,3.25,3.25
Exp1_Human,sub-002,bot,54.666666666666664,0.0392156862745098,0.007276931373083845,0.02807310415550612,0.013148420230694093,0.0002560163850486431,0.009080214422413907,0.0002560163850486431,0.05809070295179525,0.055431052193874876,0.05576167011010206,0.04073487814184704,0.04086326339425304,0.1154109042667173,0.0027363830985676378,0.015454270584426498,0.018190653682994135,0.02160812151105595,0.03840179523224897,0.014777023865479584,0.0011725887965069713,0.00047946412832716376,0.547958064516129,2.7,2.5
Exp1_Human,sub-002,hum,59.924528301886795,0.0,0.009174416775773702,0.020049614519271206,0.0389860155259512,0.0002331002331002331,0.0036142564199104885,0.0,0.07205740347400684,0.06851494984150049,0.059851287595020425,0.04547420555973982,0.04521445420964441,0.12472497615558377,0.0033281200296689387,0.009250562963795256,0.012578682993464194,0.024608841579202012,0.037724516636548744,0.019853781728229453,0.0004927322000492732,0.00028472904717114384,0.6547181818181818,3.2,2.95
Exp1_Human,sub-003,bot,56.80701754385965,0.12280701754385964,0.007440306085797732,0.025894344181635828,0.01250605228151508,0.00019425019425019425,0.005608278279883696,0.0008432779659194753,0.052486508989002006,0.09788860760161594,0.059971262598121994,0.06260848377633914,0.03208501999719771,0.1380084641014721,0.003903425446818936,0.01015783603021042,0.014061261477029355,0.008568701737969095,0.041905945951514596,0.017509493912930232,0.006485420678467897,0.0004504370504810391,0.6965416666666666,2.55,2.25
Exp1_Human,sub-003,hum,58.13559322033898,0.1694915254237288,0.00924129246934683,0.019320834636970104,0.010527948918550958,0.0,0.0029335219590570652,0.00040758461811093386,0.04243118260203589,0.0709253227674905,0.048968998931357303,0.050801104366449655,0.025165815679397508,0.11193477896190036,0.002207479733092698,0.008441401633567795,0.010648881366660493,0.007731846015133256,0.03149188733329882,0.01639761461675427,0.006639959668305948,0.0014336084865669697,0.6327589743589743,2.8,2.7
Exp1_Human,sub-004,bot,15.551020408163266,0.0,0.0067520293529785965,0.02583998941530941,0.012633179612060404,0.0,0.0055512915375949224,0.0,0.05077648991794333,0.1356302668705457,0.03957399173110397,0.07243321201052343,0.04035144971396519,0.1708083248824286,0.0022605214334537643,0.0011274439845868416,0.0033879654180406058,0.03050319815106393,0.04476194639849397,0.008073378934424029,0.0,0.0006602949346148321,0.386774025974026,2.0,1.45
Exp1_Human,sub-004,hum,16.916666666666668,0.020833333333333332,0.010612455555952933,0.017391385378448226,0.013670902825282416,0.006666666666666667,0.003002815268333662,0.0007021791767554479,0.05204640487143935,0.11078116315349296,0.04704996142633293,0.057584698938050516,0.03493694018268882,0.15659077898525783,0.0016444612674246354,0.0020208728019721267,0.0036653340693967623,0.027742795821182036,0.046415479200841596,0.0062107631235049175,0.0,0.006761198959870688,0.3867133333333333,1.85,1.5
Exp1_Human,sub-005,bot,48.403225806451616,0.5645161290322581,0.006528644105309763,0.023507312906584744,0.019735350380703395,0.0,0.00639424093748136,0.000987971093234251,0.05715351942331351,0.043546251437243784,0.07009202237449855,0.05493832264346415,0.022425917935070493,0.10839367930485021,0.00043726658208067203,0.00044984255510571296,0.000887109137186385,0.01127452231429628,0.022245668846937454,0.013074619131033338,0.001750742823687761,0.0014014643781618669,0.638476923076923,2.95,2.4
Exp1_Human,sub-005,hum,60.36206896551724,0.39655172413793105,0.006821653468441561,0.017148520182321266,0.013923511750433694,0.0005449874244928378,0.005359099525089151,0.0011485457253533088,0.044946318076131815,0.045079675350038456,0.06865679954128186,0.05967237206220576,0.02332571373290947,0.11208202825619795,0.0009576700689729162,0.0017201086156100167,0.002677778684582933,0.014009875783364305,0.02725976576652222,0.009341764196066443,0.0005659309564233164,0.0024719150357035073,0.7171578947368421,3.55,3.0
