experiment,subject,condition,social_type,word_count,question_count,hedge_count,tom_count,filler_rate,politeness_rate,quality,connectedness
Exp2_LLM,s034,hum,nonsocial,247.3,2.9,0.2,0.5,0.012853293421837896,0.01877523203088261,3.8,3.9
Exp2_LLM,s034,hum,social,270.2,2.3,0.6,0.5,0.0093512943781839,0.02361050334207402,3.9,3.9
Exp2_LLM,s035,bot,nonsocial,312.7,2.9,0.6,0.2,0.011985096977898685,0.012125456146128668,3.9,3.9
Exp2_LLM,s035,bot,social,295.9,2.1,0.2,0.5,0.007154452327641484,0.011801455855320591,3.8,3.6
Exp2_LLM,s035,hum,nonsocial,266.7,2.4,0.6,0.8,0.010910527861983129,0.015154011611605737,3.9,3.9
Exp2_LLM,s035,hum,social,303.7,2.7,0.1,0.3,0.013567101909630336,0.018953898907321874,3.8,3.7
Exp2_LLM,s036,bot,nonsocial,281.7,2.7,0.1,0.2,0.009995118753982008,0.016683122464862553,4.0,4.0
Exp2_LLM,s036,bot,social,292.5,1.6,0.2,0.3,0.007253780182088826,0.014213446832903326,3.9,3.9
Exp2_LLM,s036,hum,nonsocial,281.8,3.1,0.4,0.4,0.011384525699317053,0.020304533221939588,3.8,3.9
Exp2_LLM,s036,hum,social,330.9,2.6,0.6,0.6,0.009442515474713021,0.012756326315935637,4.0,4.0
Exp2_LLM,s037,bot,nonsocial,292.0,2.6,0.4,0.1,0.009901216175737306,0.012513484606024122,3.9,3.9
Exp2_LLM,s037,bot,social,300.3,2.1,0.3,0.2,0.007015181957682537,0.014468980964680975,3.8,3.8
Exp2_LLM,s037,hum,nonsocial,263.7,2.7,0.3,0.6,0.007470111007855901,0.016294844957495187,3.8,3.9
Exp2_LLM,s037,hum,social,365.3,2.5,0.8,0.8,0.009311527460820151,0.01113721553270375,4.0,4.0
Exp2_LLM,s038,bot,nonsocial,287.2,2.3,0.6,0.2,0.00922886910532203,0.013226874139068794,3.9,3.9
Exp2_LLM,s038,bot,social,241.2,1.2,0.1,0.4,0.005500109354104691,0.027652289360395894,3.7,3.7
Exp2_LLM,s038,hum,nonsocial,301.4,2.2,0.7,0.4,0.013069001064641778,0.015744144290464508,3.9,3.9
Exp2_LLM,s038,hum,social,288.8,1.1,0.4,0.2,0.010540915879062225,0.016553891410488887,4.0,4.0
Exp2_LLM,s039,bot,nonsocial,316.2,3.1,0.4,0.4,0.00905161275848421,0.015837651842667742,4.0,4.0
Exp2_LLM,s039,bot,social,319.3,1.3,0.3,0.8,0.008432167838924042,0.01495328153938828,4.0,4.0
Exp2_LLM,s039,hum,nonsocial,229.6,3.0,0.4,0.5,0.013112080432917445,0.014505906635465183,3.9,3.9
Exp2_LLM,s039,hum,social,267.8,2.2,0.3,0.4,0.0069109429238432595,0.021299615711841236,3.9,3.9
Exp2_LLM,s040,bot,nonsocial,282.1,2.4,0.2,0.0,0.007201063507489894,0.01355009940465075,3.9,3.9
Exp2_LLM,s040,bot,social,311.2,1.7,0.2,0.5,0.008456253835193012,0.013732829761424915,3.8,3.9
Exp2_LLM,s040,hum,nonsocial,250.1,2.7,0.6,0.2,0.01347195999940493,0.016510888846692984,3.9,3.9
Exp2_LLM,s040,hum,social,258.1,2.3,1.0,0.5,0.012356514427826587,0.019606793896101975,4.0,4.0
Exp2_LLM,s041,bot,nonsocial,298.4,2.4,0.5,0.2,0.009128670343313933,0.013826920572040982,3.8,3.8
Exp2_LLM,s041,bot,social,327.5,2.1,0.4,0.8,0.0052338602425910175,0.015327978778412835,3.9,3.9
Exp2_LLM,s041,hum,nonsocial,259.3,2.9,0.4,0.5,0.016465247106917654,0.01882945751603695,4.0,4.0
Exp2_LLM,s041,hum,social,283.2,2.0,0.5,0.2,0.010122440293522925,0.0203502824641247,3.9,4.0
Exp2_LLM,s042,bot,nonsocial,307.6,2.4,0.1,0.0,0.009966787798359517,0.011587611917663884,3.9,3.9
Exp2_LLM,s042,bot,social,313.5,1.7,0.3,0.4,0.008356847700068573,0.01456916189242742,3.9,3.9
Exp2_LLM,s042,hum,nonsocial,238.1,2.0,0.3,0.4,0.013139134893998228,0.021690514534420557,3.8,3.9
Exp2_LLM,s042,hum,social,253.6,1.5,0.5,0.3,0.006715538959349768,0.018313854305156647,3.9,4.0
Exp2_LLM,s043,bot,nonsocial,339.5,2.8,0.4,0.3,0.009596129196510272,0.013821947355428136,4.0,3.9
Exp2_LLM,s043,bot,social,336.6,2.3,0.6,0.3,0.00638293053779302,0.012745380499398256,4.0,4.0
Exp2_LLM,s043,hum,nonsocial,305.4,3.5,0.1,0.7,0.011360495251487565,0.011408832913574127,3.9,3.9
Exp2_LLM,s043,hum,social,320.9,2.3,0.7,0.7,0.008190104218693811,0.01971881401306495,3.9,4.0
Exp2_LLM,s044,bot,nonsocial,357.2,2.7,0.1,0.1,0.008006054869922275,0.00921142925244348,4.0,4.0
Exp2_LLM,s044,bot,social,308.2,1.1,0.1,0.2,0.008843402579389202,0.0139790429917041,3.8,3.9
Exp2_LLM,s044,hum,nonsocial,240.4,3.1,0.4,0.4,0.011746024913837132,0.02179384051664541,3.9,4.0
Exp2_LLM,s044,hum,social,296.7,2.1,0.9,0.4,0.006948383044170737,0.020213211539412423,3.9,3.9
Exp2_LLM,s045,bot,nonsocial,353.4,3.4,0.5,0.3,0.012284417469921687,0.011831047410512649,3.9,3.8
Exp2_LLM,s045,bot,social,310.5,2.4,0.5,0.4,0.009342403712401599,0.01882394378859171,3.9,3.9
Exp2_LLM,s045,hum,nonsocial,296.8,2.9,0.9,0.4,0.009166843383024165,0.012427580027342242,3.9,3.9
Exp2_LLM,s045,hum,social,270.8,2.3,0.3,0.3,0.011065766912925898,0.019541153789710202,3.9,3.9
Exp2_LLM,s046,bot,nonsocial,271.5,2.3,0.4,0.2,0.013233740560947624,0.01820235848228899,3.8,3.8
Exp2_LLM,s046,bot,social,271.8,1.6,0.1,0.5,0.0075811822458904474,0.015474860166568394,3.9,3.9
Exp2_LLM,s046,hum,nonsocial,289.0,3.2,0.6,0.3,0.010027400578169466,0.016563744795813237,4.0,4.0
Exp2_LLM,s046,hum,social,284.3,2.2,0.5,0.6,0.010239115251598874,0.019392467177534966,4.0,3.9
Exp2_LLM,s047,bot,nonsocial,304.2,2.0,0.8,0.1,0.009027574890498767,0.014367636042485013,3.9,3.9
Exp2_LLM,s047,bot,social,285.5,1.6,0.2,0.2,0.010023892589102136,0.019109832654981458,3.9,3.9
Exp2_LLM,s047,hum,nonsocial,297.4,2.7,0.5,0.5,0.00965229045038635,0.01481696113850929,3.8,3.9
Exp2_LLM,s047,hum,social,268.4,2.3,0.6,0.5,0.008216128423786233,0.019800930909413532,3.9,4.0
Exp2_LLM,s048,bot,nonsocial,321.9,2.4,0.4,0.1,0.006128169274818009,0.01615303482703039,4.0,4.0
Exp2_LLM,s048,bot,social,315.9,1.8,0.0,0.2,0.007386623793594112,0.016837361357738584,3.8,3.8
Exp2_LLM,s048,hum,nonsocial,271.6,2.3,0.6,0.9,0.012848794836406103,0.01590120368802702,3.9,3.9
Exp2_LLM,s048,hum,social,286.7,2.3,0.8,0.4,0.007303496223721201,0.013037295954842149,3.9,3.9
Exp2_LLM,s049,bot,nonsocial,253.4,2.9,0.1,0.1,0.011171648236374829,0.01821143876406508,3.8,3.9
Exp2_LLM,s049,bot,social,326.2,1.5,0.3,0.1,0.0061600329503528044,0.012179129220635545,3.8,3.9
Exp2_LLM,s049,hum,nonsocial,311.5,3.5,0.5,0.5,0.009888268658023424,0.014966464109739055,3.8,3.8
Exp2_LLM,s049,hum,social,297.0,2.0,0.5,0.5,0.0076166633364882635,0.01515822278592755,3.9,3.9
Exp2_LLM,s050,bot,nonsocial,359.4,3.0,0.6,0.3,0.01010507976303279,0.006469974228340054,4.0,3.9
Exp2_LLM,s050,bot,social,326.5,1.2,0.2,0.3,0.005738476651300079,0.015191110325422025,3.9,3.9
Exp2_LLM,s050,hum,nonsocial,259.1,2.1,0.4,0.2,0.013665226855981833,0.021925340349809495,3.9,3.9
Exp2_LLM,s050,hum,social,270.8,1.7,0.3,0.5,0.009783779485643537,0.01820609272917335,3.9,3.9
