Subject,bot,hum
s001,0.30015000000000003,0.27649999999999997
s002,0.31443,0.29275
s003,0.28906,0.2883
s004,0.29111,0.29776
s005,0.29873,0.29276
s006,0.26993,0.28716
s007,0.29624,0.29986999999999997
s008,0.28620999999999996,0.30585999999999997
s009,0.30513,0.27357
s010,0.28671,0.28570999999999996
s011,0.29779,0.29391
s012,0.29011,0.29925
s013,0.29271,0.28725
s014,0.31024,0.29443
s015,0.28863,0.3037
s016,0.28035,0.29605
s017,0.28851,0.27382
s018,0.29372,0.27690000000000003
s019,0.29799,0.28601
s020,0.29094000000000003,0.28791
s021,0.29628,0.32025
s022,0.27444,0.30762
s023,0.31556,0.27501000000000003
s024,0.30541,0.27923
s025,0.29723,0.27481
s026,0.30111,0.2877
s027,0.2927,0.29779
s028,0.29329,0.28283
s029,0.2977,0.29459
s030,0.30035,0.28584
s031,0.29034,0.29329
s032,0.29309,0.28421
s033,0.28391,0.28458
s034,0.31366,0.28203
s035,0.31675000000000003,0.27913
s036,0.28035,0.2995
s037,0.26476,0.32244
s038,0.28544,0.29613
s039,0.29363,0.30476
s040,0.27812000000000003,0.31462
s041,0.27814,0.29715
s042,0.28102,0.29328
s043,0.30478,0.28907
s044,0.29349000000000003,0.2699
s045,0.30469,0.27974
s046,0.29762,0.28099
s047,0.29835999999999996,0.27698
s048,0.28858,0.29566
s049,0.28602,0.27368
s050,0.2943,0.27457
