Subject,bot_nonsocial,bot_social,hum_nonsocial,hum_social
s001,0.27214,0.32816,0.25302,0.29998
s002,0.29106000000000004,0.3378,0.28303999999999996,0.30246
s003,0.24758,0.33054,0.2711,0.3055
s004,0.26474,0.31748,0.28342,0.3121
s005,0.28018,0.31728,0.253,0.33252000000000004
s006,0.25448,0.28538,0.24712,0.3272
s007,0.27080000000000004,0.32167999999999997,0.27758,0.32216
s008,0.25612,0.31629999999999997,0.292,0.31972
s009,0.28794000000000003,0.32232,0.26986,0.27728
s010,0.2844,0.28902,0.23672,0.3347
s011,0.2777,0.31788,0.27398,0.31384
s012,0.24946,0.33076,0.26692,0.33158
s013,0.27458,0.31084,0.26328,0.31122
s014,0.28662,0.33386000000000005,0.25922,0.32964
s015,0.26624,0.31102,0.3003,0.3071
s016,0.24168,0.31902,0.2903,0.3018
s017,0.25174,0.32528,0.25324,0.2944
s018,0.2593,0.32814,0.26082,0.29298
s019,0.27486,0.32112,0.26036000000000004,0.31166
s020,0.2621,0.31978,0.27984000000000003,0.29597999999999997
s021,0.27126,0.32130000000000003,0.30232,0.33818
s022,0.25684,0.29204,0.28386,0.33138
s023,0.31068,0.32043999999999995,0.23724,0.31278
s024,0.27996,0.33086,0.23852,0.31994
s025,0.28652,0.30794,0.25848,0.29114
s026,0.27422,0.32799999999999996,0.2945,0.2809
s027,0.26239999999999997,0.32299999999999995,0.2754,0.32018
s028,0.261,0.32558,0.26424,0.30142
s029,0.27088,0.32452,0.27296,0.31622
s030,0.29572,0.30498000000000003,0.24068,0.331
s031,0.27208000000000004,0.3086,0.25944,0.32714
s032,0.2853,0.30088000000000004,0.24276,0.32566
s033,0.27080000000000004,0.29702,0.26806,0.3011
s034,0.29719999999999996,0.33012,0.27268000000000003,0.29138000000000003
s035,0.30354,0.32996000000000003,0.256,0.30226
s036,0.24008,0.32061999999999996,0.2846,0.3144
s037,0.25178,0.27774,0.28096,0.36392
s038,0.24956,0.32132,0.27596,0.31629999999999997
s039,0.26136,0.3259,0.27426,0.33526000000000006
s040,0.25262,0.30362,0.30094,0.3283
s041,0.25344,0.30284,0.27056,0.32374
s042,0.27894,0.28309999999999996,0.27448,0.31207999999999997
s043,0.29574,0.31382,0.26106,0.31708
s044,0.26378,0.3232,0.26052,0.27928000000000003
s045,0.2556,0.35378,0.25739999999999996,0.30207999999999996
s046,0.2805,0.31474,0.26422,0.29776
s047,0.28190000000000004,0.31482,0.25718,0.29678
s048,0.26798,0.30918,0.26156,0.32976
s049,0.26948,0.30256,0.2415,0.30585999999999997
s050,0.2617,0.32689999999999997,0.26584,0.2833
