probe_type,dim_a_id,dim_a_name,dim_a_category,dim_b_id,dim_b_name,dim_b_category,mean_diff,ci95_lo,ci95_hi,p_greater,p_less,p_two_sided,p_fdr,significant_fdr,stars
metacognitive,0,Baseline,Control,1,Phenomenology,Mental,-3.383010896247296e-06,-0.00017956903113725198,0.0002898467540793576,0.593,0.407,0.814,0.8832765957446808,False,n.s.
metacognitive,0,Baseline,Control,2,Emotions,Mental,-0.00017957775286344847,-0.00037705646048595716,0.0001442558542537976,0.904,0.096,0.192,0.37661538461538463,False,n.s.
metacognitive,0,Baseline,Control,3,Agency,Mental,-0.00011172324340237215,-0.0003002368962161088,0.00020210386135476434,0.851,0.149,0.298,0.4955869565217391,False,n.s.
metacognitive,0,Baseline,Control,4,Intentions,Mental,-0.00020653197267188377,-0.0004004668787981683,9.485515290555199e-05,0.93,0.07,0.14,0.3195,False,n.s.
metacognitive,0,Baseline,Control,5,Prediction,Mental,-0.00011521373489816035,-0.0003378535528201715,0.0002075817038184302,0.839,0.161,0.322,0.5078969072164948,False,n.s.
metacognitive,0,Baseline,Control,6,Cognitive,Mental,-7.98317991411003e-05,-0.0002368176186406685,0.00019659253058816335,0.816,0.184,0.368,0.5466407766990291,False,n.s.
metacognitive,0,Baseline,Control,7,Social,Mental,-0.0002854489462349626,-0.0005058353691184994,4.2215608050940444e-05,0.961,0.039,0.078,0.23867999999999998,False,n.s.
metacognitive,0,Baseline,Control,8,Embodiment,Physical,5.8951264310678296e-05,-0.00010146133363461886,0.00035269399427893957,0.346,0.654,0.692,0.8044090909090909,False,n.s.
metacognitive,0,Baseline,Control,9,Roles,Physical,-5.341432485411572e-05,-0.0002591949853640027,0.00026282326914332506,0.718,0.282,0.564,0.7302857142857142,False,n.s.
metacognitive,0,Baseline,Control,10,Animacy,Physical,-1.0950557063794924e-05,-0.00019405559448905965,0.00028189326094456204,0.61,0.39,0.78,0.8524285714285714,False,n.s.
metacognitive,0,Baseline,Control,11,Formality,Pragmatic,2.4720100597193238e-05,-0.00017097034819861846,0.0003261255923352082,0.47,0.53,0.94,0.9588,False,n.s.
metacognitive,0,Baseline,Control,12,Expertise,Pragmatic,-0.00017982539302378303,-0.000353449270897796,9.614747944550351e-05,0.921,0.079,0.158,0.3390810810810811,False,n.s.
metacognitive,0,Baseline,Control,13,Helpfulness,Pragmatic,-7.553070849057203e-05,-0.0003039106290252701,0.00023414239866762193,0.77,0.23,0.46,0.639818181818182,False,n.s.
metacognitive,0,Baseline,Control,14,Biological,Control,0.00013011335448813238,-1.854061728196194e-05,0.00040825148672102003,0.053,0.947,0.106,0.2615806451612903,False,n.s.
metacognitive,0,Baseline,Control,15,Shapes,Control,-0.00012803615097786518,-0.00036435242346325846,0.00019299344422466858,0.841,0.159,0.318,0.5078969072164948,False,n.s.
metacognitive,0,Baseline,Control,17,Attention,Mental,-0.00012083136113982026,-0.00029030008069078403,0.0001717074031123112,0.872,0.128,0.256,0.45020689655172413,False,n.s.
metacognitive,0,Baseline,Control,18,SysPrompt (labeled),SysPrompt,-9.267827421243905e-05,-0.00024141858160716477,0.0001786455455030907,0.835,0.165,0.33,0.51,False,n.s.
metacognitive,1,Phenomenology,Mental,2,Emotions,Mental,-0.00017619474196720115,-0.0002967547095955426,-5.300136948975423e-05,0.999,0.001,0.002,0.01275,True,*
metacognitive,1,Phenomenology,Mental,3,Agency,Mental,-0.00010834023250612485,-0.0002272772174152626,1.386181100026278e-05,0.953,0.047,0.094,0.2568214285714286,False,n.s.
metacognitive,1,Phenomenology,Mental,4,Intentions,Mental,-0.0002031489617756365,-0.0003349859486333304,-6.0533077575210935e-05,0.998,0.002,0.004,0.02353846153846154,True,*
metacognitive,1,Phenomenology,Mental,5,Prediction,Mental,-0.00011183072400191305,-0.00026345116612724504,2.6411811948534088e-05,0.934,0.066,0.132,0.31527272727272726,False,n.s.
metacognitive,1,Phenomenology,Mental,6,Cognitive,Mental,-7.644878824485301e-05,-0.00018813149681476616,3.4474492141006464e-05,0.918,0.082,0.164,0.3390810810810811,False,n.s.
metacognitive,1,Phenomenology,Mental,7,Social,Mental,-0.00028206593533871524,-0.0004140345589430541,-0.00014363020284272111,1.0,0.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,8,Embodiment,Physical,6.23342752069256e-05,-1.695628831035912e-05,0.00015582263278449764,0.086,0.914,0.172,0.34626315789473683,False,n.s.
metacognitive,1,Phenomenology,Mental,9,Roles,Physical,-5.0031313957868434e-05,-0.00020054136661344887,7.844811682912278e-05,0.757,0.243,0.486,0.6522631578947369,False,n.s.
metacognitive,1,Phenomenology,Mental,10,Animacy,Physical,-7.567546167547626e-06,-0.00015118764351484466,0.0001264879388170123,0.54,0.46,0.92,0.9552162162162163,False,n.s.
metacognitive,1,Phenomenology,Mental,11,Formality,Pragmatic,2.8103111493440536e-05,-0.0001370689576720655,0.00017697786685200252,0.357,0.643,0.714,0.8152388059701492,False,n.s.
metacognitive,1,Phenomenology,Mental,12,Expertise,Pragmatic,-0.00017644238212753574,-0.0003201953927135702,-3.837436142543569e-05,0.996,0.004,0.008,0.040799999999999996,True,*
metacognitive,1,Phenomenology,Mental,13,Helpfulness,Pragmatic,-7.214769759432473e-05,-0.00025589513655031767,9.77451096012189e-05,0.771,0.229,0.458,0.639818181818182,False,n.s.
metacognitive,1,Phenomenology,Mental,14,Biological,Control,0.0001334963653843797,4.5980875922334383e-05,0.00022655772947162138,0.001,0.999,0.002,0.01275,True,*
metacognitive,1,Phenomenology,Mental,15,Shapes,Control,-0.00012465314008161787,-0.00031307558330147684,5.347890809762562e-05,0.919,0.081,0.162,0.3390810810810811,False,n.s.
metacognitive,1,Phenomenology,Mental,17,Attention,Mental,-0.00011744835024357296,-0.000223690398268963,-1.7480859944759162e-05,0.988,0.012,0.024,0.10200000000000001,False,n.s.
metacognitive,1,Phenomenology,Mental,18,SysPrompt (labeled),SysPrompt,-8.929526331619175e-05,-0.00019552391467144155,1.7994948957708672e-05,0.956,0.044,0.088,0.2493333333333333,False,n.s.
metacognitive,2,Emotions,Mental,3,Agency,Mental,6.785450946107629e-05,-4.714296513672917e-05,0.0001819769392882676,0.125,0.875,0.25,0.44476744186046513,False,n.s.
