dim_name,dim_id,probe_type,layer,cosine,abs_cosine,r_squared
10_animacy,10,reading,6,-0.00832388550043106,0.00832388550043106,6.928706982428645e-05
10_animacy,10,reading,7,-0.038991592824459076,0.038991592824459076,0.0015203443109884085
10_animacy,10,reading,8,-0.020208965986967087,0.020208965986967087,0.0004084023062623926
10_animacy,10,reading,9,-0.0005236645229160786,0.0005236645229160786,2.742245325609242e-07
10_animacy,10,reading,10,0.004242151044309139,0.004242151044309139,1.799584548273312e-05
10_animacy,10,reading,11,0.005796981044113636,0.005796981044113636,3.360498922581282e-05
10_animacy,10,reading,12,-0.010384252294898033,0.010384252294898033,0.00010783269572409507
10_animacy,10,reading,13,-0.005489906296133995,0.005489906296133995,3.013907114033168e-05
10_animacy,10,reading,14,-0.008685559034347534,0.008685559034347534,7.543893573913607e-05
10_animacy,10,reading,15,-0.0037624489050358534,0.0037624489050358534,1.4156021763005492e-05
10_animacy,10,reading,16,-0.013849113136529922,0.013849113136529922,0.00019179793466840567
10_animacy,10,reading,17,-0.021266398951411247,0.021266398951411247,0.0004522597243605854
10_animacy,10,reading,18,-0.0029471872840076685,0.0029471872840076685,8.685912887016498e-06
10_animacy,10,reading,19,-0.02087821252644062,0.02087821252644062,0.00043589975829922203
10_animacy,10,reading,20,-0.02870999090373516,0.02870999090373516,0.0008242635776925557
10_animacy,10,reading,21,-0.015492744743824005,0.015492744743824005,0.00024002513969728634
10_animacy,10,reading,22,-0.016281863674521446,0.016281863674521446,0.000265099084715701
10_animacy,10,reading,23,-0.029101714491844177,0.029101714491844177,0.0008469097863648134
10_animacy,10,reading,24,-0.028139052912592888,0.028139052912592888,0.0007918062988177023
10_animacy,10,reading,25,-0.017605405300855637,0.017605405300855637,0.00030995029580739575
10_animacy,10,reading,26,-0.023842699825763702,0.023842699825763702,0.0005684743349814725
10_animacy,10,reading,27,-0.024419276043772697,0.024419276043772697,0.0005963010425019712
10_animacy,10,reading,28,-0.03237589821219444,0.03237589821219444,0.0010481987850463753
10_animacy,10,reading,29,-0.036334145814180374,0.036334145814180374,0.0013201701520461212
10_animacy,10,reading,30,-0.04482414945960045,0.04482414945960045,0.002009204374776599
10_animacy,10,reading,31,-0.03385922685265541,0.03385922685265541,0.0011464472430595812
10_animacy,10,reading,32,-0.03330627828836441,0.03330627828836441,0.0011093081734219745
10_animacy,10,reading,33,-0.036092277616262436,0.036092277616262436,0.0013026525035293585
10_animacy,10,reading,34,-0.020165059715509415,0.020165059715509415,0.00040662963333006064
10_animacy,10,reading,35,-0.02326500043272972,0.02326500043272972,0.0005412602451349141
10_animacy,10,reading,36,-0.023044781759381294,0.023044781759381294,0.0005310619663375128
10_animacy,10,reading,37,-0.0123657351359725,0.0123657351359725,0.00015291140545302482
10_animacy,10,reading,38,-0.021018337458372116,0.021018337458372116,0.0004417705095140084
10_animacy,10,reading,39,-0.00555067416280508,0.00555067416280508,3.080998366163188e-05
10_animacy,10,reading,40,-0.05981859564781189,0.05981859564781189,0.0035782643852764195
10_animacy,10,control,6,-0.03459044173359871,0.03459044173359871,0.0011964986593254873
10_animacy,10,control,7,-0.06783031672239304,0.06783031672239304,0.004600951866660152
10_animacy,10,control,8,-0.10388496518135071,0.10388496518135071,0.010792085990730449
10_animacy,10,control,9,-0.08894675225019455,0.08894675225019455,0.00791152473585749
10_animacy,10,control,10,-0.09479168057441711,0.09479168057441711,0.008985462706122327
10_animacy,10,control,11,-0.11293087154626846,0.11293087154626846,0.012753381748199788
10_animacy,10,control,12,-0.1079401820898056,0.1079401820898056,0.01165108290958039
10_animacy,10,control,13,-0.08316228538751602,0.08316228538751602,0.006915965710874661
10_animacy,10,control,14,-0.06896010786294937,0.06896010786294937,0.004755496476469612
10_animacy,10,control,15,-0.06976082921028137,0.06976082921028137,0.004866573292106047
10_animacy,10,control,16,-0.06120472773909569,0.06120472773909569,0.003746018697616829
10_animacy,10,control,17,-0.04137667268514633,0.04137667268514633,0.0017120290424937346
10_animacy,10,control,18,-0.048194486647844315,0.048194486647844315,0.002322708543249244
10_animacy,10,control,19,-0.02995949797332287,0.02995949797332287,0.0008975715188135371
10_animacy,10,control,20,-0.02904675342142582,0.02904675342142582,0.0008437138843251125
10_animacy,10,control,21,-0.04798878729343414,0.04798878729343414,0.0023029237058944663
10_animacy,10,control,22,-0.04060397297143936,0.04060397297143936,0.0016486826210653782
10_animacy,10,control,23,-0.044156599789857864,0.044156599789857864,0.0019498053050016756
10_animacy,10,control,24,-0.033312804996967316,0.033312804996967316,0.0011097429767659706
