dim_name,dim_id,probe_type,layer,cosine,abs_cosine,r_squared
2_emotions,2,reading,6,-0.017412398010492325,0.017412398010492325,0.00030319160447579707
2_emotions,2,reading,7,0.023096604272723198,0.023096604272723198,0.0005334531289307755
2_emotions,2,reading,8,0.02000870741903782,0.02000870741903782,0.00040034837258065906
2_emotions,2,reading,9,0.012094108387827873,0.012094108387827873,0.00014626745769652852
2_emotions,2,reading,10,-0.0003006767947226763,0.0003006767947226763,9.040653488470241e-08
2_emotions,2,reading,11,-0.010389521718025208,0.010389521718025208,0.00010794216152931746
2_emotions,2,reading,12,-0.03333169221878052,0.03333169221878052,0.0011110017061675137
2_emotions,2,reading,13,-0.0007845498039387167,0.0007845498039387167,6.155183948602787e-07
2_emotions,2,reading,14,0.0193829033523798,0.0193829033523798,0.00037569694236769605
2_emotions,2,reading,15,0.02390693500638008,0.02390693500638008,0.0005715415413992814
2_emotions,2,reading,16,0.010641515254974365,0.010641515254974365,0.00011324184692185213
2_emotions,2,reading,17,0.009334079921245575,0.009334079921245575,8.71250479761998e-05
2_emotions,2,reading,18,0.002116885269060731,0.002116885269060731,4.481203242366323e-06
2_emotions,2,reading,19,-0.012896365486085415,0.012896365486085415,0.0001663162427506951
2_emotions,2,reading,20,0.01681051030755043,0.01681051030755043,0.00028259325680025926
2_emotions,2,reading,21,0.013390862382948399,0.013390862382948399,0.00017931519535906246
2_emotions,2,reading,22,-0.006867667660117149,0.006867667660117149,4.716485908981896e-05
2_emotions,2,reading,23,0.005536344368010759,0.005536344368010759,3.0651108961204454e-05
2_emotions,2,reading,24,-0.011965264566242695,0.011965264566242695,0.00014316755614018298
2_emotions,2,reading,25,-0.004629682283848524,0.004629682283848524,2.1433958049380886e-05
2_emotions,2,reading,26,-0.016944441944360733,0.016944441944360733,0.00028711411280581134
2_emotions,2,reading,27,0.013973680324852467,0.013973680324852467,0.00019526374182116894
2_emotions,2,reading,28,0.01725793443620205,0.01725793443620205,0.00029783630100424854
2_emotions,2,reading,29,-0.006013521458953619,0.006013521458953619,3.616244033729566e-05
2_emotions,2,reading,30,0.0005814330070279539,0.0005814330070279539,3.3806434166156865e-07
2_emotions,2,reading,31,0.009139505214989185,0.009139505214989185,8.353055557481451e-05
2_emotions,2,reading,32,0.010553472675383091,0.010553472675383091,0.00011137578551005754
2_emotions,2,reading,33,0.004656355828046799,0.004656355828046799,2.168164959738539e-05
2_emotions,2,reading,34,0.02355877496302128,0.02355877496302128,0.0005550158777582782
2_emotions,2,reading,35,0.015781652182340622,0.015781652182340622,0.0002490605456043765
2_emotions,2,reading,36,-0.0006085399072617292,0.0006085399072617292,3.70320818730114e-07
2_emotions,2,reading,37,0.009808397851884365,0.009808397851884365,9.620466842084983e-05
2_emotions,2,reading,38,0.0017359727062284946,0.0017359727062284946,3.0136012367702834e-06
2_emotions,2,reading,39,0.022458646446466446,0.022458646446466446,0.0005043908002073799
2_emotions,2,reading,40,0.032405320554971695,0.032405320554971695,0.001050104800270471
2_emotions,2,control,6,-0.020197100937366486,0.020197100937366486,0.00040792288627417017
2_emotions,2,control,7,-0.012466341257095337,0.012466341257095337,0.00015540966433835735
2_emotions,2,control,8,-0.001449553412385285,0.001449553412385285,2.101205095357824e-06
2_emotions,2,control,9,-0.0003913214022759348,0.0003913214022759348,1.53132439879204e-07
2_emotions,2,control,10,0.005051031243056059,0.005051031243056059,2.5512916618328435e-05
2_emotions,2,control,11,0.0060303062200546265,0.0060303062200546265,3.636459310762952e-05
2_emotions,2,control,12,0.010182051919400692,0.010182051919400692,0.00010367418128937132
2_emotions,2,control,13,0.019352756440639496,0.019352756440639496,0.0003745291818507135
2_emotions,2,control,14,0.05053165182471275,0.05053165182471275,0.0025534478361339957
2_emotions,2,control,15,0.07593909651041031,0.07593909651041031,0.005766746378817411
2_emotions,2,control,16,0.03225069120526314,0.03225069120526314,0.001040107083217237
2_emotions,2,control,17,-0.012093759141862392,0.012093759141862392,0.0001462590101813802
2_emotions,2,control,18,-0.024999067187309265,0.024999067187309265,0.0006249533602356028
