Subject,bot,hum
s001,0.35,0.1
s002,0.4,0.35
s003,0.25,0.3
s004,0.25,0.25
s005,0.15,0.45
s006,0.1,0.35
s007,0.25,0.3
s008,0.15,0.3
s009,0.6,0.3
s010,0.25,0.4
s011,0.35,0.2
s012,0.2,0.35
s013,0.15,0.5
s014,0.15,0.1
s015,0.35,0.45
s016,0.25,0.15
s017,0.25,0.6
s018,0.15,0.45
s019,0.15,0.4
s020,0.45,0.35
s021,0.3,0.4
s022,0.2,0.2
s023,0.3,0.5
s024,0.3,0.45
s025,0.25,0.3
s026,0.35,0.3
s027,0.15,0.5
s028,0.35,0.25
s029,0.3,0.7
s030,0.1,0.45
s031,0.25,0.15
s032,0.1,0.4
s033,0.2,0.6
s034,0.2,0.35
s035,0.1,0.4
s036,0.15,0.3
s037,0.2,0.6
s038,0.15,0.35
s039,0.2,0.35
s040,0.25,0.45
s041,0.25,0.45
s042,0.15,0.8
s043,0.1,0.25
s044,0.3,0.3
s045,0.35,0.3
s046,0.45,0.25
s047,0.15,0.35
s048,0.25,0.2
s049,0.25,0.25
s050,0.6,0.25
