Subject,bot_nonsocial,bot_social,hum_nonsocial,hum_social
s001,0.008355419449172626,0.009487578548852953,0.012685417063816493,0.009793961590754921
s002,0.010358505093309031,0.011309505856279984,0.011788573606892262,0.01262844712326624
s003,0.01045249327158223,0.009704984259676393,0.01731346608450228,0.008416163221277848
s004,0.009434444733223383,0.0071630401244409045,0.011643664394338034,0.011280361007182665
s005,0.009565437565138642,0.011418654289362236,0.01487209224278222,0.007189903000609304
s006,0.008663230697987129,0.012647223029494217,0.014743260061501723,0.012982598826669174
s007,0.007125642108926899,0.010799660329488996,0.009987641779597762,0.005337241252322402
s008,0.00872444934923668,0.008578595369964966,0.011769650063856319,0.012486522678885163
s009,0.013599477836219374,0.0076796753372049146,0.009436439926306111,0.012271580773534069
s010,0.008388292623851441,0.008636503513976004,0.011285560154509194,0.008965835419422337
s011,0.01202657187699677,0.010233194794431908,0.011314998403325505,0.01172512003370245
s012,0.013580688228541624,0.009728165084265489,0.009777220542053553,0.011806631257645066
s013,0.012676591151339131,0.010254782161536524,0.008886774752328942,0.008470561851996117
s014,0.009709693232379947,0.010123196308364541,0.012724701198661335,0.014465184113792122
s015,0.012868274914812882,0.008012571521227384,0.013471367436857418,0.013486861507179405
s016,0.009278718257983794,0.013634804878134985,0.014479474444063094,0.011799304031077915
s017,0.014490334171932837,0.01275280171408782,0.013519710098319733,0.014389444545333707
s018,0.011924070730026638,0.00728617598647929,0.011727565683036874,0.010081327551372121
s019,0.00940116418218511,0.009028378469345042,0.012230382386842596,0.011823584623724919
s020,0.011466812200747334,0.007574706007709474,0.009427719127726737,0.008818106153870204
s021,0.012265674759369318,0.013665578659488191,0.011166194598803499,0.009055766366355062
s022,0.009646755958398878,0.009988917029315104,0.013249314297611822,0.011963982283184649
s023,0.01169669553963042,0.009247309091075231,0.011287975355842108,0.011884367496846477
s024,0.008238427992021407,0.00813617073447109,0.013185182056687401,0.014532904421425486
s025,0.012158322089403395,0.01043402614561038,0.011249220380631546,0.007334832008645216
s026,0.009474843404053574,0.010074311259228868,0.011771331073743145,0.007699109931014227
s027,0.012860162229137148,0.009452404909868846,0.007728489326146297,0.01214283512936763
s028,0.012848235981843606,0.010586054779713614,0.013170416272827454,0.011483481087511089
s029,0.006611916880569863,0.008120688317676065,0.011844178007961947,0.011121790923539512
s030,0.014292625081841896,0.008831836761518334,0.010071036045170241,0.009983220029647128
s031,0.009858535241382988,0.007004715933629648,0.006688541424352523,0.010172105138251866
s032,0.01038244726303488,0.011601036688759857,0.012481611137646533,0.0130136491357039
s033,0.010440499194640645,0.010355609657517553,0.010090958164221257,0.00952667662497849
s034,0.011806204239981844,0.009906359222090712,0.009804455431882981,0.01027342573867954
s035,0.01132616359724164,0.007735339343784183,0.010756709386178285,0.011092247670671889
s036,0.009565768311971647,0.009667892940545222,0.007212620093943702,0.011360694143181901
s037,0.01039225689305629,0.008676700768706328,0.01115186006388981,0.012408825606943754
s038,0.008253364226901655,0.012910266535909487,0.011022689094477964,0.01192910113016064
s039,0.008317860257028504,0.008075623606555888,0.010400223010851467,0.011022024298297944
s040,0.009412303274580524,0.010708589420834884,0.016529900305360466,0.011018137703034019
s041,0.007851755996961661,0.007234972290984396,0.010978000931083049,0.010622875706224211
s042,0.009415555783469965,0.008119597832885378,0.009984522032104225,0.012001605064672847
s043,0.010588317151978294,0.011064893905289941,0.01479506651642498,0.016148140268977457
s044,0.011667281653591169,0.011911223058718032,0.010560448553879165,0.01317100330082975
s045,0.014142664956677724,0.013084276772407437,0.010201981710030174,0.011088660169889273
s046,0.00998400687704648,0.009686870873748954,0.010389530345061676,0.009144308450665084
s047,0.012553336593717341,0.010674732643757874,0.011953907357747427,0.006379537213214733
s048,0.009244383240622574,0.009307198712693504,0.010072626395895819,0.013375107641783726
s049,0.012141714590640687,0.00877766054416692,0.011009644808104886,0.009262121126744067
s050,0.011679386710333884,0.010071264529591476,0.01248513643735839,0.010186608446658908
