Subject,bot_nonsocial,bot_social,hum_nonsocial,hum_social
s001,0.001641266164200794,0.0024641525502796776,0.0024182151311379564,0.0004421104054714216
s002,0.0019967382042552855,0.0007484197218710492,0.001664966027092994,0.0009166666666666668
s003,0.0010408432147562582,0.0006591206276560968,0.00042791762013729974,0.0017257257257257258
s004,0.0,0.0,0.0009853439715097763,0.0024523360306346344
s005,0.0003739624290083006,0.0008174603174603175,0.001648766925318501,0.0015656376459391324
s006,0.00022727272727272727,0.00041666666666666664,0.002423756124523388,0.0018927738927738927
s007,0.0007441333378512186,0.0011646954300627464,0.0010985909665927381,0.0018456894244049662
s008,0.0007222222222222222,0.0006113342257920571,0.00044492544492544494,0.0008625525946704067
s009,0.002998293373293373,0.0010131332082551595,0.0004650537634408602,0.0019853850631161556
s010,0.0017963294299141324,0.0014594808797305332,0.0004003603242918627,0.0012719979296066254
s011,0.0004494111992309541,0.00043478260869565214,0.0013508276037687802,0.002335001433523601
s012,0.0013562459694358687,0.000678040913335031,0.00149909708701914,0.0015794161833765793
s013,0.0006072874493927125,0.0007670454545454546,0.0011714285714285715,0.001547281760696395
s014,0.0005473163841807909,0.0,0.0016171346212821747,0.0010476190476190474
s015,0.001837521917877611,0.001078751469243829,0.0006279306829765546,0.0014215814766273482
s016,0.0012843455164983867,0.0009731980223783502,0.000595393307257714,0.0015961841863878186
s017,0.0011777891562837798,0.001481902356902357,0.0019031409639398682,0.0026903139749064452
s018,0.00041666666666666664,0.0015195156432478948,0.0014427892364128497,0.002750142290127213
s019,0.0011471997604073074,0.000851063829787234,0.001816488588598174,0.00216950448271203
s020,0.0013845861881591028,0.001187318002353496,0.0010632551937535607,0.0018374118422072386
s021,0.0013171006208980893,0.00048486629444607703,0.0008237639553429027,0.002142662354837501
s022,0.0016195814936584465,0.0014973340456000438,0.0005960327563417858,0.001092405097106831
s023,0.0008979885057471264,0.0005,0.0016829723948368017,0.0016823303667073434
s024,0.001416220417355944,0.0010764810991892573,0.001686895404021689,0.0015856884759323784
s025,0.0009647435897435898,0.0013591582974653276,0.002010631275042111,0.00041666666666666664
s026,0.0010126671176813285,0.0009278197208876688,0.0007272721499695184,0.0011825196408529741
s027,0.0013570633987262304,0.0009945355191256831,0.0006694677871148459,0.0025443199502023033
s028,0.0003125,0.001719263610296339,0.0011311930411268237,0.0018715484363081617
s029,0.0014288608347805137,0.0018711735381285633,0.0029368197477781747,0.0015614476389225313
s030,0.0004646936656282451,0.0004761904761904762,0.0006854082998661313,0.002513727390180879
s031,0.002031615209725368,0.0006872800402212167,0.001620485019527137,0.0008899521531100478
s032,0.001896772342304778,0.0017019559030839013,0.0021078987973695397,0.0020805964579665363
s033,0.0009605442176870749,0.0006879471656576774,0.0016308902600646908,0.00019417475728155338
s034,0.0005973813420621932,0.001384757519930731,0.0008033657139298836,0.0011375879224566822
s035,0.0002631578947368421,0.0008028904054596547,0.0027884457528926073,0.002004225240112337
s036,0.0012121573374121253,0.0016456506159515639,0.0016046459729932084,0.0022839460349896785
s037,0.0005842791088692728,0.0016884328661334893,0.0008678396072013093,0.0020431225121627598
s038,0.001072273122229677,0.0016060958860245162,0.0013591872608448561,0.0043255477721277046
s039,0.0018586869849497448,0.0007908351810790835,0.001004396266184884,0.0011187185256616309
s040,0.0004767986377181779,0.000814826628005316,0.000992472423212461,0.002007080511783793
s041,0.0017304991312066783,0.00019047619047619048,0.0010147401697935643,0.0013221638743019088
s042,0.0007887204623841271,0.0004334582942830366,0.0006945742429613398,0.00031746031746031746
s043,0.0015767004531049475,0.0015666537777738424,0.0010992112216524946,0.002496935447593342
s044,0.0023821024458234572,0.0012867687867687868,0.001381170993299868,0.001761852863961173
s045,0.0024733871095631594,0.0014902146776038278,0.0007518501594810593,0.0017076589114545413
s046,0.0013552820653012015,0.0018815924554852926,0.0011920795254128586,0.0021416510318949342
s047,0.0011750246725145124,0.0002898550724637681,0.0022166263419213256,0.0012372448979591838
s048,0.002059205127490107,0.0014101870154501733,0.0019779703641763114,0.00235980413867769
s049,0.000840465815956012,0.0005405405405405405,0.0013274553299352854,0.0015845730393141122
s050,0.0015447968183524474,0.0,0.0014002787051030966,0.0018045440398381575
