Subject,bot,hum
s001,0.020841315801183737,0.024241560665226234
s002,0.015071240841999858,0.02850705436869005
s003,0.023698759969208352,0.02778369279014874
s004,0.018466669126233494,0.039669921983359224
s005,0.02041171685950332,0.020066600261895346
s006,0.018420161947340228,0.0205506196876364
s007,0.01640655685889184,0.018781033600010096
s008,0.019275714145805756,0.025070416881082202
s009,0.010062080209327346,0.022941848479118766
s010,0.022857079413464695,0.018999701828006775
s011,0.017346538021238807,0.022416357518153348
s012,0.01516570663418535,0.01980048270461043
s013,0.01549854943689193,0.01975778111900997
s014,0.01981515583387892,0.020110104820214036
s015,0.01789964954149775,0.02275286824745046
s016,0.019232936317308914,0.023510090901387323
s017,0.015615325825326282,0.023708277658577467
s018,0.016257570110102693,0.028683634976966542
s019,0.013163877596568164,0.02259125892637114
s020,0.0179841041820044,0.021506365852710502
s021,0.01359292314362567,0.024262863303975223
s022,0.013153278339474266,0.026107276683080615
s023,0.022841343506012544,0.02235495999803159
s024,0.026755860002870713,0.025200921759117128
s025,0.01667499217926476,0.028769705558164268
s026,0.016171895963383386,0.021047552959654867
s027,0.020990801021163356,0.02471574040400807
s028,0.014231913425054008,0.024905125356354557
s029,0.0186805852498654,0.024120378286877856
s030,0.015443051286066259,0.022841415551021746
s031,0.021904894663852655,0.02255085714881769
s032,0.021308306846046787,0.03272325459328482
s033,0.0138417703621318,0.02978364230588686
s034,0.009903225615209009,0.02698370833249955
s035,0.016155779718880273,0.022101440452478655
s036,0.018629224477221724,0.0201241170041299
s037,0.01703007620918149,0.018273265310864192
s038,0.028447529102481717,0.020185918376840112
s039,0.014998240278198188,0.021333913328637225
s040,0.017047748825981923,0.023242680143546014
s041,0.019044847591713623,0.026223872405971013
s042,0.014885305965837547,0.02477637013127073
s043,0.014510042819777748,0.021062411826434396
s044,0.016921996884280116,0.024206785520599898
s045,0.019213080520900205,0.022856436444593436
s046,0.021124172001144394,0.021868984834441198
s047,0.0200368285367586,0.022005104913960568
s048,0.019712038694208657,0.019455129919891994
s049,0.017565820925434225,0.019094221497498624
s050,0.012923381706235042,0.023470579455141034
