probe_type,dim_a_id,dim_a_name,dim_a_category,dim_b_id,dim_b_name,dim_b_category,mean_diff,ci95_lo,ci95_hi,p_greater,p_less,p_two_sided,p_fdr,significant_fdr,stars
metacognitive,0,Baseline,Control,1,Phenomenology,Mental,-1.67316651159874e-05,-6.093188574804919e-05,3.444106052858866e-05,0.763,0.237,0.474,0.6198461538461538,False,n.s.
metacognitive,0,Baseline,Control,2,Emotions,Mental,2.1569376467552895e-05,-1.8201552462332403e-05,6.778343356797353e-05,0.16,0.84,0.32,0.4662857142857143,False,n.s.
metacognitive,0,Baseline,Control,3,Agency,Mental,4.537577526040408e-05,-8.67547093928962e-06,0.00010042613161513406,0.043,0.957,0.086,0.20559375,False,n.s.
metacognitive,0,Baseline,Control,4,Intentions,Mental,2.0973733598143553e-05,-1.6533950338818208e-05,6.089131778640113e-05,0.144,0.856,0.288,0.4362772277227723,False,n.s.
metacognitive,0,Baseline,Control,5,Prediction,Mental,1.1544941710302587e-05,-2.9912177821730828e-05,5.464916615724165e-05,0.302,0.698,0.604,0.7324724409448818,False,n.s.
metacognitive,0,Baseline,Control,6,Cognitive,Mental,-5.323685344176271e-05,-0.00010759345068756138,8.277577457541196e-06,0.959,0.041,0.082,0.20559375,False,n.s.
metacognitive,0,Baseline,Control,7,Social,Mental,1.9226589293868597e-05,-3.592491170211179e-05,7.301011206825349e-05,0.22,0.78,0.44,0.5905263157894738,False,n.s.
metacognitive,0,Baseline,Control,8,Embodiment,Physical,-1.1759063387394728e-05,-5.872078950681623e-05,4.144564173353013e-05,0.696,0.304,0.608,0.7324724409448818,False,n.s.
metacognitive,0,Baseline,Control,9,Roles,Physical,2.541695678239174e-05,-1.3727991219519834e-05,6.795570632553209e-05,0.108,0.892,0.216,0.37554545454545457,False,n.s.
metacognitive,0,Baseline,Control,10,Animacy,Physical,-4.909474113022995e-05,-8.644063987773072e-05,-2.312835868616578e-06,0.979,0.021,0.042,0.13969565217391305,False,n.s.
metacognitive,0,Baseline,Control,11,Formality,Pragmatic,-5.149554723273781e-05,-0.00011650728285907563,1.5065362975739686e-05,0.938,0.062,0.124,0.2672112676056338,False,n.s.
metacognitive,0,Baseline,Control,12,Expertise,Pragmatic,-8.682137881150506e-05,-0.00012783177111294868,-3.592661634595796e-05,0.999,0.001,0.002,0.018,True,*
metacognitive,0,Baseline,Control,13,Helpfulness,Pragmatic,-4.373164819975474e-05,-0.00010563432914447728,2.0625905047185534e-05,0.901,0.099,0.198,0.3522558139534884,False,n.s.
metacognitive,0,Baseline,Control,14,Biological,Control,-1.1882069380707635e-05,-5.0722374476206446e-05,3.572682592865158e-05,0.735,0.265,0.53,0.6592682926829269,False,n.s.
metacognitive,0,Baseline,Control,15,Shapes,Control,-1.2636495987079726e-05,-7.494577529224441e-05,5.1100375742474714e-05,0.655,0.345,0.69,0.812076923076923,False,n.s.
metacognitive,0,Baseline,Control,17,Attention,Mental,-3.331157852903073e-05,-8.559275833973864e-05,2.4669262448803203e-05,0.897,0.103,0.206,0.3622758620689655,False,n.s.
metacognitive,0,Baseline,Control,18,SysPrompt (labeled),SysPrompt,-2.034925664249791e-06,-3.975445554910923e-05,4.4300329672254434e-05,0.572,0.428,0.856,0.9158601398601398,False,n.s.
metacognitive,1,Phenomenology,Mental,2,Emotions,Mental,3.830104158354029e-05,-8.207481386479345e-08,7.481543727349935e-05,0.026,0.974,0.052,0.15911999999999998,False,n.s.
metacognitive,1,Phenomenology,Mental,3,Agency,Mental,6.210744037639147e-05,1.7450462816122433e-05,0.000103315284213799,0.01,0.99,0.02,0.09870967741935484,False,n.s.
