Subject,bot_nonsocial,bot_social,hum_nonsocial,hum_social
s001,0.92,1.2,1.16,1.2
s002,0.96,1.0,1.3,1.06
s003,0.76,1.3,1.16,0.96
s004,1.02,1.0,1.06,1.2
s005,0.78,1.06,1.12,1.48
s006,0.54,1.36,1.08,1.38
s007,1.0,1.3,1.0,0.98
s008,0.84,1.04,1.06,1.08
s009,1.1,1.22,0.98,1.5
s010,1.14,1.12,1.2,1.24
s011,0.9,1.16,1.14,1.1
s012,1.14,0.94,1.04,1.26
s013,1.1,1.2,1.18,1.24
s014,0.78,1.3,0.88,1.7
s015,1.04,1.04,0.8,1.28
s016,0.82,1.02,1.28,1.2
s017,0.8,1.18,1.0,0.92
s018,1.2,0.98,1.16,1.3
s019,1.18,1.0,1.24,0.94
s020,1.2,1.28,1.16,1.6
s021,1.0,1.06,1.26,1.52
s022,0.74,0.76,1.16,1.52
s023,1.02,0.62,0.88,1.46
s024,0.78,1.12,1.58,1.1
s025,1.0,1.2,1.1,1.2
s026,1.02,1.4,1.26,1.22
s027,1.06,1.0,1.32,1.04
s028,1.06,0.86,1.42,1.2
s029,0.74,1.4,1.16,1.0
s030,1.12,0.9,1.02,1.6
s031,1.44,0.8,1.16,1.46
s032,0.92,1.14,0.62,1.12
s033,1.22,1.1,1.04,1.44
s034,1.3,1.18,0.88,1.16
s035,1.04,1.32,1.12,1.34
s036,0.78,1.06,1.24,1.54
s037,1.06,1.2,0.96,1.9
s038,1.16,1.1,1.04,0.86
s039,1.02,1.34,0.98,1.06
s040,0.74,1.4,1.02,1.04
s041,0.96,1.14,1.32,1.12
s042,0.88,1.12,1.1,1.28
s043,1.24,1.1,1.32,1.6
s044,0.94,1.06,1.2,1.16
s045,1.5,1.18,1.5,1.16
s046,1.06,1.1,0.98,1.06
s047,1.38,1.24,1.2,1.02
s048,0.96,0.92,1.32,1.02
s049,1.1,1.0,1.22,1.24
s050,1.24,1.0,0.94,0.94
