probe_type,dim_a_id,dim_a_name,dim_a_category,dim_b_id,dim_b_name,dim_b_category,mean_diff,ci95_lo,ci95_hi,p_greater,p_less,p_two_sided,p_fdr,significant_fdr,stars
metacognitive,0,Baseline,Control,1,Phenomenology,Mental,0.00032078565950101866,0.00017625452880812672,0.00046859557334340686,0.0,1.0,0.0,0.0,True,***
metacognitive,0,Baseline,Control,2,Emotions,Mental,0.0002656686271760114,7.405139387639026e-05,0.0004415156619104978,0.0,1.0,0.0,0.0,True,***
metacognitive,0,Baseline,Control,3,Agency,Mental,0.00026925450392233465,0.00010969275090353738,0.0004363940849603275,0.003,0.997,0.006,0.051000000000000004,False,n.s.
metacognitive,0,Baseline,Control,4,Intentions,Mental,0.00013705766747541438,-6.0272810790765705e-05,0.0003256989212541456,0.091,0.909,0.182,0.40800000000000003,False,n.s.
metacognitive,0,Baseline,Control,5,Prediction,Mental,0.0002387130251985562,-1.5752961654725077e-05,0.0004175576592393021,0.029,0.971,0.058,0.22185000000000002,False,n.s.
metacognitive,0,Baseline,Control,6,Cognitive,Mental,0.00014402250182460119,-5.4961359536011346e-05,0.0003413872903634915,0.077,0.923,0.154,0.374,False,n.s.
metacognitive,0,Baseline,Control,7,Social,Mental,6.88543843050002e-05,-0.00019301493550783418,0.0002776048489338374,0.261,0.739,0.522,0.7637142857142857,False,n.s.
metacognitive,0,Baseline,Control,8,Embodiment,Physical,0.00028965701440903925,0.00014228333305862833,0.0004259470354066683,0.0,1.0,0.0,0.0,True,***
metacognitive,0,Baseline,Control,9,Roles,Physical,0.00028854933680768377,0.000120293606086496,0.0004556278249740992,0.003,0.997,0.006,0.051000000000000004,False,n.s.
metacognitive,0,Baseline,Control,10,Animacy,Physical,0.00019530231903746757,3.529385918940399e-05,0.00036774799216538596,0.005,0.995,0.01,0.0765,False,n.s.
metacognitive,0,Baseline,Control,11,Formality,Pragmatic,0.00014800647046806382,-5.437646836337114e-05,0.00034374023311350055,0.084,0.916,0.168,0.39734328358208953,False,n.s.
metacognitive,0,Baseline,Control,12,Expertise,Pragmatic,9.121351815057931e-05,-7.666991374152002e-05,0.0002532971074019592,0.134,0.866,0.268,0.5062222222222222,False,n.s.
metacognitive,0,Baseline,Control,13,Helpfulness,Pragmatic,0.0002097269596769085,-7.065119453266264e-05,0.00043610731849294554,0.07,0.93,0.14,0.3561639344262295,False,n.s.
metacognitive,0,Baseline,Control,14,Biological,Control,0.0003243367129267305,0.00020424632146041414,0.00045927231781898314,0.0,1.0,0.0,0.0,True,***
metacognitive,0,Baseline,Control,15,Shapes,Control,0.00012439363115660377,-9.92234723017938e-05,0.00030406353772655185,0.107,0.893,0.214,0.4424594594594594,False,n.s.
metacognitive,0,Baseline,Control,17,Attention,Mental,8.511111893266312e-05,-0.00013207243938401133,0.00030345137589118915,0.229,0.771,0.458,0.70074,False,n.s.
metacognitive,0,Baseline,Control,18,SysPrompt (labeled),SysPrompt,-5.8740048551867635e-05,-0.00030784217847199956,0.00014536258211563622,0.69,0.31,0.62,0.7839669421487603,False,n.s.
metacognitive,1,Phenomenology,Mental,2,Emotions,Mental,-5.5117032325007296e-05,-0.00019228391498324305,6.72032090626366e-05,0.778,0.222,0.444,0.6861818181818182,False,n.s.
metacognitive,1,Phenomenology,Mental,3,Agency,Mental,-5.153115557868408e-05,-0.00019842373025636892,6.96675931095013e-05,0.783,0.217,0.434,0.6861818181818182,False,n.s.
metacognitive,1,Phenomenology,Mental,4,Intentions,Mental,-0.0001837279920256043,-0.0003815294743857091,-2.8962154943628935e-06,0.979,0.021,0.042,0.18699999999999997,False,n.s.
metacognitive,1,Phenomenology,Mental,5,Prediction,Mental,-8.20726343024625e-05,-0.0003108753423615252,5.942702413435084e-05,0.821,0.179,0.358,0.6154,False,n.s.
metacognitive,1,Phenomenology,Mental,6,Cognitive,Mental,-0.00017676315767641747,-0.00033236369155271116,-4.2423711402346534e-05,0.997,0.003,0.006,0.051000000000000004,False,n.s.
metacognitive,1,Phenomenology,Mental,7,Social,Mental,-0.00025193127519601853,-0.0005004483183629206,-6.834374122972601e-05,1.0,0.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,8,Embodiment,Physical,-3.112864509197945e-05,-0.0001515822346435721,9.82082725304874e-05,0.703,0.297,0.594,0.7637142857142857,False,n.s.
metacognitive,1,Phenomenology,Mental,9,Roles,Physical,-3.2236322693334904e-05,-0.00017435565108072726,9.619295477417018e-05,0.676,0.324,0.648,0.7868571428571429,False,n.s.
metacognitive,1,Phenomenology,Mental,10,Animacy,Physical,-0.00012548334046355114,-0.0002703753610064129,9.599166038837641e-06,0.964,0.036,0.072,0.23947826086956522,False,n.s.
metacognitive,1,Phenomenology,Mental,11,Formality,Pragmatic,-0.0001727791890329549,-0.00034312923657774916,-2.6530726440511836e-06,0.975,0.025,0.05,0.20675675675675675,False,n.s.
