probe_type,dim_a_id,dim_a_name,dim_a_category,dim_b_id,dim_b_name,dim_b_category,mean_diff,ci95_lo,ci95_hi,p_greater,p_less,p_two_sided,p_fdr,significant_fdr,stars
metacognitive,0,Baseline,Control,1,Phenomenology,Mental,-7.04768133361762e-05,-0.00032187136425151995,0.00023635113099756294,0.739,0.261,0.522,0.7592264150943397,False,n.s.
metacognitive,0,Baseline,Control,2,Emotions,Mental,-4.361161354335742e-05,-0.00023095287252836738,0.0002489671601752368,0.709,0.291,0.582,0.7902782608695651,False,n.s.
metacognitive,0,Baseline,Control,3,Agency,Mental,-7.884162963435362e-05,-0.00027384668476476795,0.00022386567139049104,0.81,0.19,0.38,0.646,False,n.s.
metacognitive,0,Baseline,Control,4,Intentions,Mental,-0.00025468168571338775,-0.0004895758877990822,5.8187478700919084e-05,0.955,0.045,0.09,0.35307692307692307,False,n.s.
metacognitive,0,Baseline,Control,5,Prediction,Mental,-0.00013519418900295168,-0.000358179785931569,0.00015391020069179274,0.876,0.124,0.248,0.53125,False,n.s.
metacognitive,0,Baseline,Control,6,Cognitive,Mental,-0.00023258477555636892,-0.000476524042445825,7.953357363908098e-05,0.941,0.059,0.118,0.38718367346938776,False,n.s.
metacognitive,0,Baseline,Control,7,Social,Mental,-0.00015345279366163594,-0.0003552379964583641,0.0001419892746040602,0.893,0.107,0.214,0.4886865671641791,False,n.s.
metacognitive,0,Baseline,Control,8,Embodiment,Physical,-4.683910315119676e-05,-0.00023132489590667272,0.00026281611812942044,0.734,0.266,0.532,0.7607102803738318,False,n.s.
metacognitive,0,Baseline,Control,9,Roles,Physical,-2.2480657235764833e-05,-0.0002961350314569155,0.0002673799137060108,0.57,0.43,0.86,0.899265306122449,False,n.s.
metacognitive,0,Baseline,Control,10,Animacy,Physical,5.0474044842474594e-05,-0.00017221315726687308,0.0003668122042739863,0.367,0.633,0.734,0.8545333333333333,False,n.s.
metacognitive,0,Baseline,Control,11,Formality,Pragmatic,-0.0002094720294999048,-0.0005075399178459534,0.00013996981955468417,0.908,0.092,0.184,0.4715409836065574,False,n.s.
metacognitive,0,Baseline,Control,12,Expertise,Pragmatic,5.584892755445011e-05,-9.211027199782326e-05,0.0003515561521719336,0.356,0.644,0.712,0.8510624999999999,False,n.s.
metacognitive,0,Baseline,Control,13,Helpfulness,Pragmatic,-2.0022542891148973e-05,-0.0002335158219018673,0.00027636055116328235,0.627,0.373,0.746,0.8545333333333333,False,n.s.
metacognitive,0,Baseline,Control,14,Biological,Control,-1.415890555691288e-06,-0.00015305087553776163,0.0002879543029042683,0.611,0.389,0.778,0.8752500000000001,False,n.s.
metacognitive,0,Baseline,Control,15,Shapes,Control,-8.584029991710704e-05,-0.0002929805499561739,0.00021977718553239207,0.798,0.202,0.404,0.6718695652173914,False,n.s.
metacognitive,0,Baseline,Control,17,Attention,Mental,-0.00020494230681414823,-0.00039916539732055584,0.00010791207541912984,0.94,0.06,0.12,0.38718367346938776,False,n.s.
metacognitive,0,Baseline,Control,18,SysPrompt (labeled),SysPrompt,4.0768884360575425e-05,-0.00010775964243046172,0.0003281990579299048,0.429,0.571,0.858,0.899265306122449,False,n.s.
metacognitive,1,Phenomenology,Mental,2,Emotions,Mental,2.686519979281879e-05,-0.00013707549457640786,0.00023456078346816117,0.432,0.568,0.864,0.899265306122449,False,n.s.
metacognitive,1,Phenomenology,Mental,3,Agency,Mental,-8.364816298177424e-06,-0.00019018796125944138,0.00020973086712890336,0.57,0.43,0.86,0.899265306122449,False,n.s.
metacognitive,1,Phenomenology,Mental,4,Intentions,Mental,-0.00018420487237721153,-0.00041679664206010613,5.956466372690716e-05,0.925,0.075,0.15,0.4395272727272727,False,n.s.
metacognitive,1,Phenomenology,Mental,5,Prediction,Mental,-6.471737566677548e-05,-0.0002958705562033032,0.00018011327790641755,0.703,0.297,0.594,0.7902782608695651,False,n.s.
metacognitive,1,Phenomenology,Mental,6,Cognitive,Mental,-0.0001621079622201927,-0.00038171478628670796,0.00010990247737111312,0.898,0.102,0.204,0.4801846153846154,False,n.s.
metacognitive,1,Phenomenology,Mental,7,Social,Mental,-8.297598032545975e-05,-0.00028022050954239924,0.00014367509282969736,0.782,0.218,0.436,0.6931836734693878,False,n.s.
metacognitive,1,Phenomenology,Mental,8,Embodiment,Physical,2.3637710184979442e-05,-0.00018873857239678615,0.0002592298538261301,0.432,0.568,0.864,0.899265306122449,False,n.s.
metacognitive,1,Phenomenology,Mental,9,Roles,Physical,4.799615610041137e-05,-0.00021676790310789837,0.00028112340353818365,0.31,0.69,0.62,0.8107692307692308,False,n.s.
metacognitive,1,Phenomenology,Mental,10,Animacy,Physical,0.00012095085817865078,-0.00015265851009172536,0.0003752448836115869,0.173,0.827,0.346,0.6226744186046511,False,n.s.
metacognitive,1,Phenomenology,Mental,11,Formality,Pragmatic,-0.00013899521616372857,-0.0004728333993769035,0.00014782914546247012,0.804,0.196,0.392,0.6590769230769231,False,n.s.
metacognitive,1,Phenomenology,Mental,12,Expertise,Pragmatic,0.00012632574089062632,-4.434322143367893e-05,0.0003490749522702108,0.105,0.895,0.21,0.48681818181818176,False,n.s.
metacognitive,1,Phenomenology,Mental,13,Helpfulness,Pragmatic,5.0454270445027235e-05,-0.00019759846522739865,0.0003112138952990934,0.349,0.651,0.698,0.8457165354330708,False,n.s.
metacognitive,1,Phenomenology,Mental,14,Biological,Control,6.906092278048492e-05,-8.900312556907409e-05,0.00026629180756465506,0.234,0.766,0.468,0.711980198019802,False,n.s.
metacognitive,1,Phenomenology,Mental,15,Shapes,Control,-1.5363486580930833e-05,-0.00021922656003253322,0.00022937729623987772,0.574,0.426,0.852,0.899265306122449,False,n.s.
metacognitive,1,Phenomenology,Mental,17,Attention,Mental,-0.00013446549347797203,-0.0003090886245846275,5.5320418182263834e-05,0.923,0.077,0.154,0.4395272727272727,False,n.s.
metacognitive,1,Phenomenology,Mental,18,SysPrompt (labeled),SysPrompt,0.00011124569769675162,-6.144499477805465e-05,0.0003366456434510462,0.132,0.868,0.264,0.5314736842105263,False,n.s.
metacognitive,2,Emotions,Mental,3,Agency,Mental,-3.523001609099621e-05,-0.00019252919793622228,0.00011618404988490256,0.678,0.322,0.644,0.8210999999999999,False,n.s.
metacognitive,2,Emotions,Mental,4,Intentions,Mental,-0.0002110700721700303,-0.000407864415896474,-1.4698324729431662e-05,0.986,0.014,0.028,0.252,False,n.s.
metacognitive,2,Emotions,Mental,5,Prediction,Mental,-9.158257545959426e-05,-0.00027694430228150256,7.030918556033483e-05,0.87,0.13,0.26,0.5314736842105263,False,n.s.
metacognitive,2,Emotions,Mental,6,Cognitive,Mental,-0.00018897316201301148,-0.00039616630502036995,2.6589859064738788e-05,0.961,0.039,0.078,0.32254054054054054,False,n.s.
metacognitive,2,Emotions,Mental,7,Social,Mental,-0.00010984118011827854,-0.0002794278188535385,5.596061778609479e-05,0.91,0.09,0.18,0.4715409836065574,False,n.s.
metacognitive,2,Emotions,Mental,8,Embodiment,Physical,-3.227489607839346e-06,-0.0001851876949783633,0.00015970695795231734,0.5,0.5,1.0,1.0,False,n.s.
