Subject,bot_nonsocial,bot_social,hum_nonsocial,hum_social
s001,0.42,0.14,0.5,0.34
s002,0.58,0.2,0.48,0.28
s003,0.3,0.2,0.54,0.22
s004,0.3,0.2,0.48,0.24
s005,0.26,0.2,0.56,0.36
s006,0.34,0.2,0.6,0.28
s007,0.62,0.12,0.42,0.28
s008,0.3,0.22,0.52,0.3
s009,0.38,0.38,0.38,0.32
s010,0.38,0.24,0.48,0.28
s011,0.48,0.18,0.42,0.36
s012,0.34,0.3,0.38,0.3
s013,0.34,0.22,0.56,0.28
s014,0.38,0.26,0.5,0.28
s015,0.38,0.22,0.5,0.34
s016,0.48,0.22,0.48,0.36
s017,0.5,0.32,0.38,0.34
s018,0.26,0.14,0.34,0.28
s019,0.36,0.24,0.5,0.38
s020,0.42,0.28,0.48,0.36
s021,0.42,0.4,0.62,0.34
s022,0.44,0.16,0.38,0.3
s023,0.34,0.2,0.5,0.36
s024,0.44,0.12,0.5,0.38
s025,0.36,0.08,0.66,0.36
s026,0.38,0.18,0.48,0.4
s027,0.5,0.14,0.52,0.32
s028,0.48,0.3,0.54,0.22
s029,0.26,0.36,0.5,0.28
s030,0.34,0.22,0.5,0.32
s031,0.44,0.32,0.42,0.28
s032,0.32,0.18,0.46,0.32
s033,0.22,0.24,0.5,0.32
s034,0.36,0.18,0.38,0.36
s035,0.38,0.16,0.36,0.38
s036,0.36,0.3,0.42,0.26
s037,0.32,0.24,0.52,0.32
s038,0.42,0.22,0.66,0.32
s039,0.36,0.28,0.34,0.38
s040,0.28,0.26,0.52,0.28
s041,0.38,0.3,0.58,0.34
s042,0.44,0.12,0.4,0.36
s043,0.4,0.44,0.48,0.28
s044,0.4,0.24,0.44,0.3
s045,0.54,0.34,0.46,0.34
s046,0.34,0.28,0.7,0.36
s047,0.38,0.2,0.42,0.44
s048,0.3,0.16,0.48,0.3
s049,0.48,0.2,0.34,0.3
s050,0.44,0.16,0.4,0.32
