human_mean,ai_mean,diff,t,p,cohen_d,ci_lo,ci_hi,n_human,n_ai,dimension,p_fdr
0.011818227,0.015838675,-0.004020448,-3.1244646657678166,0.0018068663412241807,-0.13973032,-0.00666140818502754,-0.0016067839460447435,1000,1000,10_animacy,0.006324032194284632
-0.00061116833,-0.0023141357,0.0017029673,2.8526519243159387,0.004380215125105225,0.12757447,0.0005039187133661471,0.0029334315098822118,1000,1000,11_formality,0.01226460235029463
-0.009181371,-0.010457219,0.0012758477,1.7598097958913288,0.07859307399823286,0.078701094,-0.00021990181412547824,0.0026961096096783876,1000,1000,12_expertise,0.1294474159970894
-0.008660901,-0.009213671,0.00055276975,0.9418405081359573,0.3463881628682446,0.04212039,-0.0006385544547811151,0.0017484577256254852,1000,1000,13_helpfulness,0.3730334061658019
-0.009592163,-0.005766278,-0.0038258852,-4.162019021878967,3.288327754306124e-05,-0.18613116,-0.005641472723800689,-0.0020871478598564865,1000,1000,14_biological,0.0002301829428014287
0.0050059864,0.005949126,-0.00094313966,-1.6236069065880188,0.1046174752331688,-0.07260991,-0.0020366613287478687,0.0003409307915717363,1000,1000,15_shapes,0.15417312139624878
-0.0048049586,-0.001002404,-0.0038025547,-6.23620761909299,5.455731164574514e-10,-0.27889168,-0.0050046660820953544,-0.0026554384210612627,1000,1000,16_human,1.527604726080864e-08
0.01350177,0.017301206,-0.0037994357,-5.465869392216656,5.182861420394946e-08,-0.24444112,-0.005086985602974892,-0.0024994857842102645,1000,1000,17_ai,7.256005988552925e-07
0.020193277,0.019537402,0.0006558746,0.983368250772189,0.3255452914872289,0.043977566,-0.0005746691022068262,0.002011384256184101,1000,1000,18_attention,0.3646107264656963
0.026342139,0.027463805,-0.0011216663,-1.1533043112240897,0.2489234497051301,-0.05157734,-0.0028778331819921733,0.0008074508048593995,1000,1000,1_phenomenology,0.30303724311928887
-0.02538589,-0.027405629,0.0020197388,2.1932212891410647,0.028406323298589328,0.09808384,9.655812755227103e-06,0.003814177168533205,1000,1000,20_sysprompt_talkto_human,0.05642995735445957
-0.028680671,-0.027796337,-0.0008843336,-1.043367402099767,0.29690438693692817,-0.04666081,-0.002514279400929809,0.0008337310049682854,1000,1000,21_sysprompt_talkto_ai,0.34638845142641617
-0.020799045,-0.022887452,0.002088407,2.1686048762841916,0.030230334297031914,0.09698296,0.00031103733927011494,0.003906550537794829,1000,1000,22_sysprompt_bare_human,0.05642995735445957
-0.02186175,-0.020737957,-0.0011237934,-1.3834381982151527,0.16668509431702225,-0.06186924,-0.0027448588982224463,0.0004402893595397472,1000,1000,23_sysprompt_bare_ai,0.23335913204383116
-0.005066004,-0.0048843184,-0.00018168567,-0.3147342847372773,0.7529962739050116,-0.014075346,-0.0013250295538455247,0.0008867256925441325,1000,1000,25_beliefs,0.7529962739050116
0.02833809,0.026810875,0.0015272144,1.9133186487410538,0.055850050439018396,0.08556621,-0.0001629796344786882,0.003042452642694115,1000,1000,26_desires,0.09773758826828219
0.049100168,0.04521434,0.003885828,3.738054032507727,0.00019066328985819706,0.16717087,0.0018156551755964757,0.005831007193773985,1000,1000,27_goals,0.0008897620193382529
0.029002326,0.028026091,0.0009762347,1.1941382950791781,0.23256562470769213,0.05340349,-0.000569784129038453,0.0026060025207698344,1000,1000,2_emotions,0.2959926132643354
0.009471131,0.009881571,-0.00041044038,-0.6139814386275517,0.5392974914939593,-0.027458087,-0.001615594350732863,0.000909800361841917,1000,1000,30_granite_sandstone,0.5592714726604023
-0.0049586403,-0.0034106842,-0.0015479561,-2.4764296145972957,0.013352634455480617,-0.110749304,-0.0027425731939729305,-0.0004032536526210607,1000,1000,31_squares_triangles,0.028759520365650562
-0.0017133364,-0.0010998818,-0.0006134546,-1.207331174307736,0.22744753476062765,-0.053993493,-0.0016048830293584615,0.0003970241028582675,1000,1000,32_horizontal_vertical,0.2959926132643354
0.035071976,0.0329374,0.0021345764,2.652445942961557,0.008054326491754481,0.118620984,0.0006152532994747161,0.0037665687501430506,1000,1000,3_agency,0.020501921979011406
0.057546988,0.05253963,0.0050073564,4.339049164570799,1.5023878343567151e-05,0.19404817,0.002745180297642946,0.0073223993182182315,1000,1000,4_intentions,0.0001402228645399601
0.0069855563,0.005596078,0.0013894783,2.5062043782995205,0.012282413273613213,0.11208087,0.000322967697866261,0.0025182887795381246,1000,1000,5_prediction,0.028658964305097498
-0.0074595427,-0.009781732,0.0023221895,2.9085678989931494,0.003670973843954849,0.13007511,0.0006543570430949331,0.0038809455116279425,1000,1000,6_cognitive,0.011420807514526198
-0.017481942,-0.018640041,0.0011580996,1.6383581572814956,0.10150445373326894,0.073269606,-0.0002184892538934946,0.0024527067318558687,1000,1000,7_social,0.15417312139624878
0.0007715446,0.0044301776,-0.003658633,-3.786514604011702,0.0001572855023632397,-0.16933809,-0.005633298412431031,-0.0017523997375974434,1000,1000,8_embodiment,0.0008807988132341424
0.035805542,0.032840148,0.0029653944,3.194366741262373,0.0014232178114364346,0.14285642,0.0011991964653134345,0.004722956568002701,1000,1000,9_roles,0.005692871245745738
