probe_type,dim_a_id,dim_a_name,dim_a_category,dim_b_id,dim_b_name,dim_b_category,mean_diff,ci95_lo,ci95_hi,p_greater,p_less,p_two_sided,p_fdr,significant_fdr,stars
metacognitive,0,Baseline,Control,1,Phenomenology,Mental,0.00022805754305675494,0.0001001572476491677,0.00035162665303285095,0.0,1.0,0.0,0.0,True,***
metacognitive,0,Baseline,Control,2,Emotions,Mental,0.00024314856888112908,9.615791157618556e-05,0.0003729800166219759,0.001,0.999,0.002,0.006954545454545455,True,**
metacognitive,0,Baseline,Control,3,Agency,Mental,0.00015680103748428014,-2.5146333855457768e-05,0.0003021468609471998,0.036,0.964,0.072,0.14306493506493506,False,n.s.
metacognitive,0,Baseline,Control,4,Intentions,Mental,5.8479936635642066e-05,-0.00012770910074895724,0.00023465885223045906,0.279,0.721,0.558,0.672236220472441,False,n.s.
metacognitive,0,Baseline,Control,5,Prediction,Mental,0.00012733035840689248,-0.00012409774321201842,0.0003089953056585315,0.141,0.859,0.282,0.4188932038834951,False,n.s.
metacognitive,0,Baseline,Control,6,Cognitive,Mental,-6.202625313611118e-06,-0.00019104965909350912,0.00016763070412131325,0.528,0.472,0.944,0.956503311258278,False,n.s.
metacognitive,0,Baseline,Control,7,Social,Mental,1.8347472271174996e-05,-0.00025459472641932017,0.0002264071223911244,0.394,0.606,0.788,0.8490422535211268,False,n.s.
metacognitive,0,Baseline,Control,8,Embodiment,Physical,0.00030692642936617283,0.00020659751266445184,0.0004094295692825642,0.0,1.0,0.0,0.0,True,***
metacognitive,0,Baseline,Control,9,Roles,Physical,0.0002028405393004703,2.4199729114337004e-05,0.0003465442236552024,0.015,0.985,0.03,0.07285714285714286,False,n.s.
metacognitive,0,Baseline,Control,10,Animacy,Physical,0.00019639234704195693,6.655759182609758e-05,0.00033882944506175407,0.002,0.998,0.004,0.013021276595744681,True,*
metacognitive,0,Baseline,Control,11,Formality,Pragmatic,7.808008957938885e-05,-9.343278477981196e-05,0.0002446791735199074,0.187,0.813,0.374,0.5109107142857143,False,n.s.
metacognitive,0,Baseline,Control,12,Expertise,Pragmatic,-7.498874333704602e-05,-0.0002692315610158117,8.710376748684207e-05,0.811,0.189,0.378,0.5118053097345133,False,n.s.
metacognitive,0,Baseline,Control,13,Helpfulness,Pragmatic,0.00018406646315045826,-3.421275927158607e-05,0.00036805747251100035,0.048,0.952,0.096,0.18133333333333335,False,n.s.
metacognitive,0,Baseline,Control,14,Biological,Control,0.000294335403218869,0.00019703303040388036,0.0004011829253822613,0.0,1.0,0.0,0.0,True,***
metacognitive,0,Baseline,Control,15,Shapes,Control,-6.984427934816209e-05,-0.00030805897203799556,0.00014583623444124421,0.723,0.277,0.554,0.672236220472441,False,n.s.
metacognitive,0,Baseline,Control,17,Attention,Mental,-6.535814050929683e-05,-0.0002723271702019678,0.00014936390032078078,0.743,0.257,0.514,0.6446065573770492,False,n.s.
metacognitive,0,Baseline,Control,18,SysPrompt (labeled),SysPrompt,-0.00048664496911669477,-0.0007175644691033953,-0.00029275086296039286,1.0,0.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,2,Emotions,Mental,1.509102582437416e-05,-9.597221162252613e-05,0.00011618708488786681,0.374,0.626,0.748,0.8116595744680851,False,n.s.
metacognitive,1,Phenomenology,Mental,3,Agency,Mental,-7.125650557247479e-05,-0.00023416845043369293,4.8826161210308926e-05,0.853,0.147,0.294,0.43251923076923077,False,n.s.
metacognitive,1,Phenomenology,Mental,4,Intentions,Mental,-0.00016957760642111286,-0.000336579448622953,-4.5565093483366905e-06,0.976,0.024,0.048,0.1006027397260274,False,n.s.
metacognitive,1,Phenomenology,Mental,5,Prediction,Mental,-0.00010072718464986244,-0.0003571555569634476,7.106529545324767e-05,0.835,0.165,0.33,0.47186915887850467,False,n.s.
metacognitive,1,Phenomenology,Mental,6,Cognitive,Mental,-0.00023426016837036604,-0.00040504793698165656,-8.477239386781909e-05,0.999,0.001,0.002,0.006954545454545455,True,**
metacognitive,1,Phenomenology,Mental,7,Social,Mental,-0.00020971007078557992,-0.00045058977401402826,-2.915172330585973e-05,0.996,0.004,0.008,0.02353846153846154,True,*
metacognitive,1,Phenomenology,Mental,8,Embodiment,Physical,7.886888630941791e-05,9.568383633530232e-06,0.00016636307105979034,0.013,0.987,0.026,0.06521311475409836,False,n.s.
metacognitive,1,Phenomenology,Mental,9,Roles,Physical,-2.521700375628462e-05,-0.00016927415348294014,8.613657972891234e-05,0.631,0.369,0.738,0.8065285714285715,False,n.s.
metacognitive,1,Phenomenology,Mental,10,Animacy,Physical,-3.166519601479801e-05,-0.00012351774821749072,6.554442347404032e-05,0.754,0.246,0.492,0.6273,False,n.s.
metacognitive,1,Phenomenology,Mental,11,Formality,Pragmatic,-0.00014997745347736607,-0.0002844626722989323,-8.993071719461223e-06,0.978,0.022,0.044,0.0948169014084507,False,n.s.
metacognitive,1,Phenomenology,Mental,12,Expertise,Pragmatic,-0.00030304628639380094,-0.0004768831635471148,-0.00015647264538068683,1.0,0.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,13,Helpfulness,Pragmatic,-4.3991079906296674e-05,-0.00023919764609768625,0.00010614102291038663,0.64,0.36,0.72,0.7925179856115108,False,n.s.
metacognitive,1,Phenomenology,Mental,14,Biological,Control,6.627786016211402e-05,8.666911701979061e-07,0.0001448199971236786,0.025,0.975,0.05,0.10337837837837838,False,n.s.
metacognitive,1,Phenomenology,Mental,15,Shapes,Control,-0.000297901822404917,-0.0005458284314117918,-9.908150545026868e-05,0.999,0.001,0.002,0.006954545454545455,True,**
metacognitive,1,Phenomenology,Mental,17,Attention,Mental,-0.00029341568356605174,-0.00046225388425004816,-0.00012322656252272416,1.0,0.0,0.0,0.0,True,***
metacognitive,1,Phenomenology,Mental,18,SysPrompt (labeled),SysPrompt,-0.0007147025121734496,-0.0009375928359526444,-0.0005319261973635872,1.0,0.0,0.0,0.0,True,***
metacognitive,2,Emotions,Mental,3,Agency,Mental,-8.634753139684893e-05,-0.0002501467637077689,4.1820325479467206e-05,0.89,0.11,0.22,0.3470103092783505,False,n.s.
metacognitive,2,Emotions,Mental,4,Intentions,Mental,-0.00018466863224548703,-0.00036226680859580254,-9.461458424387694e-06,0.98,0.02,0.04,0.09,False,n.s.
metacognitive,2,Emotions,Mental,5,Prediction,Mental,-0.00011581821047423661,-0.00036609427026648516,5.417389277757601e-05,0.895,0.105,0.21,0.33468749999999997,False,n.s.
metacognitive,2,Emotions,Mental,6,Cognitive,Mental,-0.00024935119419474024,-0.0004104722331328444,-7.53943436694327e-05,0.996,0.004,0.008,0.02353846153846154,True,*
metacognitive,2,Emotions,Mental,7,Social,Mental,-0.0002248010966099541,-0.000491654449110566,-3.4338572642079584e-05,0.992,0.008,0.016,0.04294736842105263,True,*
metacognitive,2,Emotions,Mental,8,Embodiment,Physical,6.377786048504374e-05,-2.5929846861183493e-05,0.00017563467090562994,0.082,0.918,0.164,0.27573626373626375,False,n.s.
metacognitive,2,Emotions,Mental,9,Roles,Physical,-4.030802958065878e-05,-0.00018030004482958768,8.054944291886283e-05,0.732,0.268,0.536,0.6638225806451613,False,n.s.
metacognitive,2,Emotions,Mental,10,Animacy,Physical,-4.675622183917217e-05,-0.00015143025093373018,6.992475204895354e-05,0.789,0.211,0.422,0.5614434782608696,False,n.s.
metacognitive,2,Emotions,Mental,11,Formality,Pragmatic,-0.00016506847930174024,-0.0003137652651736012,-7.644734033785333e-06,0.98,0.02,0.04,0.09,False,n.s.
metacognitive,2,Emotions,Mental,12,Expertise,Pragmatic,-0.0003181373122181751,-0.0004607101387735163,-0.00017514605882024874,1.0,0.0,0.0,0.0,True,***
metacognitive,2,Emotions,Mental,13,Helpfulness,Pragmatic,-5.908210573067084e-05,-0.0002352283538411985,9.50477748830008e-05,0.749,0.251,0.502,0.6347603305785123,False,n.s.
metacognitive,2,Emotions,Mental,14,Biological,Control,5.118683433773986e-05,-2.8678096348776924e-05,0.00016215777834701736,0.123,0.877,0.246,0.37638,False,n.s.
