Subject,bot,hum
s001,0.6668599999999999,0.68273
s002,0.67073,0.70033
s003,0.6745099999999999,0.67215
s004,0.69135,0.6700499999999999
s005,0.68467,0.6810299999999999
s006,0.66964,0.6820499999999999
s007,0.6738,0.6942
s008,0.6868099999999999,0.6618299999999999
s009,0.68719,0.69271
s010,0.6724899999999999,0.69631
s011,0.6900799999999999,0.67728
s012,0.7015300000000001,0.68163
s013,0.6916599999999999,0.68064
s014,0.67551,0.6833199999999999
s015,0.67942,0.6693000000000001
s016,0.68545,0.69575
s017,0.6983799999999999,0.6862699999999999
s018,0.68132,0.68903
s019,0.6970000000000001,0.69324
s020,0.6652899999999999,0.70297
s021,0.69982,0.68514
s022,0.70369,0.66985
s023,0.67682,0.6795699999999999
s024,0.6781099999999999,0.72048
s025,0.66818,0.68781
s026,0.65065,0.6946599999999999
s027,0.67703,0.6954600000000001
s028,0.68936,0.6946800000000001
s029,0.6907800000000001,0.68865
s030,0.68011,0.69613
s031,0.67534,0.67297
s032,0.65779,0.68998
s033,0.69529,0.68729
s034,0.6692100000000001,0.7025
s035,0.6747799999999999,0.71336
s036,0.70073,0.6727
s037,0.69036,0.6823699999999999
s038,0.69685,0.6647
s039,0.6774899999999999,0.6823699999999999
s040,0.7132000000000001,0.6833499999999999
s041,0.68247,0.69682
s042,0.68754,0.6737000000000001
s043,0.6788299999999999,0.6928700000000001
s044,0.68971,0.68977
s045,0.6743399999999999,0.7003400000000001
s046,0.6866800000000001,0.6992700000000001
s047,0.6657599999999999,0.68889
s048,0.69152,0.69279
s049,0.67333,0.7155799999999999
s050,0.6895699999999999,0.68316
