metric,label,anova_F,anova_p,anova_eta2,anova_sig,mean_gregory,sem_gregory,mean_rebecca,sem_rebecca,mean_chatgpt,sem_chatgpt,mean_gpt-4,sem_gpt-4,dz_Gregory_vs_Rebecca,padj_Gregory_vs_Rebecca,sig_Gregory_vs_Rebecca,dz_Gregory_vs_ChatGPT,padj_Gregory_vs_ChatGPT,sig_Gregory_vs_ChatGPT,dz_Gregory_vs_GPT-4,padj_Gregory_vs_GPT-4,sig_Gregory_vs_GPT-4,dz_Rebecca_vs_ChatGPT,padj_Rebecca_vs_ChatGPT,sig_Rebecca_vs_ChatGPT,dz_Rebecca_vs_GPT-4,padj_Rebecca_vs_GPT-4,sig_Rebecca_vs_GPT-4,dz_ChatGPT_vs_GPT-4,padj_ChatGPT_vs_GPT-4,sig_ChatGPT_vs_GPT-4
fung_referential_rate,Fung: Referential DMs,6.211169610318714,0.000531148381494706,0.08929058947117803,***,0.08070090378117489,0.0006752680102708784,0.08289427051836551,0.000643674698300874,0.07927399988650997,0.0006430470671764718,0.07944695352626326,0.0006755032799857174,-0.29820441013467364,0.0802258307917959,,0.2068902944889891,0.21557475713632748,,0.1925172225070781,0.21557475713632748,,0.6302407473146057,0.0002906425782921736,***,0.46038847371666347,0.006169587414703911,**,-0.02881255602068924,0.8394039508234221,
fung_structural_rate,Fung: Structural DMs,7.808164644677457,7.150836131342153e-05,0.10931649619950565,***,0.07615534574079721,0.0006888845601549228,0.07826967889617203,0.0006397036441758018,0.07396806806107134,0.0007444692734724123,0.07428583819827639,0.0007246742417730464,-0.28736213701635066,0.060943490880433805,,0.295459051520698,0.060943490880433805,,0.2831892914403097,0.060943490880433805,,0.634486078884757,0.00026309838836901796,***,0.5259382806342605,0.0015443475486448415,**,-0.046575762131290215,0.7433020994017024,
fung_cognitive_rate,Fung: Cognitive DMs,26.905980222743892,6.261657858885883e-14,0.3151326989806059,***,0.016313368798643917,0.0005141886536079736,0.015649535375782106,0.0005319576625865408,0.011024257063734756,0.0005277605808034989,0.011661956214728968,0.00038353425430132955,0.11524002543899531,0.419089735014712,,0.9396334085656427,7.082948036033658e-08,***,1.0567183236682587,7.413590535389279e-09,***,0.7887636861947391,1.5610041325238061e-06,***,0.8437678246755156,5.274262681939317e-07,***,-0.1356258791919667,0.4107085519632074,
fung_total_rate,Fung: Discourse Markers (Total),43.20167902375969,1.1102230246251565e-16,0.40852797098330523,***,0.11934542008381303,0.0009813889544912511,0.1207582977857955,0.0011543259110186291,0.10628379568978052,0.0013114421263464543,0.10803519479274462,0.0009851217700399314,-0.11773740999009163,0.4091497097774511,,1.0946195122671585,9.55892178839351e-10,***,1.295930465666896,2.0204433698295364e-11,***,1.2047775213099983,9.318948017639327e-11,***,1.041515312492382,2.7155574750507873e-09,***,-0.15661059544135933,0.32823109905268116,
nonfluency_rate,Nonfluency Rate (LIWC),0.10483865232006288,0.9571361902602976,0.0018177506448632387,,0.001379165704635779,9.648771040780528e-05,0.0013685223384977882,0.00011293237461984835,0.0013462184459141326,9.437974984433862e-05,0.0013029120367936842,8.59469239065976e-05,0.009457943131405558,0.9469511602050112,,0.03241633759931214,0.9469511602050112,,0.0752238781795256,0.9469511602050112,,0.01992479103302902,0.9469511602050112,,0.061311045045324815,0.9469511602050112,,0.048286056135102326,0.9469511602050112,
liwc_filler_rate,Filler Rate (LIWC),22.73384208258888,3.785527447064396e-12,0.261701855868333,***,0.002852262368025838,0.00014941501544286754,0.002708008632952176,0.00017432857934072268,0.0013750614138157862,0.00017348578091961437,0.0016067190743185,0.00012259141620020545,0.07882660532068578,0.5797996616919046,,0.8832351810508476,2.935338563374467e-07,***,1.013429589797601,2.202370387854008e-08,***,0.7494704178830541,4.1855057105793084e-06,***,0.7488539649350322,4.1855057105793084e-06,***,-0.1651447335848633,0.29827036009746133,
disfluency_rate,Disfluency Rate (Total),16.468719019036968,2.8020128439720793e-09,0.21255346595906674,***,0.004231428072661616,0.00018764123728997424,0.004076530971449964,0.00020187603333609512,0.002721279859729919,0.00019631744071622954,0.0029096311111121848,0.0001523279965852342,0.0696816600392864,0.6244085711158711,,0.7250172599167395,1.5010058573534674e-05,***,0.7709719050859439,9.703805424197399e-06,***,0.6810715705446683,2.9002261372358426e-05,***,0.6657801769097639,3.136154264069596e-05,***,-0.11120952748421113,0.5225247960613022,
like_rate,Discourse 'Like' Rate,20.40838805431851,4.115985330344074e-11,0.26613692097632147,***,0.010325810989174709,0.0004354999290185322,0.010192847006208736,0.0004493143363774732,0.0065535410204728296,0.0004353941778040932,0.006925451604824462,0.0003471001070957423,0.026459002953429057,0.8523599355442905,,0.8430698997741103,9.216518774865058e-07,***,0.8376736055169903,9.216518774865058e-07,***,0.7255177751748244,7.413900693060702e-06,***,0.7711077531571012,3.2237535079238436e-06,***,-0.08939228665150024,0.6363127661994004,
tom_rate,ToM Phrases Rate,10.124903927496154,4.191587645419048e-06,0.1374150040787331,***,0.002624820221487649,0.00013742990655453226,0.0025287443329173732,0.00015307494553880806,0.001712609144765659,0.00011090185772948306,0.0021339531689863185,0.00010979183170918027,0.0661882640717741,0.6418442037048143,,0.7062580724421734,4.7381944204276694e-05,***,0.3681738077183283,0.018271770387989772,*,0.5635301325420801,0.000672219044787973,***,0.32472886199968437,0.031178371114779495,*,-0.39253800688345036,0.015557552171316455,*
politeness_rate,Politeness Rate,16.037356263052974,4.512095364006541e-09,0.21262534676562134,***,0.006307800680447069,0.00024834852751445526,0.005903711703025716,0.00018719913169043263,0.007828199969789881,0.0002900601950186319,0.008035574904827763,0.0002809969560091163,0.17286354155915606,0.2729162284038483,,-0.5475600328193774,0.0004800225052476422,***,-0.6449385118334813,6.856752973271166e-05,***,-0.7333253075115534,1.2251885081881609e-05,***,-0.9761057046776603,5.643614138467228e-08,***,-0.06291267796128373,0.6583800069010565,
sentiment,Sentiment (VADER),1.0862504644311297,0.3569250714648343,0.015813468137338273,,0.9552521999999999,0.0045677728469380435,0.96172,0.0038395669360393437,0.96050544,0.0030321025350386406,0.9640902,0.0028950780566827043,-0.16273283721173698,0.5030516843421413,,-0.13759277115149907,0.5030516843421413,,-0.2129074777255874,0.5030516843421413,,0.03419501628221876,0.8099478817307326,,-0.07286717109507947,0.7304352715584908,,-0.14292381473877191,0.5030516843421413,
quality,Conv. Quality (1–4),32.39952536719868,4.440892098500626e-16,0.34168572470252684,***,2.952,0.0174355957741627,2.934,0.014458949633005718,2.8759999999999994,0.02259853706661164,3.145999999999999,0.02444652640072255,0.11077377899505778,0.4372271645229315,,0.3808559445676345,0.014497125110795633,*,-0.7727643181501054,3.094329608075589e-06,***,0.32487277965487715,0.03110312998726465,*,-0.9976146532527831,1.6403786775344738e-08,***,-1.2289840077608514,1.0290540880217149e-10,***
connectedness,Connectedness (1–4),10.174368453481303,3.949103421385658e-06,0.13185695281321033,***,3.048,0.015183234577813062,3.0520000000000005,0.01812428745960424,2.99,0.01220571963616791,2.9539999999999997,0.014058188114448627,-0.02214147968319364,0.8762318523173693,,0.4425084546966569,0.005904442830245095,**,0.6489139251401602,0.00011622403397686999,***,0.40687102666953107,0.008895198580513478,**,0.6397539316484602,0.00011622403397686999,***,0.2938987856244263,0.051543051011925335,
