probe_type,dim_a_id,dim_a_name,dim_a_category,dim_b_id,dim_b_name,dim_b_category,mean_diff,ci95_lo,ci95_hi,p_greater,p_less,p_two_sided,p_fdr,significant_fdr,stars
metacognitive,0,Baseline,Control,1,Phenomenology,Mental,5.456511196568882e-05,-6.43945347548748e-05,0.00021408392672802917,0.217,0.783,0.434,0.6205794392523365,False,n.s.
metacognitive,0,Baseline,Control,2,Emotions,Mental,-3.189510297871559e-05,-0.00015602567728064572,0.0001342747159458695,0.715,0.285,0.57,0.73695,False,n.s.
metacognitive,0,Baseline,Control,3,Agency,Mental,-1.3658271424189323e-05,-0.00015129220566471456,0.00014500065564282798,0.615,0.385,0.77,0.85425,False,n.s.
metacognitive,0,Baseline,Control,4,Intentions,Mental,-3.0023543626700713e-05,-0.0001572398394384984,0.00013073863631661253,0.699,0.301,0.602,0.7612066115702479,False,n.s.
metacognitive,0,Baseline,Control,5,Prediction,Mental,-9.748311179152932e-05,-0.0002843529332480595,0.00011655646414955836,0.841,0.159,0.318,0.5208510638297873,False,n.s.
metacognitive,0,Baseline,Control,6,Cognitive,Mental,-6.92800133166399e-05,-0.0001823647713774746,8.764085111777575e-05,0.847,0.153,0.306,0.5144835164835164,False,n.s.
metacognitive,0,Baseline,Control,7,Social,Mental,-0.00026318072430624374,-0.0004294213758786413,-6.870827604205858e-05,0.993,0.007,0.014,0.05492307692307692,False,n.s.
metacognitive,0,Baseline,Control,8,Embodiment,Physical,6.704739180290992e-05,-4.9213603772282324e-05,0.00021356508116037964,0.16,0.84,0.32,0.5208510638297873,False,n.s.
metacognitive,0,Baseline,Control,9,Roles,Physical,-1.8093040112535117e-05,-0.00017607799447648008,0.00014101919172302847,0.598,0.402,0.804,0.85425,False,n.s.
metacognitive,0,Baseline,Control,10,Animacy,Physical,2.105704275150433e-05,-0.00010014384775742041,0.00017497624965225113,0.399,0.601,0.798,0.85425,False,n.s.
metacognitive,0,Baseline,Control,11,Formality,Pragmatic,-4.2595660617087666e-05,-0.0001841712898975664,0.00013413964217138196,0.729,0.271,0.542,0.727421052631579,False,n.s.
metacognitive,0,Baseline,Control,12,Expertise,Pragmatic,-8.542487026939083e-05,-0.00021893182796208418,8.607834303171596e-05,0.883,0.117,0.234,0.442,False,n.s.
