subject,trial,turn,partner_type,label,topic,sub_word_count,sub_ttr,sub_trigram_rep,sub_allcaps_ratio,sub_emoji_count,sub_self_ref_rate,sub_exclamation_rate,partner_word_count,partner_ttr,partner_trigram_rep,partner_allcaps_ratio,partner_emoji_count,partner_self_ref_rate,partner_exclamation_rate,reading_peak_confidence,reading_peak_layer,reading_peak_correct,reading_fixed_confidence,reading_fixed_layer,control_peak_confidence,control_peak_layer,control_peak_correct,control_fixed_confidence,control_fixed_layer
s001,3,2,human,1,cars,171,0.6666666666666666,0.0,0.011695906432748537,0,0.023391812865497075,0.005847953216374269,161,0.6583850931677019,0.0,0.018633540372670808,0,0.031055900621118012,0.006211180124223602,0.6231189370155334,9,1,0.9434565305709839,27,0.9344419836997986,8,1,0.991908073425293,27
s001,3,3,human,1,cars,180,0.6666666666666666,0.011235955056179775,0.022222222222222223,0,0.06111111111111111,0.011111111111111112,187,0.6684491978609626,0.0,0.0106951871657754,0,0.053475935828877004,0.0053475935828877,0.8308081030845642,9,1,0.9928556680679321,27,0.9272441267967224,9,1,0.9936429262161255,27
s001,3,4,human,1,cars,257,0.5953307392996109,0.0196078431372549,0.01556420233463035,0,0.05058365758754864,0.0038910505836575876,246,0.5853658536585366,0.036885245901639344,0.0040650406504065045,0,0.056910569105691054,0.016260162601626018,0.9982054233551025,26,1,0.9940701127052307,27,0.9630572199821472,18,1,0.9919290542602539,27
s001,3,5,human,1,cars,142,0.6971830985915493,0.02142857142857143,0.0,0,0.04929577464788732,0.028169014084507043,139,0.6906474820143885,0.021897810218978103,0.0,0,0.050359712230215826,0.02158273381294964,0.8407634496688843,27,1,0.8407634496688843,27,0.6714293360710144,16,1,0.87274569272995,27
s001,4,1,ai,0,space,82,0.8414634146341463,0.0,0.012195121951219513,0,0.012195121951219513,0.024390243902439025,209,0.6794258373205742,0.00966183574879227,0.009569377990430622,0,0.014354066985645933,0.004784688995215311,0.45830944180488586,7,1,0.006508918013423681,27,0.4932320713996887,4,1,0.21415090560913086,27
s001,4,2,ai,0,space,73,0.7397260273972602,0.0,0.0136986301369863,0,0.0136986301369863,0.0136986301369863,305,0.5901639344262295,0.0231023102310231,0.0,0,0.003278688524590164,0.006557377049180328,0.254395455121994,9,1,0.01624566689133644,27,0.12168768793344498,8,1,0.004229514393955469,27
s001,4,3,ai,0,space,66,0.7575757575757576,0.0,0.015151515151515152,0,0.015151515151515152,0.015151515151515152,325,0.48615384615384616,0.1609907120743034,0.0,0,0.003076923076923077,0.003076923076923077,0.1320837289094925,9,1,0.0021160971373319626,27,0.11914323270320892,9,1,0.025372397154569626,27
s001,4,4,ai,0,space,55,0.8,0.0,0.01818181818181818,0,0.01818181818181818,0.01818181818181818,325,0.47384615384615386,0.09907120743034056,0.0,0,0.003076923076923077,0.003076923076923077,0.049147117882966995,26,1,0.02275005169212818,27,0.07887861877679825,18,1,0.022438693791627884,27
s001,4,5,ai,0,space,65,0.7076923076923077,0.047619047619047616,0.015384615384615385,0,0.015384615384615385,0.015384615384615385,361,0.45706371191135736,0.20334261838440112,0.0,0,0.002770083102493075,0.0,0.03544340655207634,27,1,0.03544340655207634,27,0.10120408982038498,16,1,0.020459631457924843,27
s001,5,1,ai,0,friendship,160,0.6,0.05063291139240506,0.00625,0,0.0875,0.00625,284,0.5528169014084507,0.01773049645390071,0.0,0,0.02464788732394366,0.0035211267605633804,0.43526491522789,7,1,0.004903608933091164,27,0.4991808235645294,4,1,0.22301897406578064,27
s001,5,2,ai,0,friendship,148,0.6418918918918919,0.00684931506849315,0.0,0,0.006756756756756757,0.006756756756756757,348,0.5114942528735632,0.07514450867052024,0.0,0,0.05172413793103448,0.0028735632183908046,0.3644094467163086,9,1,0.012868732213973999,27,0.19313934445381165,8,1,0.01251272764056921,27
s001,5,3,ai,0,friendship,163,0.6441717791411042,0.0,0.006134969325153374,0,0.012269938650306749,0.006134969325153374,258,0.5930232558139535,0.0078125,0.003875968992248062,0,0.03488372093023256,0.003875968992248062,0.28377506136894226,9,1,0.025261709466576576,27,0.15843930840492249,9,1,0.02368328534066677,27
s001,5,4,ai,0,friendship,161,0.6708074534161491,0.031446540880503145,0.012422360248447204,0,0.006211180124223602,0.0,217,0.5806451612903226,0.03255813953488372,0.004608294930875576,0,0.027649769585253458,0.004608294930875576,0.0009977477602660656,26,1,0.0005089907790534198,27,0.011384629644453526,18,1,0.004991128109395504,27
s001,5,5,ai,0,friendship,118,0.7033898305084746,0.008620689655172414,0.01694915254237288,0,0.05084745762711865,0.0,241,0.5684647302904564,0.0794979079497908,0.008298755186721992,0,0.03319502074688797,0.008298755186721992,0.006743979640305042,27,1,0.006743979640305042,27,0.158075749874115,16,1,0.0038045523688197136,27
s001,6,1,human,1,childhood_memories,94,0.8191489361702128,0.0,0.0,0,0.05319148936170213,0.010638297872340425,174,0.6436781609195402,0.0,0.0,0,0.04597701149425287,0.017241379310344827,0.6383339166641235,7,1,0.9530197978019714,27,0.5081780552864075,4,1,0.8483384251594543,27
s001,6,2,human,1,childhood_memories,149,0.6577181208053692,0.0,0.0,0,0.040268456375838924,0.013422818791946308,231,0.6277056277056277,0.03056768558951965,0.0,0,0.03463203463203463,0.017316017316017316,0.6833540797233582,9,1,0.9443255066871643,27,0.7790173292160034,8,1,0.9951490759849548,27
s001,6,3,human,1,childhood_memories,287,0.5958188153310104,0.014035087719298246,0.0,0,0.04529616724738676,0.006968641114982578,224,0.5357142857142857,0.0045045045045045045,0.0,0,0.044642857142857144,0.008928571428571428,0.822104275226593,9,1,0.9427497386932373,27,0.8722533583641052,9,1,0.9484670758247375,27
s001,6,4,human,1,childhood_memories,205,0.551219512195122,0.06403940886699508,0.0,0,0.03414634146341464,0.00975609756097561,176,0.5909090909090909,0.05172413793103448,0.0,0,0.022727272727272728,0.017045454545454544,0.9983091354370117,26,1,0.9927164912223816,27,0.9814550280570984,18,1,0.9978834986686707,27
s001,6,5,human,1,childhood_memories,63,0.746031746031746,0.0,0.0,1,0.015873015873015872,0.031746031746031744,53,0.8113207547169812,0.0,0.0,1,0.018867924528301886,0.03773584905660377,0.9039919972419739,27,1,0.9039919972419739,27,0.7271854281425476,16,1,0.868657112121582,27
s001,7,1,human,1,conflict,224,0.5892857142857143,0.02702702702702703,0.0,0,0.03125,0.004464285714285714,169,0.6627218934911243,0.0,0.0,0,0.029585798816568046,0.005917159763313609,0.617760419845581,7,1,0.9567005634307861,27,0.5048198699951172,4,1,0.8782144784927368,27
s001,7,2,human,1,conflict,100,0.75,0.0,0.0,0,0.01,0.01,106,0.7075471698113207,0.0,0.0,0,0.009433962264150943,0.009433962264150943,0.6645104885101318,9,1,0.9163532257080078,27,0.8772732615470886,8,1,0.9939683675765991,27
s001,7,3,human,1,conflict,130,0.676923076923077,0.0078125,0.0,0,0.007692307692307693,0.007692307692307693,140,0.6285714285714286,0.007246376811594203,0.0,0,0.02142857142857143,0.007142857142857143,0.8704900741577148,9,1,0.972372829914093,27,0.9265626668930054,9,1,0.9970908164978027,27
s001,7,4,human,1,conflict,98,0.7653061224489796,0.0,0.0,0,0.01020408163265306,0.02040816326530612,112,0.7232142857142857,0.0,0.0,0,0.017857142857142856,0.017857142857142856,0.9981277585029602,26,1,0.9979861974716187,27,0.9885969758033752,18,1,0.9980207681655884,27
s001,7,5,human,1,conflict,93,0.7956989247311828,0.0,0.0,0,0.010752688172043012,0.021505376344086023,91,0.7912087912087912,0.0,0.0,0,0.01098901098901099,0.02197802197802198,0.9967214465141296,27,1,0.9967214465141296,27,0.9377788305282593,16,1,0.989638090133667,27
s001,8,1,ai,0,photography,145,0.7379310344827587,0.0,0.0,0,0.027586206896551724,0.006896551724137931,289,0.5432525951557093,0.08710801393728224,0.0,0,0.020761245674740483,0.006920415224913495,0.4044736921787262,7,1,0.003335054963827133,27,0.497322678565979,4,1,0.2593529522418976,27
s001,8,2,ai,0,photography,174,0.7183908045977011,0.0,0.0,0,0.017241379310344827,0.011494252873563218,284,0.6161971830985915,0.0035460992907801418,0.0,0,0.035211267605633804,0.007042253521126761,0.22885124385356903,9,1,0.008032461628317833,27,0.11474541574716568,8,1,0.006658398546278477,27
s001,8,3,ai,0,photography,253,0.5889328063241107,0.02390438247011952,0.0,0,0.04743083003952569,0.011857707509881422,208,0.5673076923076923,0.06796116504854369,0.0,0,0.028846153846153848,0.009615384615384616,0.16421273350715637,9,1,0.06336044520139694,27,0.0888855904340744,9,1,0.0025111923459917307,27
s001,8,4,ai,0,photography,234,0.5641025641025641,0.08620689655172414,0.021367521367521368,0,0.029914529914529916,0.01282051282051282,228,0.6140350877192983,0.04424778761061947,0.06140350877192982,0,0.02631578947368421,0.008771929824561403,0.21919755637645721,26,1,0.07980740070343018,27,0.23923338949680328,18,1,0.08973107486963272,27
s001,8,5,ai,0,photography,257,0.5719844357976653,0.07058823529411765,0.023346303501945526,0,0.027237354085603113,0.011673151750972763,206,0.5970873786407767,0.06862745098039216,0.07281553398058252,0,0.02912621359223301,0.009708737864077669,0.07255197316408157,27,1,0.07255197316408157,27,0.25519293546676636,16,1,0.06634440273046494,27
s001,9,1,human,1,mentorship,210,0.6285714285714286,0.004807692307692308,0.0,0,0.07142857142857142,0.004761904761904762,301,0.5149501661129569,0.043478260869565216,0.0,0,0.06312292358803986,0.0033222591362126247,0.6285907030105591,7,1,0.9683711528778076,27,0.5034182667732239,4,1,0.8657365441322327,27
s001,9,2,human,1,mentorship,372,0.46236559139784944,0.08378378378378379,0.0,0,0.005376344086021506,0.002688172043010753,165,0.6424242424242425,0.024539877300613498,0.0,0,0.01818181818181818,0.006060606060606061,0.614651083946228,9,1,0.7715362906455994,27,0.620404839515686,8,1,0.9443549513816833,27
s001,9,3,human,1,mentorship,194,0.6185567010309279,0.0,0.0,0,0.02577319587628866,0.005154639175257732,203,0.5960591133004927,0.0,0.0049261083743842365,0,0.009852216748768473,0.0049261083743842365,0.6734521389007568,9,1,0.8548269867897034,27,0.8000134825706482,9,1,0.9886051416397095,27
s001,9,4,human,1,mentorship,282,0.5780141843971631,0.03214285714285714,0.0035460992907801418,0,0.014184397163120567,0.0035460992907801418,308,0.5357142857142857,0.0392156862745098,0.003246753246753247,0,0.02922077922077922,0.003246753246753247,0.6238287687301636,26,1,0.38636234402656555,27,0.08975464105606079,18,0,0.2935362756252289,27
s001,9,5,human,1,mentorship,258,0.562015503875969,0.03515625,0.0,0,0.01937984496124031,0.0,231,0.5714285714285714,0.008733624454148471,0.0,0,0.021645021645021644,0.0,0.4718754291534424,27,0,0.4718754291534424,27,0.16894157230854034,16,0,0.546051561832428,27
s001,10,1,ai,0,empathy,149,0.697986577181208,0.006802721088435374,0.006711409395973154,0,0.013422818791946308,0.006711409395973154,198,0.5858585858585859,0.02040816326530612,0.005050505050505051,0,0.010101010101010102,0.005050505050505051,0.41486629843711853,7,1,0.006710623390972614,27,0.49562254548072815,4,1,0.15021012723445892,27
s001,10,2,ai,0,empathy,155,0.632258064516129,0.026143790849673203,0.0064516129032258064,0,0.01935483870967742,0.0064516129032258064,335,0.564179104477612,0.024024024024024024,0.0,0,0.0,0.0029850746268656717,0.2101869434118271,9,1,0.012630419805645943,27,0.09697483479976654,8,1,0.005200371146202087,27
s001,10,3,ai,0,empathy,123,0.7723577235772358,0.0,0.008130081300813009,0,0.032520325203252036,0.008130081300813009,356,0.5056179775280899,0.07627118644067797,0.0,0,0.0028089887640449437,0.0,0.1423521786928177,9,1,0.006374346558004618,27,0.08455850929021835,9,1,0.0054768407717347145,27
s001,10,4,ai,0,empathy,172,0.5988372093023255,0.052941176470588235,0.011627906976744186,0,0.01744186046511628,0.011627906976744186,124,0.6290322580645161,0.040983606557377046,0.0,0,0.016129032258064516,0.008064516129032258,0.030486756935715675,26,1,0.010616082698106766,27,0.03252677619457245,18,1,0.030040811747312546,27
s001,10,5,ai,0,empathy,124,0.6693548387096774,0.03278688524590164,0.016129032258064516,0,0.04032258064516129,0.016129032258064516,92,0.717391304347826,0.0,0.0,0,0.010869565217391304,0.021739130434782608,0.21295315027236938,27,1,0.21295315027236938,27,0.25889071822166443,16,1,0.14062105119228363,27
s001,11,1,ai,0,role_models,108,0.6944444444444444,0.0,0.0,0,0.05555555555555555,0.009259259259259259,161,0.6708074534161491,0.012578616352201259,0.0,0,0.043478260869565216,0.006211180124223602,0.4183410406112671,7,1,0.0038536828942596912,27,0.49500545859336853,4,1,0.25803181529045105,27
s001,11,2,ai,0,role_models,94,0.776595744680851,0.0,0.0,0,0.010638297872340425,0.02127659574468085,164,0.7012195121951219,0.006172839506172839,0.0,0,0.024390243902439025,0.006097560975609756,0.2740779519081116,9,1,0.00801832601428032,27,0.12532024085521698,8,1,0.004309586249291897,27
s001,11,3,ai,0,role_models,172,0.7093023255813954,0.0058823529411764705,0.005813953488372093,0,0.029069767441860465,0.011627906976744186,263,0.6083650190114068,0.01532567049808429,0.0076045627376425855,0,0.030418250950570342,0.0038022813688212928,0.10599995404481888,9,1,0.003943061456084251,27,0.11821524798870087,9,1,0.005941207055002451,27
s001,11,4,ai,0,role_models,198,0.6262626262626263,0.01020408163265306,0.005050505050505051,0,0.015151515151515152,0.005050505050505051,341,0.5718475073313783,0.05014749262536873,0.002932551319648094,0,0.008797653958944282,0.005865102639296188,0.0016536531038582325,26,1,0.0004321298620197922,27,0.013207463547587395,18,1,0.0036892567295581102,27
s001,11,5,ai,0,role_models,189,0.6507936507936508,0.0427807486631016,0.005291005291005291,0,0.005291005291005291,0.005291005291005291,329,0.48024316109422494,0.2018348623853211,0.015197568389057751,0,0.0,0.00303951367781155,0.6063026189804077,27,0,0.6063026189804077,27,0.5528541803359985,16,0,0.7219609618186951,27
s001,12,1,human,1,books,70,0.8857142857142857,0.0,0.0,0,0.05714285714285714,0.05714285714285714,76,0.8421052631578947,0.0,0.0,0,0.05263157894736842,0.06578947368421052,0.6350063681602478,7,1,0.9622572064399719,27,0.5067347884178162,4,1,0.8962545990943909,27
s001,12,2,human,1,books,67,0.746268656716418,0.0,0.0,0,0.04477611940298507,0.05970149253731343,107,0.6915887850467289,0.0,0.0,0,0.04672897196261682,0.04672897196261682,0.6831341981887817,9,1,0.9696843028068542,27,0.9090496301651001,8,1,0.9960032105445862,27
s001,12,3,human,1,books,115,0.7043478260869566,0.0,0.008695652173913044,0,0.034782608695652174,0.034782608695652174,121,0.6694214876033058,0.03361344537815126,0.008264462809917356,0,0.03305785123966942,0.03305785123966942,0.822907567024231,9,1,0.989107608795166,27,0.9501005411148071,9,1,0.9943547248840332,27
s001,12,4,human,1,books,119,0.7310924369747899,0.02564102564102564,0.4117647058823529,0,0.05042016806722689,0.03361344537815126,119,0.7310924369747899,0.02564102564102564,0.4117647058823529,0,0.05042016806722689,0.03361344537815126,0.9981474876403809,26,1,0.998196542263031,27,0.9779806137084961,18,1,0.9914920926094055,27
s001,12,5,human,1,books,141,0.6595744680851063,0.06474820143884892,0.3617021276595745,0,0.0425531914893617,0.0425531914893617,129,0.6744186046511628,0.03937007874015748,0.35658914728682173,0,0.046511627906976744,0.03875968992248062,0.9917367100715637,27,1,0.9917367100715637,27,0.944955050945282,16,1,0.9654704928398132,27
s001,13,1,human,1,networks,184,0.6413043478260869,0.02197802197802198,0.0,0,0.02717391304347826,0.005434782608695652,235,0.5446808510638298,0.055793991416309016,0.0,0,0.05531914893617021,0.00851063829787234,0.5459099411964417,7,1,0.9660462737083435,27,0.504245400428772,4,1,0.8878875374794006,27
s001,13,2,human,1,networks,197,0.5888324873096447,0.020512820512820513,0.0,0,0.03553299492385787,0.01015228426395939,200,0.62,0.03535353535353535,0.0,0,0.025,0.015,0.6548910140991211,9,1,0.8533324003219604,27,0.7975943684577942,8,1,0.9809747934341431,27
s001,13,3,human,1,networks,162,0.6296296296296297,0.0375,0.0,0,0.04938271604938271,0.012345679012345678,178,0.6348314606741573,0.005681818181818182,0.0,0,0.03932584269662921,0.011235955056179775,0.7871299982070923,9,1,0.9840988516807556,27,0.9015588164329529,9,1,0.884559690952301,27
s001,13,4,human,1,networks,261,0.5134099616858238,0.03861003861003861,0.0,0,0.019157088122605363,0.007662835249042145,179,0.6145251396648045,0.022598870056497175,0.0,0,0.0446927374301676,0.00558659217877095,0.9977239966392517,26,1,0.9924944639205933,27,0.966786801815033,18,1,0.9771448969841003,27
s001,13,5,human,1,networks,163,0.656441717791411,0.006211180124223602,0.0,0,0.03680981595092025,0.006134969325153374,193,0.6321243523316062,0.015706806282722512,0.0,0,0.04145077720207254,0.0051813471502590676,0.5895995497703552,27,1,0.5895995497703552,27,0.29155728220939636,16,0,0.4555175006389618,27
s001,14,1,ai,0,art,98,0.8061224489795918,0.0,0.0,0,0.04081632653061224,0.030612244897959183,137,0.7226277372262774,0.014814814814814815,0.0,0,0.0364963503649635,0.021897810218978103,0.3876689076423645,7,1,0.0028561779763549566,27,0.49673768877983093,4,1,0.20968316495418549,27
s001,14,2,ai,0,art,131,0.7099236641221374,0.0,0.0,0,0.03816793893129771,0.015267175572519083,208,0.6875,0.014563106796116505,0.0,0,0.028846153846153848,0.019230769230769232,0.38608187437057495,9,1,0.0256417877972126,27,0.3787231743335724,8,1,0.042585235089063644,27
s001,14,3,ai,0,art,172,0.6744186046511628,0.03529411764705882,0.0,0,0.029069767441860465,0.011627906976744186,237,0.5569620253164557,0.0425531914893617,0.0,0,0.02109704641350211,0.008438818565400843,0.23826031386852264,9,1,0.010193608701229095,27,0.12394550442695618,9,1,0.0480736568570137,27
s001,14,4,ai,0,art,246,0.532520325203252,0.0778688524590164,0.0,0,0.02032520325203252,0.016260162601626018,275,0.5309090909090909,0.07326007326007326,0.0,0,0.02181818181818182,0.025454545454545455,0.004650155082345009,26,1,0.002024858258664608,27,0.0805220827460289,18,1,0.03490660339593887,27
s001,14,5,ai,0,art,299,0.5317725752508361,0.06734006734006734,0.0,0,0.026755852842809364,0.023411371237458192,251,0.601593625498008,0.012048192771084338,0.0,0,0.03187250996015936,0.01593625498007968,0.1543295681476593,27,1,0.1543295681476593,27,0.19268298149108887,16,1,0.06311224400997162,27
s001,15,1,human,1,exercise,88,0.7954545454545454,0.0,0.0,0,0.07954545454545454,0.022727272727272728,108,0.7222222222222222,0.018867924528301886,0.0,0,0.05555555555555555,0.018518518518518517,0.5939821004867554,7,1,0.958527147769928,27,0.5055626630783081,4,1,0.8704392313957214,27
s001,15,2,human,1,exercise,99,0.7575757575757576,0.0,0.0,0,0.04040404040404041,0.030303030303030304,150,0.7,0.033783783783783786,0.0,1,0.05333333333333334,0.02666666666666667,0.6551191806793213,9,1,0.9388315081596375,27,0.8952770233154297,8,1,0.9929795861244202,27
s001,15,3,human,1,exercise,109,0.7889908256880734,0.0,0.045871559633027525,3,0.027522935779816515,0.03669724770642202,91,0.8241758241758241,0.0,0.02197802197802198,3,0.01098901098901099,0.03296703296703297,0.8507720232009888,9,1,0.9820951819419861,27,0.9271461367607117,9,1,0.9836358428001404,27
s001,15,4,human,1,exercise,88,0.8409090909090909,0.0,0.045454545454545456,6,0.056818181818181816,0.03409090909090909,72,0.875,0.0,0.09722222222222222,4,0.06944444444444445,0.06944444444444445,0.9945604205131531,26,1,0.992207944393158,27,0.9214516282081604,18,1,0.9477647542953491,27
s001,15,5,human,1,exercise,72,0.8194444444444444,0.0,0.0,4,0.027777777777777776,0.05555555555555555,89,0.797752808988764,0.0,0.0449438202247191,3,0.056179775280898875,0.033707865168539325,0.9836001396179199,27,1,0.9836001396179199,27,0.8821926712989807,16,1,0.9414958953857422,27
s001,16,1,ai,0,sports,50,0.86,0.0,0.02,0,0.06,0.02,308,0.5292207792207793,0.08496732026143791,0.0,0,0.003246753246753247,0.00974025974025974,0.45582303404808044,7,1,0.009995010681450367,27,0.4996071457862854,4,1,0.2192031294107437,27
s001,16,2,ai,0,sports,116,0.7068965517241379,0.0,0.0,0,0.02586206896551724,0.008620689655172414,319,0.43260188087774293,0.0946372239747634,0.0,0,0.003134796238244514,0.006269592476489028,0.29985010623931885,9,1,0.02962263487279415,27,0.15626077353954315,8,1,0.003941443748772144,27
s001,16,3,ai,0,sports,137,0.6788321167883211,0.014814814814814815,0.0,0,0.021897810218978103,0.0072992700729927005,314,0.4745222929936306,0.05128205128205128,0.0,0,0.0,0.0031847133757961785,0.14893083274364471,9,1,0.2851230502128601,27,0.14171430468559265,9,1,0.002487604971975088,27
s001,16,4,ai,0,sports,185,0.6324324324324324,0.01092896174863388,0.0,0,0.02702702702702703,0.005405405405405406,287,0.5818815331010453,0.031578947368421054,0.006968641114982578,0,0.003484320557491289,0.003484320557491289,0.006588582880795002,26,1,0.002583887428045273,27,0.009064429439604282,18,1,0.0026555072981864214,27
s001,16,5,ai,0,sports,167,0.6766467065868264,0.006060606060606061,0.017964071856287425,0,0.011976047904191617,0.005988023952095809,365,0.4547945205479452,0.1046831955922865,0.010958904109589041,0,0.043835616438356165,0.0027397260273972603,0.09491219371557236,27,1,0.09491219371557236,27,0.09805703163146973,16,1,0.07372410595417023,27
s001,17,1,human,1,music,61,0.9344262295081968,0.0,0.0,0,0.01639344262295082,0.01639344262295082,89,0.8089887640449438,0.0,0.0,0,0.033707865168539325,0.033707865168539325,0.6039738059043884,7,1,0.963322639465332,27,0.506320595741272,4,1,0.8954206705093384,27
s001,17,2,human,1,music,108,0.6944444444444444,0.0,0.009259259259259259,0,0.05555555555555555,0.037037037037037035,150,0.7,0.013513513513513514,0.0,0,0.03333333333333333,0.006666666666666667,0.7084089517593384,9,1,0.964888870716095,27,0.9231255650520325,8,1,0.9980241060256958,27
s001,17,3,human,1,music,176,0.6420454545454546,0.028735632183908046,0.0,0,0.03409090909090909,0.022727272727272728,161,0.6211180124223602,0.050314465408805034,0.0,0,0.037267080745341616,0.006211180124223602,0.8260104656219482,9,1,0.9773642420768738,27,0.9058239459991455,9,1,0.9962112903594971,27
s001,17,4,human,1,music,166,0.6566265060240963,0.018292682926829267,0.0,0,0.030120481927710843,0.024096385542168676,168,0.5833333333333334,0.05421686746987952,0.0,0,0.03571428571428571,0.005952380952380952,0.9969000816345215,26,1,0.9910215735435486,27,0.9783049821853638,18,1,0.9905518293380737,27
s001,17,5,human,1,music,157,0.6751592356687898,0.03225806451612903,0.0,0,0.03184713375796178,0.025477707006369428,166,0.5542168674698795,0.15853658536585366,0.0,0,0.03614457831325301,0.006024096385542169,0.9776390194892883,27,1,0.9776390194892883,27,0.9366185069084167,16,1,0.9695632457733154,27
s001,18,1,ai,0,love,82,0.8048780487804879,0.0,0.012195121951219513,0,0.024390243902439025,0.012195121951219513,232,0.603448275862069,0.017391304347826087,0.004310344827586207,0,0.02586206896551724,0.004310344827586207,0.39737170934677124,7,1,0.002807239070534706,27,0.4977937936782837,4,1,0.20502550899982452,27
s001,18,2,ai,0,love,101,0.7821782178217822,0.010101010101010102,0.019801980198019802,0,0.019801980198019802,0.009900990099009901,379,0.503957783641161,0.029177718832891247,0.013192612137203167,0,0.013192612137203167,0.002638522427440633,0.19110682606697083,9,1,0.006248950492590666,27,0.08243045955896378,8,1,0.001863560639321804,27
s001,18,3,ai,0,love,197,0.5685279187817259,0.010256410256410256,0.01015228426395939,0,0.01015228426395939,0.005076142131979695,375,0.464,0.11796246648793565,0.0026666666666666666,0,0.008,0.0026666666666666666,0.05323338136076927,9,1,0.0008130640489980578,27,0.057271555066108704,9,1,0.0009850485948845744,27
s001,18,4,ai,0,love,167,0.6287425149700598,0.04242424242424243,0.0,0,0.023952095808383235,0.011976047904191617,115,0.7043478260869566,0.0,0.0,0,0.008695652173913044,0.017391304347826087,0.003101338865235448,26,1,0.0012820862466469407,27,0.02150067128241062,18,1,0.00336117553524673,27
s001,18,5,ai,0,love,99,0.7373737373737373,0.030927835051546393,0.0,0,0.050505050505050504,0.010101010101010102,360,0.49722222222222223,0.07541899441340782,0.0,0,0.0,0.002777777777777778,0.24873624742031097,27,1,0.24873624742031097,27,0.19204232096672058,16,1,0.1341710090637207,27
