dimension,prompt_idx,human_mean,ai_mean,diff,t,p
17_ai,29,0.19259676,0.16544025,0.027156517,3.893161194968509,0.00010219426952984654
17_ai,30,0.19064707,0.16272333,0.027923733,3.9685535053488272,7.486479791619576e-05
17_ai,31,0.19754933,0.16999064,0.027558684,3.9320952094348227,8.708018649073231e-05
17_ai,32,0.19561595,0.1684411,0.027174845,3.9535785112665347,7.967176093265241e-05
17_ai,33,0.19224778,0.16462411,0.027623668,3.9465322822296804,8.203328484946947e-05
17_ai,34,0.19757843,0.16956167,0.028016761,3.9433184746664276,8.313223066810928e-05
17_ai,35,0.20016375,0.17234269,0.027821064,3.931578193427415,8.726625957064865e-05
17_ai,36,0.19319564,0.16570006,0.027495578,3.947723546201782,8.162943971839657e-05
17_ai,37,0.19838084,0.17059481,0.027786031,3.9693042776162404,7.463117631460641e-05
17_ai,38,0.19993463,0.1725228,0.027411833,3.9464361936647263,8.206594164048993e-05
17_ai,39,0.19219485,0.1641139,0.028080955,3.9914198871672673,6.805092509609481e-05
18_attention,0,0.18914014,0.1608764,0.028263748,4.006828655020117,6.379517032942042e-05
18_attention,1,0.1892577,0.16004187,0.029215828,4.044498952984042,5.442755772759612e-05
18_attention,2,0.1938071,0.16507205,0.028735042,4.02790859750772,5.837998754166528e-05
18_attention,3,0.19718261,0.16866374,0.02851887,4.029325892114156,5.803198742290255e-05
18_attention,4,0.18406843,0.1556683,0.028400123,3.9943180561382388,6.723048639030762e-05
18_attention,5,0.18719208,0.15877442,0.028417662,3.983961763505351,7.020604569731912e-05
18_attention,6,0.19133496,0.16259539,0.028739572,3.9976342324140464,6.630320704698723e-05
18_attention,7,0.18496715,0.15620472,0.02876243,4.0277137829872744,5.8427976301134434e-05
18_attention,8,0.19409981,0.16527912,0.028820693,4.042496430030315,5.4890804386132225e-05
18_attention,9,0.19152226,0.1626844,0.02883786,4.045850518078159,5.411699595039491e-05
18_attention,10,0.1936202,0.16490112,0.028719082,4.038909853734832,5.572985015993038e-05
18_attention,11,0.19373193,0.16489144,0.028840497,4.044692303937677,5.438302632158101e-05
18_attention,12,0.19212763,0.1640455,0.028082132,4.00781174602162,6.353238796322409e-05
18_attention,13,0.19331431,0.16461988,0.028694436,4.057321692280381,5.1547971166361685e-05
18_attention,14,0.20112222,0.17221877,0.028903455,4.050019876059697,5.316951542690566e-05
18_attention,15,0.19895443,0.17065552,0.028298914,4.018605194447447,6.071390496362392e-05
18_attention,16,0.19572781,0.16770352,0.028024286,4.0024919228174465,6.496672611102327e-05
18_attention,17,0.19139373,0.16259523,0.028798506,4.0199137388729,6.0380372806381484e-05
18_attention,18,0.19252646,0.16431063,0.028215826,4.004072994672467,6.453726323241627e-05
18_attention,19,0.19870965,0.16997047,0.028739184,4.081461293136413,4.6514605440271426e-05
18_attention,20,0.19124487,0.16282974,0.028415129,4.0305396724559355,5.773552164007594e-05
18_attention,21,0.19201651,0.16334923,0.028667286,4.016010463017646,6.138044038707476e-05
18_attention,22,0.19281721,0.1647714,0.028045818,4.010834902899463,6.273070169807897e-05
18_attention,23,0.18853027,0.16031018,0.028220087,3.99884467297182,6.596776755584354e-05
18_attention,24,0.19395715,0.1647479,0.029209256,4.079699438792082,4.686559127701912e-05
18_attention,25,0.18937255,0.16128156,0.028090999,4.007794997272593,6.353685634179783e-05
18_attention,26,0.1921182,0.16428149,0.02783671,4.027339045786074,5.852039064833505e-05
18_attention,27,0.18886863,0.16037628,0.028492346,4.006156670028304,6.397538545194445e-05
18_attention,28,0.18870011,0.161114,0.027586102,3.9970680966999304,6.646064946867308e-05
18_attention,29,0.18395558,0.155774,0.028181583,3.965940512148225,7.568330397383495e-05
18_attention,30,0.18860443,0.15975527,0.028849155,4.0574780417387695,5.151376834186474e-05
18_attention,31,0.18674073,0.15847717,0.028263554,3.9954770405763926,6.690502035453418e-05
18_attention,32,0.18965149,0.16126403,0.028387457,3.9924171672262903,6.776754240060353e-05
18_attention,33,0.1907363,0.16283509,0.027901202,4.0208176759201795,6.0150984928148377e-05
18_attention,34,0.20269191,0.17361358,0.029078335,4.074146553578434,4.798831865594592e-05
18_attention,35,0.19144247,0.16390143,0.027541041,4.001750292703624,6.516910473316581e-05
18_attention,36,0.1876833,0.16032264,0.027360663,3.978564451837963,7.18057990233741e-05
18_attention,37,0.19182593,0.16359906,0.028226867,4.013420968022045,6.205253887502187e-05
18_attention,38,0.19312164,0.16538224,0.027739406,4.0012193517815895,6.531435635891951e-05
18_attention,39,0.1890808,0.16107276,0.028008044,3.9574512778533903,7.840135125274763e-05
1_phenomenology,0,0.20223825,0.17299713,0.029241115,4.130074191826025,3.7758443841822196e-05
1_phenomenology,1,0.1954742,0.16704573,0.02842848,4.026572260117831,5.8709920413188465e-05
1_phenomenology,2,0.20152152,0.17237164,0.029149875,4.1052574746598625,4.2011836161212225e-05
1_phenomenology,3,0.18759942,0.1596622,0.027937219,3.9852022607100173,6.984316366525831e-05
1_phenomenology,4,0.19805358,0.16952018,0.0285334,4.0494657732352675,5.329452191739688e-05
1_phenomenology,5,0.18973902,0.16168423,0.028054789,4.020468661847971,6.023945455694746e-05
1_phenomenology,6,0.1882692,0.16079059,0.027478606,3.979993404304943,7.137893385035331e-05
1_phenomenology,7,0.19901758,0.17005235,0.028965235,4.134844894619651,3.6989113698898835e-05
1_phenomenology,8,0.18686233,0.15931678,0.027545556,3.9546156747519983,7.932963697134299e-05
1_phenomenology,9,0.18872327,0.16107374,0.027649522,3.990650941397749,6.827019109978274e-05
1_phenomenology,10,0.20068437,0.1724544,0.028229967,4.06854268395362,4.914719630185422e-05
1_phenomenology,11,0.20522006,0.17605193,0.029168129,4.0895343610303785,4.493799811468233e-05
1_phenomenology,12,0.19611987,0.16791476,0.028205112,4.015937834423919,6.139919662095389e-05
1_phenomenology,13,0.19875786,0.17057103,0.028186828,4.0413862155557565,5.514924018188807e-05
1_phenomenology,14,0.19696403,0.16759989,0.029364139,4.061955115242553,5.054345222286287e-05
1_phenomenology,15,0.1987355,0.17112836,0.027607143,4.030746386140718,5.768517510860523e-05
1_phenomenology,16,0.18991028,0.16229062,0.02761966,4.008764877161346,6.327859318596028e-05
1_phenomenology,17,0.2010114,0.17158975,0.029421657,4.1176456437586575,3.983471134270992e-05
1_phenomenology,18,0.19098954,0.1634021,0.027587444,3.9536501936830373,7.964807057924488e-05
1_phenomenology,19,0.19463785,0.1660506,0.028587252,4.069509139386184,4.894545726314293e-05
1_phenomenology,20,0.20007432,0.17116843,0.028905883,4.0391427749774,5.5674993320711196e-05
1_phenomenology,21,0.1945188,0.16623542,0.028283387,4.069200221652532,4.9009855533178614e-05
1_phenomenology,22,0.19570303,0.1678996,0.027803436,4.026976932406603,5.86098234191586e-05
1_phenomenology,23,0.18553348,0.1577403,0.027793184,3.9946637186397362,6.713326086974299e-05
1_phenomenology,24,0.20665146,0.1775059,0.029145569,4.0846014345369115,4.5895222041629915e-05
1_phenomenology,25,0.19711033,0.16895841,0.028151914,4.0293416298271385,5.8028134271433884e-05
1_phenomenology,26,0.19260113,0.16483007,0.027771056,4.018094612343911,6.084451904388763e-05
1_phenomenology,27,0.19304222,0.16375732,0.029284894,4.057163074967598,5.1582692112106045e-05
1_phenomenology,28,0.1873782,0.15911801,0.028260186,4.00382817944217,6.460358540785712e-05
1_phenomenology,29,0.19011535,0.16259792,0.027517423,3.9726160495549907,7.36088455227369e-05
1_phenomenology,30,0.19583856,0.16760594,0.02823262,4.049527375024139,5.3280610697480824e-05
1_phenomenology,31,0.19983222,0.17111441,0.028717801,4.093912684336153,4.4104294997324294e-05
1_phenomenology,32,0.2035537,0.17479336,0.028760344,4.113919672638366,4.0477990793371066e-05
1_phenomenology,33,0.18827888,0.16042948,0.027849406,3.9756431651219253,7.268599451901566e-05
1_phenomenology,34,0.19984445,0.17098565,0.028858796,4.091301783459698,4.459966790935145e-05
1_phenomenology,35,0.20115781,0.1729935,0.028164312,4.048928184536629,5.34160691134193e-05
1_phenomenology,36,0.19480106,0.16689606,0.027905002,4.0378744085297775,5.5974335586573006e-05
1_phenomenology,37,0.18776344,0.16016035,0.02760309,3.9741065987012103,7.315305719251445e-05
1_phenomenology,38,0.19336008,0.16475147,0.028608605,4.080818969578518,4.66422752845065e-05
1_phenomenology,39,0.1993889,0.17108245,0.028306454,4.074569012404691,4.7902013491412085e-05
20_sysprompt_talkto_human,0,0.1815581,0.15248874,0.029069364,4.057103577343119,5.159572171754094e-05
20_sysprompt_talkto_human,1,0.18097445,0.15201366,0.028960794,4.050833988929314,5.298635450520871e-05
20_sysprompt_talkto_human,2,0.18147223,0.1524542,0.02901803,4.059893002818569,5.09882003520918e-05
20_sysprompt_talkto_human,3,0.18018901,0.15135358,0.02883543,4.040899488973034,5.526290377950417e-05
20_sysprompt_talkto_human,4,0.18193969,0.15282668,0.02911301,4.072937886076026,4.823605595480208e-05
20_sysprompt_talkto_human,5,0.18056905,0.15166596,0.028903097,4.051248985805464,5.2893217980063805e-05
20_sysprompt_talkto_human,6,0.18193643,0.15271786,0.02921857,4.0680892715149515,4.924211376280811e-05
20_sysprompt_talkto_human,7,0.1812254,0.15224954,0.02897586,4.060408959988968,5.0876573890197644e-05
20_sysprompt_talkto_human,8,0.18056361,0.15163033,0.028933287,4.052849877736128,5.253538702701571e-05
20_sysprompt_talkto_human,9,0.18152758,0.15224867,0.02927892,4.076701560827054,4.746859327276324e-05
20_sysprompt_talkto_human,10,0.1816455,0.15247953,0.029165968,4.073384305945769,4.8144413498470766e-05
20_sysprompt_talkto_human,11,0.17992675,0.15101984,0.028906912,4.059951889602221,5.097544856254495e-05
20_sysprompt_talkto_human,12,0.18214506,0.15306628,0.029078782,4.042794779137863,5.482155064658575e-05
20_sysprompt_talkto_human,13,0.18187506,0.15283605,0.02903901,4.05748394945177,5.151247639958286e-05
21_sysprompt_talkto_ai,0,0.17948788,0.15212329,0.027364597,3.8410162278767292,0.00012634593011674844
21_sysprompt_talkto_ai,1,0.18357208,0.15524212,0.028329968,3.995919712949791,6.678110333482686e-05
21_sysprompt_talkto_ai,2,0.18132603,0.15302952,0.028296515,3.9862372194712634,6.954176727408639e-05
21_sysprompt_talkto_ai,3,0.18162727,0.15327637,0.028350905,3.984653160652341,7.000357202742724e-05
21_sysprompt_talkto_ai,4,0.18174475,0.15379892,0.027945831,3.9596683042554663,7.768273657994277e-05
21_sysprompt_talkto_ai,5,0.18098933,0.1525321,0.028457224,4.000158110438779,6.560560385991997e-05
21_sysprompt_talkto_ai,6,0.17968322,0.15179452,0.0278887,3.926633543163933,8.906492090551279e-05
21_sysprompt_talkto_ai,7,0.1814192,0.15322253,0.028196663,3.9524975609890816,8.0029813849857e-05
21_sysprompt_talkto_ai,8,0.18110642,0.15281983,0.028286591,3.966606810320284,7.547378897534293e-05
21_sysprompt_talkto_ai,9,0.18109445,0.15261951,0.028474942,3.999044709716073,6.59124880005205e-05
21_sysprompt_talkto_ai,10,0.18179259,0.15278615,0.029006436,4.0499543734524535,5.318427841618542e-05
21_sysprompt_talkto_ai,11,0.18201593,0.1535244,0.028491527,3.983958434756922,7.0207021851498e-05
21_sysprompt_talkto_ai,12,0.18246695,0.15380897,0.028657988,4.008626342056312,6.331542184234799e-05
21_sysprompt_talkto_ai,13,0.17946543,0.15164919,0.027816236,3.9326140749549143,8.689382497219217e-05
22_sysprompt_bare_human,0,0.18324503,0.15386645,0.029378578,4.059557704466965,5.1060866072865126e-05
22_sysprompt_bare_human,1,0.18211913,0.15312491,0.028994218,4.044534817793237,5.4419294953794856e-05
22_sysprompt_bare_human,2,0.18351392,0.15425195,0.029261976,4.059635219615932,5.104405829789617e-05
22_sysprompt_bare_human,3,0.18179566,0.15287597,0.028919682,4.039908499169001,5.549501303945987e-05
22_sysprompt_bare_human,4,0.18319623,0.15401967,0.029176563,4.062893305728177,5.0342327235375495e-05
22_sysprompt_bare_human,5,0.18295452,0.15395468,0.028999835,4.0484257435132305,5.3529907129414955e-05
22_sysprompt_bare_human,6,0.18258613,0.15342905,0.029157087,4.0507959456956355,5.2994900213188865e-05
22_sysprompt_bare_human,7,0.18245487,0.15331818,0.029136688,4.0570572561584965,5.160586792656787e-05
22_sysprompt_bare_human,8,0.18128927,0.1522673,0.029021963,4.05841776020982,5.1308649646488017e-05
22_sysprompt_bare_human,9,0.18291162,0.15353402,0.029377595,4.072701351897914,4.82846794781061e-05
22_sysprompt_bare_human,10,0.18203442,0.1526641,0.029370323,4.067365223828161,4.939404673496022e-05
22_sysprompt_bare_human,11,0.18209277,0.15313497,0.0289578,4.055807726358732,5.18802804760063e-05
22_sysprompt_bare_human,12,0.1834257,0.15416235,0.029263347,4.036414246968683,5.6320831849687084e-05
22_sysprompt_bare_human,13,0.18345186,0.15425165,0.029200211,4.0534368504636635,5.240476314051265e-05
23_sysprompt_bare_ai,0,0.1796594,0.15266623,0.02699317,3.803621171338322,0.00014687898611021513
23_sysprompt_bare_ai,1,0.18423107,0.15605469,0.028176382,3.982380617104445,7.067116563650046e-05
23_sysprompt_bare_ai,2,0.18447809,0.15575704,0.02872105,4.0088642062666855,6.32521996820979e-05
23_sysprompt_bare_ai,3,0.18580838,0.15722331,0.028585061,3.989794399768976,6.851522277884663e-05
23_sysprompt_bare_ai,4,0.18434353,0.15668654,0.027656987,3.9375085294607977,8.515433846792427e-05
23_sysprompt_bare_ai,5,0.18599582,0.15728964,0.028706178,4.009435171360769,6.310068629133164e-05
23_sysprompt_bare_ai,6,0.18145975,0.15359192,0.027867839,3.940520761616912,8.410021742086949e-05
23_sysprompt_bare_ai,7,0.1805617,0.15287596,0.027685747,3.8997963607422594,9.94544641595055e-05
23_sysprompt_bare_ai,8,0.1842131,0.15548152,0.028731585,3.9967065809756073,6.656137220819358e-05
23_sysprompt_bare_ai,9,0.18330765,0.15531674,0.027990907,3.956569728483141,7.868883570594214e-05
23_sysprompt_bare_ai,10,0.1828357,0.15363157,0.02920413,4.057167370925273,5.15817514452105e-05
23_sysprompt_bare_ai,11,0.18567333,0.15735373,0.028319597,3.973283901857998,7.340429460184179e-05
23_sysprompt_bare_ai,12,0.18462732,0.15605992,0.028567404,4.0105258795661225,6.281220720150475e-05
23_sysprompt_bare_ai,13,0.18042919,0.15305507,0.027374119,3.917666868721713,9.241637477567182e-05
25_beliefs,0,0.18764344,0.15919012,0.02845332,4.075251176866224,4.776296324247453e-05
25_beliefs,1,0.18637428,0.15847883,0.02789545,3.997322648502146,6.638981481763661e-05
25_beliefs,2,0.18438642,0.15615213,0.028234288,4.012257224944671,6.235685167337379e-05
25_beliefs,3,0.18807654,0.15962236,0.028454185,4.060147313511774,5.0933151663514655e-05
25_beliefs,4,0.19664566,0.16801514,0.028630525,4.043695080817638,5.461307158288306e-05
25_beliefs,5,0.18777387,0.15960507,0.028168797,4.036215803763128,5.6368079056787084e-05
25_beliefs,6,0.18750758,0.15952006,0.027987525,4.031588066645681,5.748060740776544e-05
25_beliefs,7,0.18628101,0.15845385,0.027827159,3.9770222344614963,7.226921029968956e-05
25_beliefs,8,0.19099982,0.16270474,0.028295085,4.0380286700396955,5.593784759441516e-05
25_beliefs,9,0.20043916,0.17150599,0.028933167,4.066205577550394,4.963831185698633e-05
25_beliefs,10,0.18504667,0.15689477,0.0281519,4.019242362329696,6.055128109458037e-05
25_beliefs,11,0.19487388,0.1656834,0.02919048,4.079103828839016,4.698481238812068e-05
25_beliefs,12,0.18230122,0.15436734,0.02793388,3.9811609196399718,7.103195105306607e-05
25_beliefs,13,0.17755112,0.14973034,0.02782078,3.979265144152746,7.159618298803955e-05
25_beliefs,14,0.18260269,0.15449771,0.028104976,4.01910821872939,6.0585484123461456e-05
25_beliefs,15,0.18375653,0.15585499,0.027901545,4.002582548731101,6.494203664961405e-05
25_beliefs,16,0.18941481,0.16110426,0.028310552,4.019481104171678,6.049045356705293e-05
25_beliefs,17,0.17954874,0.15115596,0.028392777,4.00911252307062,6.318626312297297e-05
25_beliefs,18,0.18311392,0.15476355,0.028350368,3.9966796826650395,6.656887218467416e-05
25_beliefs,19,0.17857732,0.15030625,0.028271064,4.0034842861238635,6.469685758118765e-05
25_beliefs,20,0.19662468,0.16832054,0.028304145,4.046003694665499,5.4081905323258396e-05
25_beliefs,21,0.19246274,0.16375351,0.028709233,4.071476583761869,4.853719557459487e-05
25_beliefs,22,0.17992485,0.15188071,0.028044134,3.984883445230949,6.993625667290823e-05
25_beliefs,23,0.19852501,0.17033353,0.028191477,4.040619538168043,5.5328380306380175e-05
25_beliefs,24,0.18841048,0.1606215,0.027788982,4.054795810182145,5.210352363892991e-05
25_beliefs,25,0.19287643,0.16465123,0.028225198,4.000128012978801,6.561388172898562e-05
25_beliefs,26,0.18028684,0.1532852,0.027001634,3.9941023410648966,6.729122876747765e-05
25_beliefs,27,0.18779546,0.1598417,0.027953759,4.047418550484269,5.375879990916791e-05
25_beliefs,28,0.19075239,0.16265802,0.028094366,4.034655205577103,5.67409525789877e-05
25_beliefs,29,0.19542259,0.16690515,0.02851744,4.040466636904643,5.536417279327701e-05
25_beliefs,30,0.19103678,0.16289999,0.02813679,4.056365175822624,5.175768698279135e-05
25_beliefs,31,0.19090894,0.16245766,0.028451279,4.0476987826222235,5.369502187159342e-05
25_beliefs,32,0.18692285,0.1590315,0.027891353,4.066933365045591,4.9484878882668895e-05
25_beliefs,33,0.18872613,0.16000967,0.02871646,4.058138787115847,5.1369461997822305e-05
25_beliefs,34,0.18997961,0.16126068,0.028718933,4.083327239211162,4.614560361481441e-05
25_beliefs,35,0.19533548,0.16714409,0.028191388,4.092636597558203,4.4345754084660976e-05
25_beliefs,36,0.19575329,0.16706236,0.028690934,4.089083632106225,4.50246682726813e-05
25_beliefs,37,0.18832152,0.15984416,0.028477356,4.065587880674681,4.976888935457273e-05
25_beliefs,38,0.19390567,0.16566741,0.028238252,4.037524617144684,5.6057156520043876e-05
25_beliefs,39,0.18883312,0.16045123,0.028381884,4.036665071283314,5.62611669719109e-05
26_desires,0,0.20703349,0.1773834,0.029650092,4.135000092609174,3.696433812747906e-05
26_desires,1,0.20062423,0.17125688,0.029367343,4.072930168265469,4.823764174532438e-05
26_desires,2,0.2009425,0.17219462,0.028747886,4.106116933582795,4.1857217295727204e-05
26_desires,3,0.21030143,0.18048796,0.029813468,4.122799449858574,3.896090667127716e-05
26_desires,4,0.19420853,0.16542958,0.028778955,4.052869878365964,5.253093104504017e-05
26_desires,5,0.19743064,0.16866052,0.028770119,4.057654391319872,5.147521614388511e-05
26_desires,6,0.20445684,0.17457278,0.029884055,4.13453276200326,3.703898985885192e-05
26_desires,7,0.19482689,0.16643865,0.028388232,4.0684260504785,4.917159578444134e-05
26_desires,8,0.1973891,0.16847046,0.028918639,4.089092014020302,4.50230550770841e-05
26_desires,9,0.20343061,0.17381907,0.029611543,4.100161059493743,4.293989498056997e-05
26_desires,10,0.18910204,0.1606263,0.028475732,4.071903618188315,4.8449009987417004e-05
26_desires,11,0.19154964,0.1630263,0.02852334,4.085105172907295,4.579659263978588e-05
26_desires,12,0.19670032,0.16885683,0.02784349,4.070766151795444,4.8684242232881455e-05
26_desires,13,0.18579371,0.1580944,0.027699307,4.0116000612247165,6.252932067937024e-05
26_desires,14,0.19678703,0.16789782,0.028889209,4.087818755805513,4.5268738041052956e-05
26_desires,15,0.20046158,0.17189851,0.028563067,4.116109028232035,4.00988188030791e-05
26_desires,16,0.18728393,0.15964869,0.027635247,3.9984189610309273,6.608555796833236e-05
26_desires,17,0.18261316,0.15498617,0.027626991,4.0270054220424525,5.860278251363592e-05
26_desires,18,0.183034,0.15524289,0.027791113,4.013143716761575,6.212491070837685e-05
26_desires,19,0.19548765,0.16716821,0.028319433,4.052503394126934,5.2612637746805964e-05
26_desires,20,0.19366434,0.1651006,0.028563738,4.0535394717104,5.2381957642294875e-05
26_desires,21,0.19482562,0.16598675,0.028838873,4.079438312014334,4.691782470723074e-05
26_desires,22,0.19435933,0.16675991,0.027599424,4.021549185029468,5.996595806561115e-05
26_desires,23,0.19304755,0.16454569,0.028501868,4.0740996543834616,4.799790890236189e-05
26_desires,24,0.19819401,0.16973017,0.02846384,4.068569439523011,4.914160071174772e-05
26_desires,25,0.1905,0.16186526,0.028634742,4.04180135245522,5.505246985102778e-05
26_desires,26,0.19562265,0.16740729,0.028215364,4.049687661676739,5.3244430108558816e-05
26_desires,27,0.16904758,0.14212951,0.026918069,3.9849902144388265,6.990506736099797e-05
26_desires,28,0.1918538,0.16320632,0.028647482,4.011276629364455,6.261436944452732e-05
26_desires,29,0.1924509,0.16437286,0.028078035,4.040077389805004,5.5455390313838376e-05
26_desires,30,0.18877655,0.16078182,0.027994737,4.0285600390402845,5.82197887836429e-05
26_desires,31,0.2016537,0.17204079,0.029612914,4.114312148463573,4.0409768817024216e-05
26_desires,32,0.19256017,0.16406058,0.028499588,4.032512190282817,5.725679418375504e-05
26_desires,33,0.19171175,0.16329683,0.02841492,4.067757408122351,4.931169631397223e-05
26_desires,34,0.19885372,0.17006582,0.028787896,4.104544307736389,4.214054826138157e-05
26_desires,35,0.18955092,0.162337,0.027213916,4.003140233376635,6.479030062763919e-05
26_desires,36,0.18980353,0.16148822,0.028315306,4.046294440449472,5.4015358836085734e-05
26_desires,37,0.1978302,0.16907008,0.02876012,4.082885916852331,4.623262605363231e-05
26_desires,38,0.19871208,0.17020911,0.028502971,4.070302686684029,4.878039887725619e-05
26_desires,39,0.1919411,0.16400068,0.027940422,4.00172128533549,6.51770324869824e-05
27_goals,0,0.20563598,0.17616768,0.029468298,4.131290706862434,3.756083561762644e-05
27_goals,1,0.19905606,0.17007382,0.028982237,4.071710988165992,4.848877059452503e-05
27_goals,2,0.18625166,0.15807751,0.028174147,4.001023964148501,6.536788647584345e-05
27_goals,3,0.19466838,0.16566871,0.028999671,4.057798900006184,5.1443645159657e-05
27_goals,4,0.1990256,0.17040692,0.028618678,4.082515967844089,4.6305694663071536e-05
27_goals,5,0.18169329,0.15403877,0.027654514,3.96023596673831,7.749974228879241e-05
27_goals,6,0.19352381,0.16410993,0.029413879,4.075759387014376,4.765962032214358e-05
27_goals,7,0.19224909,0.16359054,0.028658554,4.021145939972719,6.00678874764685e-05
27_goals,8,0.18289694,0.1547715,0.028125435,4.001019616882162,6.536907796364149e-05
27_goals,9,0.19700724,0.16807023,0.028937012,4.056215967260979,5.179047376275353e-05
27_goals,10,0.19833091,0.16929035,0.02904056,4.056608058045529,5.170435864537759e-05
27_goals,11,0.19232856,0.16339847,0.028930083,4.064571445870299,4.99844672122379e-05
27_goals,12,0.19739714,0.16762692,0.029770225,4.100443673789253,4.288792516531521e-05
27_goals,13,0.19216341,0.16332808,0.028835326,4.055036596751848,5.205032023258427e-05
27_goals,14,0.18796723,0.1595291,0.028438121,4.0103007669406425,6.28716442433318e-05
27_goals,15,0.19317473,0.16465835,0.028516382,4.04179864494436,5.505310046245853e-05
27_goals,16,0.19078462,0.16323268,0.027551934,3.9786658210842605,7.177543794260599e-05
27_goals,17,0.19405347,0.16536534,0.028688133,4.059842118223854,5.0999221723861125e-05
27_goals,18,0.1843689,0.1563853,0.027983591,3.965017966042048,7.597430395138349e-05
27_goals,19,0.19407189,0.16577628,0.028295606,4.059654310736078,5.1039919535059855e-05
27_goals,20,0.20516336,0.17522272,0.029940635,4.131700366664351,3.749451273830434e-05
27_goals,21,0.19569604,0.16598462,0.029711425,4.0896684182062755,4.491225097858737e-05
27_goals,22,0.19524549,0.16615242,0.029093072,4.06029522217647,5.0901160939322266e-05
27_goals,23,0.20665316,0.17721456,0.0294386,4.133206349202346,3.7251653032024174e-05
27_goals,24,0.20223238,0.17257763,0.029654741,4.10179539551834,4.264018241712303e-05
27_goals,25,0.20623767,0.17689145,0.029346228,4.10679914310544,4.173487086851755e-05
27_goals,26,0.18721622,0.15865451,0.028561711,4.023156879649294,5.956120356519226e-05
27_goals,27,0.19935213,0.1704194,0.028932735,4.0828984743781325,4.623014773846122e-05
27_goals,28,0.20174372,0.17291214,0.028831586,4.082780430574947,4.625344948362848e-05
27_goals,29,0.19892764,0.16975033,0.029177308,4.0757331186772845,4.766495670140085e-05
27_goals,30,0.20044966,0.17138238,0.029067278,4.087725489743914,4.5286784224836444e-05
27_goals,31,0.19617578,0.16716583,0.029009953,4.085088812354164,4.579979278967384e-05
27_goals,32,0.19739103,0.16851033,0.0288807,4.067057181766956,4.9458820525699645e-05
27_goals,33,0.20080665,0.17167966,0.029126987,4.077612042455896,4.7284682285766835e-05
27_goals,34,0.20368476,0.17454657,0.029138193,4.0911670635641695,4.462537140880344e-05
27_goals,35,0.20851558,0.18005136,0.028464228,4.082826098336992,4.6244433385104686e-05
27_goals,36,0.2011786,0.17238507,0.028793529,4.08778629106097,4.527501891642707e-05
27_goals,37,0.21246366,0.1823854,0.030078262,4.178560471712217,3.0600193127193015e-05
27_goals,38,0.18704163,0.1587839,0.028257728,4.004186181289297,6.450662198442112e-05
27_goals,39,0.19817571,0.16966483,0.028510883,4.073009059119536,4.822143425008458e-05
2_emotions,0,0.19158469,0.16304953,0.028535157,4.074239525210849,4.7969312597872576e-05
2_emotions,1,0.18981723,0.1619766,0.02784063,4.035476876990821,5.654434026587819e-05
2_emotions,2,0.1940017,0.1657725,0.028229207,3.9963232425191753,6.6668332939606e-05
2_emotions,3,0.19584554,0.16658738,0.029258162,4.063065329727979,5.030553197211737e-05
2_emotions,4,0.1964773,0.16791347,0.028563827,4.028510155888455,5.823204101634143e-05
2_emotions,5,0.17803651,0.15113208,0.026904434,3.968765800025594,7.47986670196777e-05
2_emotions,6,0.17981136,0.15286392,0.026947439,3.987475836017081,6.918268123419067e-05
2_emotions,7,0.20146906,0.17201093,0.029458135,4.082103943690723,4.638720252329746e-05
2_emotions,8,0.1871249,0.15922363,0.027901262,3.978798121463564,7.173583096463208e-05
2_emotions,9,0.20473722,0.1744495,0.030287713,4.131335591168876,3.75535635295221e-05
2_emotions,10,0.1941555,0.16593769,0.028217807,4.030816174921686,5.766818697177275e-05
2_emotions,11,0.1943071,0.16582847,0.028478637,4.116978701618849,3.994913918768094e-05
2_emotions,12,0.1963573,0.16828638,0.028070912,4.023869874007018,5.938252944175787e-05
2_emotions,13,0.19913693,0.16908216,0.030054763,4.13506116671371,3.6954592674016864e-05
2_emotions,14,0.20311457,0.17418952,0.028925046,4.109166907627143,4.131286866675753e-05
2_emotions,15,0.19550985,0.167131,0.028378844,4.022746631612211,5.9664241202250274e-05
2_emotions,16,0.20277898,0.17406766,0.028711319,4.065490553428704,4.978949345545366e-05
2_emotions,17,0.19957782,0.17103073,0.028547093,4.123837526201049,3.8787122437255375e-05
2_emotions,18,0.19539517,0.16668645,0.028708726,4.062457825467014,5.043558891356724e-05
2_emotions,19,0.19402201,0.16503973,0.028982282,4.104731030064563,4.210681255145413e-05
2_emotions,20,0.19844398,0.1693452,0.029098779,4.0984349378327485,4.325861073598008e-05
2_emotions,21,0.21000491,0.18008584,0.029919073,4.124795484284702,3.862740426222462e-05
2_emotions,22,0.20302115,0.17397583,0.029045328,4.072087138268736,4.8411158530397415e-05
2_emotions,23,0.19907588,0.17017382,0.028902054,4.08041447008954,4.672284518401066e-05
2_emotions,24,0.19381262,0.16566083,0.028151795,4.067605239972213,4.934363293665129e-05
2_emotions,25,0.1968121,0.16895196,0.027860135,4.0879498269001875,4.524338844259072e-05
2_emotions,26,0.18725443,0.15846057,0.028793857,4.012334207183525,6.233667762322504e-05
2_emotions,27,0.2011641,0.17229904,0.028865054,4.092081858934137,4.445111166650249e-05
2_emotions,28,0.19228768,0.16307403,0.029213652,4.03066561417171,5.77048427187692e-05
2_emotions,29,0.18877128,0.16072135,0.02804993,4.020500838489737,6.023129312275074e-05
