Subject,bot_nonsocial,bot_social,hum_nonsocial,hum_social
s001,0.865958,0.889084,0.834406,0.902514
s002,0.874498,0.932944,0.8622960000000001,0.7354999999999999
s003,0.8631300000000001,0.908612,0.7921819999999999,0.843014
s004,0.8948699999999999,0.887522,0.812566,0.808536
s005,0.822346,0.9160339999999999,0.8432639999999999,0.9132720000000001
s006,0.90957,0.9173739999999999,0.84104,0.8354640000000001
s007,0.9029240000000001,0.956232,0.8482040000000001,0.8281399999999999
s008,0.8189740000000001,0.856986,0.880754,0.8859
s009,0.908964,0.9567100000000001,0.875052,0.8301000000000001
s010,0.866272,0.902934,0.86542,0.830746
s011,0.8724379999999999,0.886132,0.874234,0.888148
s012,0.834938,0.9178820000000001,0.903338,0.8774540000000001
s013,0.897114,0.891852,0.8371259999999999,0.8964920000000001
s014,0.8536360000000001,0.914822,0.870202,0.8465
s015,0.8360380000000001,0.821802,0.8687600000000001,0.881648
s016,0.834572,0.9387220000000001,0.8511,0.84043
s017,0.86355,0.911006,0.82604,0.784426
s018,0.858952,0.943668,0.8120499999999999,0.832484
s019,0.9182739999999999,0.939874,0.8626619999999999,0.828666
s020,0.89215,0.882598,0.850156,0.864528
s021,0.9071940000000001,0.9196,0.8468819999999999,0.831196
s022,0.88711,0.8677079999999999,0.7899719999999999,0.917574
s023,0.8766660000000001,0.8264060000000001,0.8594360000000001,0.862606
s024,0.868162,0.8572700000000001,0.815612,0.802944
s025,0.915274,0.9151600000000001,0.8337600000000001,0.838916
s026,0.92278,0.9425520000000001,0.8340139999999999,0.8812059999999999
s027,0.89401,0.912074,0.804188,0.7983979999999999
s028,0.87495,0.921608,0.8152200000000001,0.831588
s029,0.881028,0.908094,0.85088,0.772068
s030,0.878586,0.8886839999999999,0.8138559999999999,0.845218
s031,0.922508,0.90008,0.8452160000000001,0.9160240000000001
s032,0.89455,0.9087919999999999,0.7459439999999999,0.857912
s033,0.8815959999999999,0.9197339999999999,0.78685,0.839534
s034,0.898214,0.9221680000000001,0.785308,0.8187439999999999
s035,0.913226,0.832532,0.810014,0.8609220000000001
s036,0.80369,0.906378,0.895074,0.8827160000000001
s037,0.89546,0.8867059999999999,0.83565,0.939832
s038,0.805682,0.86473,0.906752,0.892976
s039,0.8966379999999999,0.928142,0.8314140000000001,0.865948
s040,0.859262,0.900552,0.79657,0.86054
s041,0.894662,0.9194140000000001,0.791686,0.852808
s042,0.888194,0.887274,0.8304,0.880676
s043,0.9222360000000001,0.9356,0.861974,0.85706
s044,0.910686,0.908364,0.835596,0.8580559999999999
s045,0.884028,0.92538,0.852696,0.808412
s046,0.8366939999999999,0.880604,0.848066,0.83805
s047,0.8931279999999999,0.866952,0.8981600000000001,0.8800180000000001
s048,0.86529,0.868178,0.832096,0.861696
s049,0.870208,0.91147,0.817098,0.848562
s050,0.886636,0.943832,0.84229,0.846496
