Subject,bot,hum
s001,0.877521,0.86846
s002,0.903721,0.7988979999999999
s003,0.8858710000000001,0.8175979999999999
s004,0.8911960000000001,0.8105509999999999
s005,0.86919,0.878268
s006,0.9134720000000001,0.838252
s007,0.929578,0.838172
s008,0.8379800000000001,0.883327
s009,0.9328369999999999,0.852576
s010,0.884603,0.848083
s011,0.879285,0.8811910000000001
s012,0.87641,0.8903960000000001
s013,0.894483,0.8668089999999999
s014,0.8842289999999999,0.858351
s015,0.82892,0.875204
s016,0.886647,0.845765
s017,0.887278,0.8052330000000001
s018,0.9013100000000001,0.822267
s019,0.929074,0.845664
s020,0.8873739999999999,0.857342
s021,0.9133969999999999,0.839039
s022,0.877409,0.853773
s023,0.851536,0.861021
s024,0.862716,0.809278
s025,0.915217,0.8363379999999999
s026,0.932666,0.85761
s027,0.9030419999999999,0.801293
s028,0.898279,0.823404
s029,0.894561,0.811474
s030,0.8836350000000001,0.829537
s031,0.911294,0.88062
s032,0.901671,0.8019280000000001
s033,0.900665,0.8131919999999999
s034,0.910191,0.802026
s035,0.872879,0.8354680000000001
s036,0.855034,0.888895
s037,0.891083,0.887741
s038,0.835206,0.899864
s039,0.91239,0.848681
s040,0.879907,0.828555
s041,0.907038,0.822247
s042,0.8877339999999999,0.8555379999999999
s043,0.928918,0.859517
s044,0.909525,0.846826
s045,0.904704,0.830554
s046,0.8586490000000001,0.8430580000000001
s047,0.88004,0.889089
s048,0.866734,0.846896
s049,0.890839,0.83283
s050,0.915234,0.8443930000000001
