experiment,subject,condition,social_type,um_rate,uh_rate,er_rate,ah_rate,well_rate,so_rate,you_know_rate,i_mean_rate,like_rate,basically_rate,actually_rate,right_rate,okay_rate,filled_pauses_rate,discourse_connectives_rate,interactional_phrases_rate,quotative_hedge_rate,pragmatic_stance_rate,filler_composite_rate
Exp1_Human,sub-019,bot,social,0.0,0.0,0.0,0.0,0.0,0.006985650504861669,0.012064049508016192,0.0026702982723170177,0.012803994416466197,0.0,0.0003077870113881194,0.0003077870113881194,0.0,0.0,0.006985650504861669,0.01473434778033321,0.012803994416466197,0.0006155740227762388,0.03513956672443732
Exp1_Human,sub-019,hum,nonsocial,0.004115226337448559,0.0,0.0,0.0,0.0,0.010411797444672983,0.005433273469516916,0.0,0.03443110452296386,0.0,0.0,0.0005192107995846313,0.0,0.004115226337448559,0.010411797444672983,0.005433273469516916,0.03443110452296386,0.0005192107995846313,0.05491061257418695
Exp1_Human,sub-019,hum,social,0.0,0.0,0.0,0.0,0.0014990880072959416,0.012398468057753667,0.00919010786620744,0.007121676421170608,0.008989051060848297,0.0,0.0,0.004787867287123815,0.0,0.0,0.01389755606504961,0.016311784287378048,0.008989051060848297,0.004787867287123815,0.04398625870039977
Exp1_Human,sub-020,bot,nonsocial,0.0030303030303030303,0.0,0.0,0.0,0.0003316749585406302,0.013545666266298603,0.0,0.0,0.013007582419411409,0.0017094017094017094,0.0014811002458969518,0.0,0.0,0.0030303030303030303,0.013877341224839234,0.0,0.013007582419411409,0.003190501955298661,0.03310572862985233
Exp1_Human,sub-020,bot,social,0.0,0.0,0.0,0.0,0.0010676823176823177,0.008902543044645382,0.001567398119122257,0.0,0.018931356885233123,0.0034201819546869944,0.0030140110785272078,0.0005827505827505828,0.0,0.0,0.009970225362327697,0.001567398119122257,0.018931356885233123,0.007016943615964785,0.03748592398264786
Exp1_Human,sub-020,hum,nonsocial,0.0,0.0,0.0,0.0,0.0005555555555555556,0.00630979878091523,0.0,0.000896057347670251,0.009838222210671958,0.0032814650153487877,0.0015025252525252527,0.0,0.0,0.0,0.006865354336470786,0.000896057347670251,0.009838222210671958,0.00478399026787404,0.022383624162687035
Exp1_Human,sub-020,hum,social,0.0,0.0,0.0,0.0,0.001989543506231988,0.013081246846849448,0.0004995004995004995,0.0008210180623973727,0.006910356774965287,0.0027056277056277055,0.0,0.0006493506493506494,0.0,0.0,0.015070790353081436,0.001320518561897872,0.006910356774965287,0.0033549783549783547,0.02665664404492295
Exp1_Human,sub-021,bot,nonsocial,0.009712509712509712,0.0,0.0,0.0,0.0,0.005341880341880341,0.0,0.005876068376068376,0.02206127206127206,0.0,0.0,0.0,0.02564102564102564,0.009712509712509712,0.005341880341880341,0.005876068376068376,0.02206127206127206,0.02564102564102564,0.06863275613275613
Exp1_Human,sub-021,bot,social,0.009768009768009768,0.0,0.0,0.0,0.0,0.00935374149659864,0.0,0.0,0.00998934927506356,0.0,0.0,0.0,0.023809523809523808,0.009768009768009768,0.00935374149659864,0.0,0.00998934927506356,0.023809523809523808,0.052920624349195776
Exp1_Human,sub-021,hum,nonsocial,0.005735294117647059,0.0,0.0,0.0,0.0,0.0023863636363636366,0.0,0.0,0.04034541847041847,0.0,0.0015625,0.0,0.025,0.005735294117647059,0.0023863636363636366,0.0,0.04034541847041847,0.0265625,0.07502957622442916
