experiment,subject,condition,um_rate,uh_rate,er_rate,ah_rate,well_rate,so_rate,you_know_rate,i_mean_rate,like_rate,basically_rate,actually_rate,right_rate,okay_rate,filled_pauses_rate,discourse_connectives_rate,interactional_phrases_rate,quotative_hedge_rate,pragmatic_stance_rate,filler_composite_rate
Exp1_Human,sub-001,bot,0.0,0.0,0.0,0.0,0.00023255813953488373,0.007480235855439322,0.0024590536737988493,0.0,0.014153460045104564,0.0,0.000925467773562776,0.0010138530002871088,0.0002527805864509606,0.0,0.007712793994974206,0.0024590536737988493,0.014153460045104564,0.0021921013603008453,0.026517409074178464
Exp1_Human,sub-001,hum,0.0,0.0,0.0,0.0,0.00182722749886929,0.005444144403505968,0.0037520344545731005,0.00021843599825251202,0.009828933384921011,0.0,0.0017597797912541036,0.0002506265664160401,0.0,0.0,0.007271371902375258,0.003970470452825612,0.009828933384921011,0.0020104063576701437,0.023081182097792023
Exp1_Human,sub-002,bot,0.002185865837042727,0.0,0.0,0.0,0.0005505172615249103,0.008695393277320418,0.000954628901127721,0.0034268904764087906,0.02160812151105595,0.0003325573661456601,0.00044991836532752815,0.0,0.00019790223629527015,0.002185865837042727,0.009245910538845326,0.004381519377536511,0.02160812151105595,0.0009803779677684584,0.03840179523224897
Exp1_Human,sub-002,hum,0.002706372248830249,0.0,0.0,0.0,0.0006217477808386899,0.0065535181787999665,0.0,0.0012836515344140278,0.024608841579202012,0.0,0.0013139431049878812,0.0004662004662004662,0.00017024174327545113,0.002706372248830249,0.007175265959638656,0.0012836515344140278,0.024608841579202012,0.0019503853144637985,0.037724516636548744
Exp1_Human,sub-003,bot,0.0017032688265564977,0.0,0.0,0.0,0.002200156620262438,0.01746355136943153,0.006485420678467897,0.0007553257946339708,0.008568701737969095,0.0007367464405107613,0.003593623740582614,0.00017692852087756547,0.00022222222222222223,0.0017032688265564977,0.01966370798969397,0.007240746473101868,0.008568701737969095,0.004729520924193163,0.041905945951514596
Exp1_Human,sub-003,hum,0.0,0.0,0.0,0.000122684333210649,0.002207479733092698,0.01032421742753459,0.0050312836174392275,0.0007291282939747382,0.007731846015133256,0.0018421188348841683,0.003140187925614662,0.00036294115241483665,0.0,0.000122684333210649,0.012531697160627287,0.005760411911413966,0.007731846015133256,0.005345247912913667,0.03149188733329882
Exp1_Human,sub-004,bot,0.0,0.0006493506493506494,0.0,0.0,0.0016111707841031148,0.009775430094692433,0.0,0.0009276437847866418,0.03050319815106393,0.0,0.0,0.0012951529344971968,0.0,0.0006493506493506494,0.011386600878795547,0.0009276437847866418,0.03050319815106393,0.0012951529344971968,0.04476194639849397
Exp1_Human,sub-004,hum,0.00022598870056497175,0.0,0.0,0.0019047619047619048,0.0014184725668596636,0.011996438971628255,0.0,0.0012794177500059852,0.027742795821182036,0.0,0.0009500000000000001,0.0007407407407407407,0.00015686274509803922,0.0021307506053268766,0.013414911538487919,0.0012794177500059852,0.027742795821182036,0.0018476034858387798,0.046415479200841596
Exp1_Human,sub-005,bot,0.0,0.0,0.0,0.0,0.00043726658208067203,0.008994105060954667,0.00044984255510571296,0.0,0.01127452231429628,0.0,0.0004722222222222222,0.0006177101122778969,0.0,0.0,0.009431371643035341,0.00044984255510571296,0.01127452231429628,0.001089932334500119,0.022245668846937454
Exp1_Human,sub-005,hum,0.0,0.0,0.0,0.0,0.0009576700689729162,0.009326077941314908,0.0002829654782116582,0.0006550467076782866,0.014009875783364305,0.0,0.0015912855065587453,0.00043684428042140065,0.0,0.0,0.010283748010287823,0.0009380121858899448,0.014009875783364305,0.0020281297869801456,0.02725976576652222
Exp1_Human,sub-006,bot,0.0004761904761904762,0.0,0.0,0.0,0.0012631578947368421,0.011310292801661265,0.0004485310607759587,0.0015151515151515152,0.008233050951284723,0.0,0.0010268600852426386,0.0026010247656589117,0.0012484140503385716,0.0004761904761904762,0.012573450696398106,0.0019636825759274737,0.008233050951284723,0.004876298901240123,0.028122673601040902
Exp1_Human,sub-006,hum,0.0010288065843621398,0.0,0.0,0.0,0.004117763215244025,0.00921878795728619,0.0016124091025397,0.0,0.007522938182761061,0.0,0.0004343084046839998,0.0014340421178395896,0.0007808595702148925,0.0010288065843621398,0.013336551172530214,0.0016124091025397,0.007522938182761061,0.0026492100927384818,0.0261499151349316
Exp1_Human,sub-007,bot,0.0014492753623188406,0.0,0.0,0.0,0.0018685955394816152,0.01522347539377103,0.0009076296765923094,0.00017497812773403323,0.013286206641085645,0.0,0.0,0.00047281323877068556,0.0,0.0014492753623188406,0.017092070933252643,0.0010826078043263427,0.013286206641085645,0.00047281323877068556,0.033382973979754156
Exp1_Human,sub-007,hum,0.002464300285597715,0.0,0.0,0.0,0.0011289811779407863,0.006541606380966879,0.0013497919282082793,0.0,0.024322347841242146,0.0,0.0003322259136212624,0.0011627906976744186,0.0,0.002464300285597715,0.0076705875589076645,0.0013497919282082793,0.024322347841242146,0.0014950166112956812,0.03730204422525149
Exp1_Human,sub-008,bot,0.0,0.0,0.0,0.0,0.0,0.004606713174040202,0.0010869565217391304,0.0,0.007386432834003167,0.0008695652173913044,0.0,0.0,0.0,0.0,0.004606713174040202,0.0010869565217391304,0.007386432834003167,0.0008695652173913044,0.013949667747173803
Exp1_Human,sub-008,hum,0.0,0.0,0.0,0.0,0.0007501875468867217,0.0019413549039433774,0.0,0.0,0.00754001297182169,0.0009689922480620155,0.0035714285714285718,0.0,0.0012919896640826872,0.0,0.002691542450830099,0.0,0.00754001297182169,0.005832410483573274,0.016063965906225063
Exp1_Human,sub-009,bot,0.001174098671726755,0.00020161290322580645,0.0,0.0,0.0014231629282184387,0.01468682807138506,0.010150600487898264,0.0005149147727272728,0.018563281580710356,0.0,0.0027862274478149688,0.0018709933260673195,0.00048828125,0.0013757115749525616,0.0161099909996035,0.010665515260625537,0.018563281580710356,0.005145502023882288,0.05186000143977424
Exp1_Human,sub-009,hum,0.003511553570248858,0.0,0.0,0.0,0.0014316398154781995,0.01718949304433759,0.006746638600414227,0.0006734006734006734,0.023150982482713037,0.0,0.0026821415058264674,0.0009481939853684791,0.0008637652838279797,0.003511553570248858,0.018621132859815787,0.0074200392738149,0.023150982482713037,0.004494100775022926,0.05719780896161551
Exp1_Human,sub-010,bot,0.007152774565846654,0.0,0.0,0.0,0.0011980121028174434,0.007696125547996517,0.001875629182079591,0.0016184882008425524,0.03722276132096922,0.0,0.0014497979158731977,0.00019062142584826535,0.0,0.007152774565846654,0.00889413765081396,0.003494117382922143,0.03722276132096922,0.001640419341721463,0.05840421026227344
Exp1_Human,sub-010,hum,0.004031065079432081,0.0,0.0,0.0,0.003356865493934074,0.008080829114096487,0.0007390983000739098,0.0,0.049029881292882944,0.0,0.00024888003982080636,0.0,0.0,0.004031065079432081,0.011437694608030562,0.0007390983000739098,0.049029881292882944,0.00024888003982080636,0.0654866193202403
Exp1_Human,sub-011,bot,0.0,0.0,0.0,0.0,0.0014162145034036855,0.006953722409925,0.001565153029345386,0.0004432624113475177,0.009817505231195447,0.0,0.001959349268485689,0.0,0.0004432624113475177,0.0,0.008369936913328685,0.0020084154406929036,0.009817505231195447,0.002402611679833207,0.02259846926505024
Exp1_Human,sub-011,hum,0.0,0.0,0.0,0.0,0.0004001600640256102,0.006637604107730492,0.0008050374621393273,0.00044563279857397507,0.009615127131686224,0.0,0.0018836512947928699,0.000784313725490196,0.0002203128442388191,0.0,0.007037764171756102,0.0012506702607133022,0.009615127131686224,0.002888277864521885,0.020791839428677513
Exp1_Human,sub-012,bot,0.0,0.0,0.0,0.0,0.0,0.003929686543874109,0.0009455826457773245,0.0,0.012596162263141303,0.0,0.0013193254137761363,0.0,0.0,0.0,0.003929686543874109,0.0009455826457773245,0.012596162263141303,0.0013193254137761363,0.018790756866568874
Exp1_Human,sub-012,hum,0.0,0.0,0.0,0.0,0.001239247588645179,0.007911046206911134,0.0016938616938616939,0.0,0.01983740095118471,0.0,0.00339666025933192,0.0013255360623781675,0.0002962962962962963,0.0,0.009150293795556312,0.0016938616938616939,0.01983740095118471,0.005018492618006384,0.035700049058609094
Exp1_Human,sub-013,bot,0.0009028530155290719,0.00018057060310581438,0.0,0.0,0.00030048076923076925,0.014771062724507764,0.0004910162217211028,0.0014134706743588956,0.023854568622528598,0.004381216080829522,0.0007105606258148631,0.0006673666104477778,0.000422654268808115,0.0010834236186348862,0.015071543493738534,0.0019044868960799986,0.023854568622528598,0.006181797585900279,0.048095820216882294
Exp1_Human,sub-013,hum,0.0012903225806451613,0.000860215053763441,0.0,0.0,0.0023224465303673223,0.012910176381574656,0.0005676328502415459,0.0,0.028293066965042475,0.002553302958198545,0.0012233705551595788,0.0009805644476819952,0.0,0.002150537634408602,0.01523262291194198,0.0005676328502415459,0.028293066965042475,0.004757237961040119,0.051001098322674715
Exp1_Human,sub-014,bot,0.0015212981744421909,0.0,0.0,0.0,0.0008989489212612945,0.009040008505731495,0.0008519269776876267,0.0,0.014260268567594544,0.0,0.0008703923900118906,0.0,0.0005070993914807302,0.0015212981744421909,0.009938957426992788,0.0008519269776876267,0.014260268567594544,0.0013774917814926208,0.02794994292820977
Exp1_Human,sub-014,hum,0.0023658192090395477,0.0,0.0,0.0,0.0017397357942315972,0.006632584271138215,0.0006368543179983857,0.0,0.017335585560102514,0.0,0.0006393111861861862,0.00034340659340659343,0.0002248201438848921,0.0023658192090395477,0.008372320065369811,0.0006368543179983857,0.017335585560102514,0.0012075379234776718,0.029918117075987932
Exp1_Human,sub-015,bot,0.0005148005148005149,0.0,0.0,0.0,0.00121645709881004,0.011446661150598607,0.0012897587042989065,0.0058632178923215044,0.02177261014778717,0.0004359197907585004,0.001962535137249623,0.0,0.0010764010764010765,0.0005148005148005149,0.012663118249408646,0.007152976596620411,0.02177261014778717,0.0034748560044092006,0.04557836151302594
Exp1_Human,sub-015,hum,0.0017160017160017158,0.0,0.0,0.0,0.0007260007260007261,0.012395755628075439,0.0,0.005931994140697465,0.02122558215533175,0.0,0.0020827921481511593,0.0004580852038479157,0.0014869708418095515,0.0017160017160017158,0.013121756354076166,0.005931994140697465,0.02122558215533175,0.004027848193808627,0.04602318255991572
Exp1_Human,sub-016,bot,0.0004761904761904762,0.0008503401360544217,0.0,0.0,0.004995046507998276,0.0076673938845812995,0.0,0.0006167667457990039,0.02459375127495599,0.0,0.0,0.0003968253968253968,0.014219576719576719,0.001326530612244898,0.012662440392579574,0.0006167667457990039,0.02459375127495599,0.014616402116402118,0.053815891141981584
Exp1_Human,sub-016,hum,0.006808068650173913,0.0019144144144144144,0.0,0.0,0.0012000306472312143,0.0171585371278937,0.0005630630630630631,0.00019872813990461048,0.03852328521512133,0.0,0.0,0.0007112375533428164,0.0038610038610038607,0.008722483064588329,0.01835856777512491,0.0007617912029676734,0.03852328521512133,0.004572241414346677,0.07093836867214892
Exp1_Human,sub-017,bot,0.0,0.001317846772392227,0.0,0.0,0.0013972147109977023,0.00555537482392491,0.004748527388143559,0.004833259848739725,0.01943628914299718,0.0,0.0003246753246753247,0.0,0.0,0.001317846772392227,0.006952589534922611,0.009581787236883283,0.01943628914299718,0.0003246753246753247,0.03761318801187062
Exp1_Human,sub-017,hum,0.0003024803387779794,0.0004616805170821791,0.0,0.0,0.0023127063699557903,0.011568610830096956,0.006660772008041274,0.007058444006595893,0.016599180910585026,0.0,0.003996477680688207,0.0014279937432233065,0.0,0.0007641608558601585,0.013881317200052746,0.013719216014637168,0.016599180910585026,0.005424471423911513,0.050388346405046615
Exp1_Human,sub-018,bot,0.0,0.0,0.0,0.0,0.002300744569250057,0.007669196636537717,0.0,0.0,0.00852928101147345,0.0,0.0,0.0,0.0,0.0,0.009969941205787773,0.0,0.00852928101147345,0.0,0.018499222217261226
Exp1_Human,sub-018,hum,0.0,0.0,0.0,0.0,0.0006974984631389795,0.008200590024699358,0.0,0.0,0.01268298207968308,0.0,0.0007624181748170966,0.0,0.0,0.0,0.008898088487838338,0.0,0.01268298207968308,0.0007624181748170966,0.022343488742338515
Exp1_Human,sub-019,bot,0.000434593654932638,0.0,0.0,0.0,0.000434593654932638,0.009878776010563643,0.009964556872935683,0.0020816330269914415,0.013383858865324196,0.0,0.00036910158367648246,0.001109147445673564,0.00641025641025641,0.000434593654932638,0.010313369665496279,0.012046189899927125,0.013383858865324196,0.007888505439606456,0.044066517525286696
Exp1_Human,sub-019,hum,0.002116402116402116,0.0,0.0,0.0,0.0007281284606866002,0.01137675174245503,0.007258021605052313,0.0034590999759971527,0.02207353569850773,0.0,0.0,0.0025925582363893773,0.0,0.002116402116402116,0.012104880203141629,0.010717121581049467,0.02207353569850773,0.0025925582363893773,0.04960449783549032
Exp1_Human,sub-020,bot,0.0017482517482517483,0.0,0.0,0.0,0.0006430626874082673,0.011581267980214546,0.000663129973474801,0.0,0.015513794693412901,0.0024331933516377915,0.002129639444317445,0.0002465483234714004,0.0,0.0017482517482517483,0.012224330667622813,0.000663129973474801,0.015513794693412901,0.004809381119426637,0.034958888202188905
Exp1_Human,sub-020,hum,0.0,0.0,0.0,0.0,0.001327702913612096,0.009955963124110578,0.00026896180742334586,0.0008556515786771626,0.00826167928375298,0.0029713987716528207,0.0006934731934731935,0.00034965034965034965,0.0,0.0,0.011283666037722675,0.0011246133861005086,0.00826167928375298,0.004014522314776363,0.024684481022352527
Exp1_Human,sub-021,bot,0.009741287519065297,0.0,0.0,0.0,0.0,0.007422104644326866,0.0,0.0028292181069958845,0.015801756542497283,0.0,0.0,0.0,0.024691358024691357,0.009741287519065297,0.007422104644326866,0.0028292181069958845,0.015801756542497283,0.024691358024691357,0.06048572483757669
Exp1_Human,sub-021,hum,0.003058823529411765,0.000784313725490196,0.0,0.0,0.0,0.004469628410804881,0.0,0.000784313725490196,0.029451005119010856,0.0,0.0018589743589743591,0.0,0.058181818181818175,0.0038431372549019606,0.004469628410804881,0.000784313725490196,0.029451005119010856,0.06004079254079253,0.09858887705100045
Exp1_Human,sub-022,bot,0.0,0.0,0.0,0.0,0.0014418664428870595,0.005341274222174011,0.00035842293906810036,0.0,0.026136184529496505,0.0,0.0027934637211858735,0.0006168208718846379,0.0,0.0,0.0067831406650610705,0.00035842293906810036,0.026136184529496505,0.0034102845930705115,0.036688032726696185
Exp1_Human,sub-022,hum,0.0,0.0,0.0,0.0,0.002134466551745186,0.007464494098165433,0.0,0.0,0.021693340238860284,0.0,0.0010012919896640827,0.001056356766537172,0.00018311664530305805,0.0,0.009598960649910619,0.0,0.021693340238860284,0.002240765401504313,0.033533066290275214
Exp1_Human,sub-023,bot,0.0,0.0,0.0,0.0,0.0022067321658565493,0.009440699594519373,0.0,0.0,0.01910254535268212,0.0,0.000742615680696176,0.0,0.0,0.0,0.011647431760375923,0.0,0.01910254535268212,0.000742615680696176,0.031492592793754215
Exp1_Human,sub-023,hum,0.0,0.0,0.0,0.0,0.00108187667995125,0.007790929141655021,0.0,0.0,0.03211135600953762,0.0,0.0006459948320413437,0.0,0.0,0.0,0.008872805821606272,0.0,0.03211135600953762,0.0006459948320413437,0.04163015666318524
Exp2_LLM,s001,bot,0.0,0.0,0.0,0.0,0.0035511307434569705,0.0016967410885942876,0.0,0.0,0.002855708406819479,0.0,0.0,0.0,0.0,0.0,0.005247871832051259,0.0,0.002855708406819479,0.0,0.008103580238870737
Exp2_LLM,s001,hum,0.0,0.0,0.0,0.0,0.004110612403163717,0.003667696382979615,0.0005968239284613012,0.0,0.006400649293586172,0.0,0.00014925373134328358,0.0005564024390243903,0.0,0.0,0.007778308786143332,0.0005968239284613012,0.006400649293586172,0.0007056561703676739,0.01548143817855848
Exp2_LLM,s002,bot,0.0,0.0,0.0,0.0,0.0018591492145815516,0.0009466718465609618,0.0002380952380952381,0.0,0.0029490927234339915,0.0,0.0,0.0,0.0,0.0,0.0028058210611425134,0.0002380952380952381,0.0029490927234339915,0.0,0.005993009022671743
Exp2_LLM,s002,hum,0.0,0.0,0.0,0.0,0.0021359340471470965,0.002821483863987058,0.00037868162692847123,0.0,0.005731624747953029,0.0,0.00030303030303030303,0.0007205897806789803,0.00012658227848101267,0.0,0.004957417911134155,0.00037868162692847123,0.005731624747953029,0.001150202362190296,0.01221792664820595
Exp2_LLM,s003,bot,0.0,0.0,0.0,0.0,0.0023423700714043506,0.0013801900806874098,0.0,0.0,0.0019562171208865452,0.0,0.0,0.0,0.0,0.0,0.003722560152091761,0.0,0.0019562171208865452,0.0,0.005678777272978306
Exp2_LLM,s003,hum,0.0,0.0,0.0,0.0,0.0018417330462269191,0.004067858866635004,0.0,0.0,0.004332864334060389,0.0,0.00012658227848101267,0.0005814354727398205,0.0,0.0,0.005909591912861922,0.0,0.004332864334060389,0.0007080177512208333,0.010950473998143145
Exp2_LLM,s004,bot,0.0,0.0,0.0,0.0,0.002269186537234206,0.0020333360137280852,0.0,0.0,0.004422935085987693,0.0,0.0,0.0,0.0,0.0,0.004302522550962291,0.0,0.004422935085987693,0.0,0.008725457636949985
Exp2_LLM,s004,hum,0.0,0.0,0.0,0.0,0.002847890121006931,0.0018414938225708177,0.0,0.0,0.005549291366650591,0.0,0.0,0.0013577015790042887,0.0,0.0,0.004689383943577749,0.0,0.005549291366650591,0.0013577015790042887,0.011596376889232629
Exp2_LLM,s005,bot,0.0,0.0,0.0,0.0,0.0029986664410730397,0.0010882515099584992,0.0,0.0,0.0046925088121506486,0.0,0.0,0.0,0.0,0.0,0.004086917951031539,0.0,0.0046925088121506486,0.0,0.008779426763182187
Exp2_LLM,s005,hum,0.0,0.0,0.0,0.0,0.0038391264888008193,0.0019099124843607617,0.0,0.0,0.007606284306979964,0.0,0.00024390243902439024,0.00018518518518518518,0.0,0.0,0.0057490389731615806,0.0,0.007606284306979964,0.00042908762420957545,0.013784410904351119
Exp2_LLM,s006,bot,0.0,0.0,0.0,0.0,0.0028621950455774738,0.001897512583369905,0.00020833333333333332,0.0,0.002467230497724869,0.0,0.0,7.142857142857142e-05,0.0,0.0,0.004759707628947379,0.00020833333333333332,0.002467230497724869,7.142857142857142e-05,0.007506700031434153
Exp2_LLM,s006,hum,0.0,0.0,0.0,0.0,0.0022630906768846496,0.003780823799284546,0.0,0.0,0.006395014480034112,0.0,0.000300179211469534,0.0002741935483870968,0.0,0.0,0.006043914476169196,0.0,0.006395014480034112,0.0005743727598566308,0.01301330171605994
Exp2_LLM,s007,bot,0.0,0.0,0.0,0.0,0.0020364119190169182,0.0017184381164282265,0.0,0.0,0.003145823520377991,0.0,0.0,0.0008771067503168807,0.0,0.0,0.0037548500354451448,0.0,0.003145823520377991,0.0008771067503168807,0.007777780306140017
Exp2_LLM,s007,hum,0.0,0.0,0.0,0.0,0.002154934634219251,0.0012917877835964336,0.0,0.0,0.004738183597848495,0.0,0.0,0.0004199134199134199,0.0,0.0,0.0034467224178156845,0.0,0.004738183597848495,0.0004199134199134199,0.0086048194355776
