Subject,bot,hum
s001,0.008381451446686746,0.014034004421519026
s002,0.004924770319860073,0.016601279424299623
s003,0.005540207001895829,0.011940366535628093
s004,0.005367844539005261,0.012604439028204975
s005,0.0070792327135895,0.011490542847543419
s006,0.006209691225504609,0.011419990132458726
s007,0.007768559669649383,0.011709024815770212
s008,0.005954928140561078,0.008288809675435764
s009,0.003703704854246967,0.01396602679922836
s010,0.007315128000798224,0.009969437478464419
s011,0.008475650088019456,0.010456976769522642
s012,0.007357805299443091,0.009982035370142675
s013,0.006221117542472941,0.01539082382516406
s014,0.009297776806846021,0.011230669482846924
s015,0.007507892529150939,0.013549137519056252
s016,0.003418748117498645,0.014546145778628259
s017,0.006501226430439671,0.011204162098516135
s018,0.006799937560478067,0.011139530262002435
s019,0.0069290512361292874,0.010411740797219595
s020,0.00930351198905187,0.009296959384432256
s021,0.005497498968087884,0.013856916994746586
s022,0.005442886539505961,0.009130688948233979
s023,0.006687925445568957,0.011539561791435693
s024,0.005713985386845547,0.012658593473514269
s025,0.005060747677247807,0.015878744203600418
s026,0.0032734664784363453,0.010525742461578341
s027,0.006235694011958943,0.012024230748988724
s028,0.005802001611457168,0.013057979698621675
s029,0.004830344192046941,0.0115894980960679
s030,0.007864999931865766,0.011351962925079714
s031,0.005801386502478086,0.011144468612294511
s032,0.0061760156364886135,0.010609380347490984
s033,0.0072868102065297554,0.013172798658320179
s034,0.0031171802254868044,0.01721113437993799
s035,0.006284398657847437,0.01418956065815969
s036,0.006098236546854401,0.01665615202931512
s037,0.00826041882765047,0.012744940897040027
s038,0.011162392838221591,0.008477775837255225
s039,0.007214683627153837,0.01426999406884017
s040,0.0071899625301690365,0.012847080319716502
s041,0.007826334227450039,0.010684284763303208
s042,0.010078067113785592,0.015237310721958141
s043,0.005851958935649876,0.011318223401014625
s044,0.0038597145680744553,0.013078568344567647
s045,0.006215403818101695,0.012512747964531447
s046,0.006260122554055809,0.01117898585224878
s047,0.005141148515394616,0.011356853499447584
s048,0.005986726993455813,0.013027902615478551
s049,0.006721821506091272,0.008113465188239691
s050,0.0036588898981056834,0.013176919123561249
