Subject,bot_nonsocial,bot_social,hum_nonsocial,hum_social
s001,0.69662,0.6524800000000001,0.7072799999999999,0.67534
s002,0.737,0.63448,0.7173999999999999,0.6742199999999999
s003,0.7463599999999999,0.66664,0.71214,0.66888
s004,0.73468,0.67872,0.72112,0.67042
s005,0.7173999999999999,0.67904,0.73344,0.6673600000000001
s006,0.71414,0.6896,0.73844,0.66022
s007,0.71962,0.6455,0.7546599999999999,0.68596
s008,0.72312,0.65096,0.7248399999999999,0.6836
s009,0.72752,0.65372,0.725,0.6761199999999999
s010,0.70696,0.6693000000000001,0.73332,0.6689799999999999
s011,0.7233799999999999,0.6435,0.7341799999999999,0.68324
s012,0.74804,0.6566200000000001,0.71014,0.68048
s013,0.7358,0.6583199999999999,0.7184999999999999,0.6550400000000001
s014,0.71084,0.67046,0.7315600000000001,0.66218
s015,0.74196,0.67252,0.72006,0.67094
s016,0.75928,0.67866,0.6950400000000001,0.65498
s017,0.7318600000000001,0.64622,0.71896,0.68268
s018,0.7087399999999999,0.6459199999999999,0.7462000000000001,0.6850799999999999
s019,0.7084999999999999,0.6582399999999999,0.74066,0.6755
s020,0.7236,0.6537000000000001,0.74726,0.6849599999999999
s021,0.7505200000000001,0.6609999999999999,0.72256,0.66024
s022,0.72002,0.6863800000000001,0.738,0.63618
s023,0.70958,0.674,0.7267,0.68274
s024,0.7293600000000001,0.65008,0.7075400000000001,0.68238
s025,0.7364,0.6493800000000001,0.72018,0.6692400000000001
s026,0.7434999999999999,0.65862,0.72396,0.67946
s027,0.6928799999999999,0.65864,0.72726,0.66608
s028,0.76928,0.65384,0.7101000000000001,0.6711
s029,0.73926,0.6779600000000001,0.7248600000000001,0.67156
s030,0.72092,0.66144,0.74176,0.6591400000000001
s031,0.72086,0.66,0.72528,0.66034
s032,0.7115,0.67774,0.7557200000000001,0.6551600000000001
s033,0.73434,0.67636,0.69952,0.66084
s034,0.7336199999999999,0.64156,0.7453400000000001,0.6926000000000001
s035,0.69694,0.66258,0.7476,0.68112
s036,0.7189,0.6631,0.7162999999999999,0.6418600000000001
s037,0.73496,0.6938599999999999,0.7097,0.62888
s038,0.73238,0.6605200000000001,0.70824,0.6839400000000001
s039,0.72276,0.6957599999999999,0.72756,0.65586
s040,0.7286,0.67534,0.71274,0.63344
s041,0.7195,0.69868,0.7299599999999999,0.6553
s042,0.7519199999999999,0.66778,0.72212,0.67384
s043,0.72108,0.6602,0.74212,0.6578400000000001
s044,0.71256,0.63844,0.71796,0.71096
s045,0.72244,0.63628,0.74508,0.68518
s046,0.68952,0.67208,0.7321,0.68876
s047,0.69774,0.6720999999999999,0.73724,0.6739799999999999
s048,0.7066800000000001,0.67696,0.7334999999999999,0.67872
s049,0.71372,0.6509,0.7431,0.6659
s050,0.7299,0.6549200000000001,0.73422,0.66904
