probe_type,dim_a_id,dim_a_name,dim_a_category,dim_b_id,dim_b_name,dim_b_category,mean_diff,ci95_lo,ci95_hi,p_greater,p_less,p_two_sided,p_fdr,significant_fdr,stars
metacognitive,0,Baseline,Control,1,Phenomenology,Mental,3.4617068125659333e-05,-0.00021737889977799563,0.00040067911203144107,0.438,0.562,0.876,0.9438591549295774,False,n.s.
metacognitive,0,Baseline,Control,2,Emotions,Mental,7.770944335975024e-07,-0.00023727472836123763,0.00036485654147070626,0.551,0.449,0.898,0.9471428571428573,False,n.s.
metacognitive,0,Baseline,Control,3,Agency,Mental,-0.00010808238894722337,-0.0004338079124286024,0.00032112446598183027,0.737,0.263,0.526,0.7621132075471698,False,n.s.
metacognitive,0,Baseline,Control,4,Intentions,Mental,-0.0001678286364921524,-0.0004904095998991064,0.0002576597443361938,0.825,0.175,0.35,0.6335999999999999,False,n.s.
metacognitive,0,Baseline,Control,5,Prediction,Mental,-0.00010935445019606692,-0.0003992771717288133,0.0002642531537587272,0.785,0.215,0.43,0.706404255319149,False,n.s.
metacognitive,0,Baseline,Control,6,Cognitive,Mental,-0.0002167360763603681,-0.0004954296480890031,0.00016460227021795982,0.903,0.097,0.194,0.45664615384615387,False,n.s.
metacognitive,0,Baseline,Control,7,Social,Mental,-0.00028310534360926856,-0.0007269280735457992,0.000164588092167509,0.895,0.105,0.21,0.4656521739130434,False,n.s.
metacognitive,0,Baseline,Control,8,Embodiment,Physical,0.00010387571112504374,-0.0001543997134078582,0.000497994385908893,0.264,0.736,0.528,0.7621132075471698,False,n.s.
metacognitive,0,Baseline,Control,9,Roles,Physical,-5.143742590837729e-05,-0.0004311105867571381,0.00038411897474689537,0.621,0.379,0.758,0.8908,False,n.s.
metacognitive,0,Baseline,Control,10,Animacy,Physical,-2.704323589949975e-06,-0.0002764500028945426,0.0003816271988515843,0.545,0.455,0.91,0.9471428571428573,False,n.s.
metacognitive,0,Baseline,Control,11,Formality,Pragmatic,2.4226920984160674e-05,-0.00022009909572717068,0.0004127379412330841,0.479,0.521,0.958,0.9771599999999999,False,n.s.
metacognitive,0,Baseline,Control,12,Expertise,Pragmatic,-7.081474657286825e-05,-0.000313860338660318,0.00029680284888716784,0.742,0.258,0.516,0.7621132075471698,False,n.s.
