Subject,bot_nonsocial,bot_social,hum_nonsocial,hum_social
s001,0.4,0.4,0.4,0.1
s002,0.1,0.4,0.3,0.4
s003,0.2,0.4,0.4,0.2
s004,0.3,0.3,0.3,0.4
s005,0.1,0.1,0.1,0.5
s006,0.2,0.3,0.3,0.5
s007,0.2,0.4,0.6,0.1
s008,0.4,0.9,0.4,0.4
s009,0.3,0.4,0.7,0.2
s010,0.2,0.1,0.2,0.2
s011,0.2,0.2,0.5,0.7
s012,0.4,0.2,0.3,0.6
s013,0.1,0.4,0.1,0.7
s014,0.3,0.5,0.5,0.5
s015,0.5,0.2,0.3,0.3
s016,0.2,0.2,0.0,0.3
s017,0.3,0.6,0.4,0.3
s018,0.3,0.3,0.5,0.2
s019,0.1,0.1,0.0,0.2
s020,0.6,0.1,0.3,0.4
s021,0.1,0.2,0.5,0.3
s022,0.3,0.5,0.4,0.3
s023,0.1,0.4,0.3,0.5
s024,0.1,0.4,0.5,0.3
s025,0.7,0.2,0.2,0.6
s026,0.0,0.3,0.5,0.4
s027,0.3,0.3,0.4,0.5
s028,0.2,0.5,0.3,0.3
s029,0.2,0.3,0.2,0.5
s030,0.6,0.1,0.3,0.6
s031,0.2,0.3,0.3,0.2
s032,0.3,0.1,0.1,0.2
s033,0.4,0.2,0.4,0.2
s034,0.6,0.3,0.1,0.6
s035,0.3,0.3,0.5,0.2
s036,0.1,0.3,0.4,0.6
s037,0.3,0.3,0.4,0.4
s038,0.6,0.4,0.1,0.7
s039,0.2,0.2,0.2,0.3
s040,0.1,0.2,0.2,0.6
s041,0.1,0.3,0.2,0.2
s042,0.4,0.4,0.5,0.5
s043,0.3,0.5,0.7,0.2
s044,0.3,0.3,0.2,0.1
s045,0.2,0.2,0.4,0.4
s046,0.2,0.4,0.5,0.2
s047,0.1,0.3,0.2,0.4
s048,0.1,0.4,0.3,0.3
s049,0.2,0.4,0.7,0.7
s050,0.9,0.4,0.4,0.3
