Subject,bot,hum
s001,0.021789999999999997,0.012159999999999999
s002,0.01959,0.01791
s003,0.01534,0.02198
s004,0.01501,0.01883
s005,0.01554,0.012549999999999999
s006,0.01608,0.01859
s007,0.0132,0.022319999999999996
s008,0.01811,0.01774
s009,0.01214,0.01989
s010,0.018600000000000002,0.01703
s011,0.014499999999999999,0.01651
s012,0.01734,0.015600000000000001
s013,0.01276,0.02174
s014,0.017769999999999998,0.01303
s015,0.01686,0.01435
s016,0.01825,0.01648
s017,0.013699999999999999,0.01709
s018,0.01428,0.019119999999999998
s019,0.01207,0.02181
s020,0.02196,0.019030000000000002
s021,0.01762,0.018000000000000002
s022,0.01403,0.020489999999999998
s023,0.01871,0.01595
s024,0.01795,0.02743
s025,0.01618,0.01661
s026,0.02213,0.014539999999999999
s027,0.01302,0.017689999999999997
s028,0.01572,0.01992
s029,0.01607,0.01969
s030,0.01706,0.01161
s031,0.020390000000000002,0.01705
s032,0.014879999999999999,0.01679
s033,0.015629999999999998,0.02106
s034,0.0169,0.016390000000000002
s035,0.01974,0.01385
s036,0.01439,0.01668
s037,0.01956,0.01828
s038,0.01848,0.018799999999999997
s039,0.01584,0.01713
s040,0.01738,0.01871
s041,0.02145,0.012159999999999999
s042,0.01784,0.01922
s043,0.01659,0.016040000000000002
s044,0.01236,0.01837
s045,0.0115,0.02314
s046,0.01099,0.02024
s047,0.02314,0.018260000000000002
s048,0.01652,0.01631
s049,0.02258,0.012150000000000001
s050,0.011699999999999999,0.026680000000000002
