Subject,bot_nonsocial,bot_social,hum_nonsocial,hum_social
s001,0.01494,0.02864,0.00846,0.01586
s002,0.01264,0.026539999999999998,0.0141,0.021720000000000003
s003,0.01344,0.01724,0.015260000000000001,0.0287
s004,0.00632,0.023700000000000002,0.01,0.02766
s005,0.00638,0.024700000000000003,0.00846,0.01664
s006,0.008100000000000001,0.02406,0.01756,0.01962
s007,0.01042,0.01598,0.0123,0.03234
s008,0.01598,0.02024,0.010740000000000001,0.02474
s009,0.014419999999999999,0.00986,0.00984,0.02994
s010,0.014199999999999999,0.023,0.01496,0.0191
s011,0.009559999999999999,0.01944,0.010979999999999998,0.02204
s012,0.01676,0.01792,0.00904,0.022160000000000003
s013,0.0106,0.01492,0.02186,0.02162
s014,0.01322,0.022320000000000003,0.01068,0.01538
s015,0.0051400000000000005,0.02858,0.01234,0.01636
s016,0.013580000000000002,0.02292,0.013739999999999999,0.01922
s017,0.01414,0.013260000000000001,0.0096,0.024579999999999998
s018,0.00968,0.018879999999999997,0.013919999999999998,0.024319999999999998
s019,0.0084,0.01574,0.014379999999999999,0.02924
s020,0.01644,0.02748,0.01546,0.0226
s021,0.012960000000000001,0.022279999999999998,0.01312,0.02288
s022,0.006999999999999999,0.02106,0.01934,0.021640000000000003
s023,0.00872,0.0287,0.01564,0.01626
s024,0.006999999999999999,0.028900000000000002,0.040119999999999996,0.01474
s025,0.01192,0.02044,0.01246,0.02076
s026,0.01758,0.026680000000000002,0.012580000000000001,0.0165
s027,0.0103,0.01574,0.011059999999999999,0.024319999999999998
s028,0.013680000000000001,0.01776,0.01218,0.02766
s029,0.00768,0.024460000000000003,0.01492,0.024460000000000003
s030,0.0091,0.02502,0.007980000000000001,0.01524
s031,0.00926,0.03152,0.01246,0.021640000000000003
s032,0.00638,0.02338,0.01204,0.02154
s033,0.00872,0.02254,0.01134,0.03078
s034,0.011439999999999999,0.022359999999999998,0.0103,0.022479999999999997
s035,0.00766,0.03182,0.01474,0.012960000000000001
s036,0.0127,0.01608,0.0118,0.021560000000000003
s037,0.00948,0.02964,0.013980000000000001,0.02258
s038,0.020579999999999998,0.01638,0.00978,0.02782
s039,0.01202,0.01966,0.013340000000000001,0.02092
s040,0.0089,0.025859999999999998,0.01656,0.02086
s041,0.015600000000000001,0.0273,0.00722,0.0171
s042,0.016300000000000002,0.019379999999999998,0.011320000000000002,0.027120000000000002
s043,0.014499999999999999,0.018680000000000002,0.01076,0.021320000000000002
s044,0.00754,0.01718,0.01214,0.0246
s045,0.00738,0.01562,0.01884,0.027440000000000003
s046,0.00788,0.0141,0.01464,0.025840000000000002
s047,0.019799999999999998,0.02648,0.01564,0.02088
s048,0.0141,0.018940000000000002,0.01316,0.019459999999999998
s049,0.020019999999999996,0.025140000000000003,0.0075,0.0168
s050,0.011479999999999999,0.01192,0.02012,0.03324
