Subject,bot,hum
s001,0.937654,0.9119360000000001
s002,0.9588899999999999,0.893655
s003,0.9396040000000001,0.873499
s004,0.925777,0.8921800000000001
s005,0.92952,0.902898
s006,0.9033100000000001,0.896765
s007,0.9519240000000001,0.868034
s008,0.915062,0.9218559999999999
s009,0.9455490000000001,0.89754
s010,0.92033,0.893811
s011,0.927898,0.897662
s012,0.910138,0.912913
s013,0.9172969999999999,0.887429
s014,0.914954,0.9146880000000001
s015,0.889393,0.9134350000000001
s016,0.945359,0.9073650000000001
s017,0.9301619999999999,0.9117740000000001
s018,0.9435899999999999,0.870858
s019,0.950681,0.879611
s020,0.906215,0.878865
s021,0.93022,0.918811
s022,0.907631,0.903561
s023,0.904456,0.878196
s024,0.9274330000000001,0.915759
s025,0.93489,0.8913939999999999
s026,0.920857,0.90062
s027,0.9133410000000001,0.894676
s028,0.899433,0.904444
s029,0.935842,0.88278
s030,0.9300799999999999,0.9061159999999999
s031,0.932345,0.92482
s032,0.9391759999999999,0.8447520000000001
s033,0.913249,0.9225610000000001
s034,0.946638,0.854017
s035,0.920934,0.895634
s036,0.930677,0.89744
s037,0.9208620000000001,0.9276779999999999
s038,0.8878199999999999,0.904507
s039,0.898034,0.915327
s040,0.885852,0.9045739999999999
s041,0.8870709999999999,0.897626
s042,0.89188,0.906947
s043,0.950707,0.893856
s044,0.955107,0.8449129999999999
s045,0.9544799999999999,0.873427
s046,0.942338,0.88412
s047,0.918211,0.918729
s048,0.9270440000000001,0.8610169999999999
s049,0.9169280000000001,0.9124410000000001
s050,0.9454940000000001,0.880616
