Subject,bot,hum
s001,0.31789,0.3068
s002,0.31434,0.28277
s003,0.30693000000000004,0.30509000000000003
s004,0.29297999999999996,0.31281
s005,0.29692,0.30302
s006,0.31507999999999997,0.29856
s007,0.31762,0.28246
s008,0.29859,0.32064
s009,0.30474,0.28629
s010,0.3119,0.28905000000000003
s011,0.30013,0.30391
s012,0.28179,0.30737
s013,0.29647,0.30352
s014,0.30931000000000003,0.30025999999999997
s015,0.29882000000000003,0.31545
s016,0.30266000000000004,0.28093
s017,0.29047,0.29035
s018,0.30371000000000004,0.2927
s019,0.29378,0.28978000000000004
s020,0.31701,0.28669
s021,0.28596,0.29677
s022,0.28192,0.31142
s023,0.29811,0.30625
s024,0.30428,0.2646
s025,0.32221000000000005,0.29694
s026,0.33283,0.28493999999999997
s027,0.30935,0.28443999999999997
s028,0.29889,0.28756
s029,0.29613,0.29351
s030,0.30210000000000004,0.2932
s031,0.30924,0.31072
s032,0.32659,0.29361
s033,0.29102,0.28906
s034,0.31824,0.27576999999999996
s035,0.30396999999999996,0.27425
s036,0.28658,0.30979
s037,0.29225999999999996,0.30308
s038,0.29236,0.31749
s039,0.30491,0.30162
s040,0.27895,0.29602
s041,0.3015,0.28939
s042,0.30016,0.3073
s043,0.30724,0.29364
s044,0.30034,0.29299
s045,0.3134,0.28216
s046,0.30157,0.28209
s047,0.31764,0.29553
s048,0.29291,0.28918
s049,0.3086,0.27049
s050,0.30013,0.29797
